,Ruhengeri,Rubavu
0,5.885365371973309,5.858034478256338
1,6.023036726185589,5.855304708224462
2,6.019248857314792,5.877860055279372
3,6.068674618106615,5.9633141024487895
4,5.993772259893822,5.926263505101222
5,5.912801970203955,5.80672603062696
6,5.903901266889405,5.679877046209603
7,5.959418756616188,5.644133290424894
8,5.956394825763953,5.68332221695433
9,5.952275649165432,5.745570824194382
10,6.030813243481567,5.744499160299211
11,6.035900224312573,5.748902380419817
12,6.044198305282314,5.901412347891585
13,6.160727962320427,5.909609747127564
14,6.1591854203209255,5.88138860820022
15,5.76177159343919,5.885449001183037
16,5.912575778920711,5.91023385747563
17,5.909434098622017,5.877949466551875
18,5.905307902819664,5.807430327510093
19,5.89071926244637,5.83024134348357
20,5.885046007533101,5.8552996144266825
21,6.059003508184932,5.8103414162114975
22,6.061307584499176,5.739689784605746
23,6.071677381470038,5.735005921817984
24,6.085435287853515,5.813501572369873
25,6.159666166554744,6.041301566473711
26,6.158045356678502,6.04049528549609
27,5.7509560227244725,6.040736731833174
28,5.903780169615618,6.036111802048236
29,5.902458565057477,5.816209009947213
30,5.891147034475059,5.740604296024
31,5.8858695278639335,5.795127212715662
32,5.754875960864952,5.814299381335753
33,5.862250120202743,5.943595759656696
34,5.857796833267144,5.857796833267144
35,5.850939046591927,5.879649152474358
36,5.857831007394825,5.825769074935162
37,5.993283549476262,5.754544091838312
38,5.937696004520118,5.808523324099377
39,5.633588328070851,5.783547979374717
40,5.528804922411252,5.809637653017458
41,5.709600122925881,5.994437243245431
42,5.991774893223915,5.884387792858654
43,5.878150919984036,5.850952166038857
44,5.861096686347354,5.861096686347354
45,5.866342462953229,5.910794225524063
46,5.866568482702396,5.8441516037878545
47,5.864323480928714,5.967701835382549
48,5.868572647754504,5.8648528666519715
49,5.900907683408751,5.875312136219787
50,5.894875115457288,5.869122619354873
51,5.62558865786655,5.793008395529098
52,5.570762311305188,5.8659538057791005
53,5.716099514565805,5.710285544700385
54,5.6993354778032455,5.70659767384503
55,5.750670923712082,5.750670923712082
56,5.705888549649205,5.770783640589093
57,5.731178024565783,5.851113251675497
58,5.726996139497009,5.971516224160776
59,5.758209508868859,5.788494904457711
60,5.801774790427058,5.803054381132683
61,5.800886824560006,5.882112264482592
62,5.828561575156329,5.802729270206766
