,Eldoret,Busia
0,6.57967627648322,5.764507999739491
1,6.606251612436677,5.815850960408928
2,6.627769216141513,5.8160903260941135
3,6.639896049740655,5.806448445119823
4,6.604735697345827,5.827639603586277
5,6.588176659080447,5.839762280010722
6,6.598493025723695,5.852416110960883
7,6.629327139644766,5.891519818002157
8,6.640637917252501,5.8954400662502255
9,6.611207896231595,5.895209627108374
10,6.602477055831913,5.890366685699979
11,6.587438064189276,5.976584584563974
12,6.567683874723921,6.07626059202922
13,6.540699581236758,6.249023760571426
14,6.552923820509729,6.131375313739207
15,6.4846051673461975,5.972457956776333
16,6.538904747154852,5.994738168728259
17,6.556758243459415,6.10306056731719
18,6.478106288921558,6.127008061224102
19,6.4731300771899845,6.155051850803804
20,6.522906191055747,6.174484605077709
21,6.4896777054959705,6.326028347632771
22,6.589371344800405,6.329039800971969
23,6.582190495280729,6.38362410428713
24,6.639273233002824,6.375653110089442
25,6.620322433055505,6.4748905468227225
26,6.547837167779981,6.400107322621503
27,6.646108286145729,6.373163772720497
28,6.605966239482725,6.428312865744372
29,6.645415885178283,6.48612773134108
30,6.610420574923716,6.538927094258442
31,6.6266789277301195,6.637498511692277
32,6.608447741182437,6.56646380708577
33,6.736087842754295,6.499702212524387
34,6.694282014881355,6.5204710274061055
35,6.7928738818393954,6.45342128594408
36,6.819561363845803,6.147875887665223
37,6.792978532875486,6.134422813773812
38,6.739613538713513,6.132119925935866
39,6.843500006673973,6.190270656514652
40,6.7542819532767755,6.1470593850057815
41,6.75718761928304,6.102659816379745
42,6.807360014223469,6.017577582422973
43,6.794399453812331,6.117761559315504
44,6.756570373233819,6.161731236942874
45,6.808931369900132,6.141852672078576
46,6.821585645708063,6.099578010211682
47,6.837558570700701,6.064110037108751
48,6.82870263582028,6.0960416097452885
49,6.829327422039969,6.127510807003157
50,6.846322311211043,6.113822589139058
51,6.756627815732815,6.097590690002236
52,6.776816079065852,6.058697144701472
53,6.700979728518431,6.0552807519531155
54,6.725026946562089,6.014879331904102
55,6.69662633569622,6.024254976030447
56,6.711927769087209,5.993815904569477
57,6.713399299799052,5.922066192350289
58,6.753178141793563,5.812308424277783
59,6.7213571194261155,5.79556381494509
60,6.694393791689062,5.766355446013251
61,6.694910425407786,5.521681839476173
62,6.7015664708547265,5.584806960274418
63,6.66750099676304,5.547526173379695
64,6.649763555242907,5.60538834682641
65,6.607473947792195,5.545121156232126
66,6.612580561987755,5.576720046521316
67,6.650086877579204,5.659015003414285
68,6.5821482927748045,5.671736839962841
69,6.511731775587845,5.68742664239159
70,6.472810987575024,5.682463601987474
71,6.4608267676858295,5.672569181922398
72,6.539428604387573,5.689264296333812
73,6.458867749115261,5.7503461054494425
74,6.579972667671775,5.7572943533366505
75,6.573986697979392,5.731631891282464
76,6.566928380953233,5.702550838016614
77,6.571977906605886,5.695814899390069
78,6.618228164985947,5.731405027473356
79,6.699128319497024,5.906407220006222
80,6.695427331530166,5.976090159977027
81,6.710868213960518,5.916645917103135
82,6.763999181582257,5.855813308055905
83,6.765686741736599,5.867530673925267
