,Eldoret,Mbale
0,6.597599092784352,6.345177196872746
1,6.529172917320767,6.368214610247294
2,6.542853543726102,6.3907332304326925
3,6.575399588706979,6.408623847474042
4,6.566243885146357,6.523607660487864
5,6.562791194386278,6.517100976959076
6,6.608343932460166,6.490642424291848
7,6.565447817194299,6.454689250657641
8,6.573465456687939,6.4774332427395285
9,6.489935121849543,6.482272895773473
10,6.455646589205966,6.39527238426644
11,6.394382903282803,6.388736192476026
12,6.2974354618860255,6.474834526055797
13,6.242893982776978,6.512793301594033
14,6.292614325884049,6.509919403873958
15,6.323245129490702,6.541251078496721
16,6.351516813718182,6.441994004612874
17,6.3927406716863295,6.327946247462975
18,6.387398856375553,6.306900945368628
19,6.427257504704034,6.419141635669155
20,6.48159495742286,6.468766141124965
21,6.618715381050426,6.503766816133705
22,6.596195810441369,6.503275976301969
23,6.58279703260344,6.541146258015762
24,6.634620509036087,6.76255386524853
25,6.642439167868435,6.816896839030441
26,6.688841229613597,6.867779438137442
27,6.690197077351437,6.861353697393771
28,6.735312768732915,6.856648166002482
29,6.732615095060159,6.845083920830362
30,6.831905765651529,6.745994329735111
31,6.690545688143479,6.627582076102239
32,6.693505028047079,6.529804686986427
33,6.642163593156939,6.527619245638013
34,6.637693422977616,6.528099966129934
35,6.632377649562559,6.523633227923906
36,6.63866360280412,6.55863096255904
37,6.61629104235757,6.620159360657688
38,6.649234530454639,6.437993100713827
39,6.630725493818413,6.259280911242251
40,6.6387771033736165,6.199612585745824
41,6.604964871670312,6.42589957911418
42,6.627477743147643,6.425946653131482
43,6.723849723317328,6.4220430143143945
44,6.742109040732414,6.424951546577268
45,6.733019947164562,6.413767803545446
46,6.785883385452971,6.420989997139264
47,6.744265597927602,6.420960528206205
48,6.730807116111072,6.416406543159853
49,6.701018483002359,6.411853508998498
50,6.688633892696131,6.406870323508568
51,6.695339231698333,6.397480079799721
52,6.589572339532062,6.395084587475855
53,6.585901899199114,6.3868037865875475
54,6.582430915839418,6.386170099468836
55,6.540337784534935,6.363062081996514
56,6.473177489950581,6.122466600550152
57,6.421041544792106,6.126039556495682
58,6.367348986724408,6.151915194625549
59,6.309279455127117,6.156908459543163
60,6.284368678675764,6.13979212908586
61,6.2793163966829475,6.124408154481436
62,6.300100662450232,6.123322182470887
63,6.3317383350390655,6.020651435457276
64,6.315544108809236,6.129583232279798
65,6.271993364470966,6.135021518959832
66,6.252926015396951,6.145259736017071
67,6.282559986496706,6.148032634165344
68,6.305925055153349,6.154407268815136
69,6.43036633939427,6.148796625712253
70,6.407574454727711,6.152141484668644
71,6.433428729692819,6.158207792230096
72,6.399875275589595,6.155978518190804
73,6.44589514813056,6.144588235748122
74,6.460883859100299,6.14072173954953
75,6.539691414987289,6.135026817087231
76,6.599507788191578,6.529444834379141
77,6.694449336342189,6.676752137039459
78,6.709907137480967,6.527554999426108
