,Eldoret,Mbale
0,7.2857998494089715,6.76639066194905
1,7.283754175849106,6.734175636730581
2,7.268272663216036,6.700888158736531
3,7.234668422408563,6.696305919925822
4,7.190784742349406,6.747314433444672
5,7.3201385438559,6.749458388940976
6,7.266137990754371,6.757988539003953
7,7.190476283175049,6.762637890145943
8,7.220061456829194,6.760519296438291
9,7.236925534430312,6.746150910424898
10,7.178430922655134,6.715923403879571
11,7.1787560885656685,6.676617289707049
12,7.17061455885785,6.676364356488018
13,7.176751038369032,6.6686852320788965
14,7.174175103668285,6.697623385329846
15,7.142981126328327,6.692853496253145
16,7.092497495215696,6.735580153255599
17,7.123941040198397,6.717010709988137
18,7.167429200577943,6.650901448410633
19,7.149434299939093,6.642807243899425
20,7.188697054769562,6.648837711772252
21,7.226764956153801,6.711791512623095
22,7.194643125527804,6.710872678054119
23,7.133786765819096,6.709960773684591
24,7.119817206790433,6.791406974447403
25,7.135657592303314,6.791408202813523
26,7.122766057873517,6.867779438137442
27,7.129516404338379,6.861353697393771
28,7.107086137384232,6.85805959884089
29,7.10337477888063,6.899838328598852
30,7.142399046183263,6.907855494294352
31,7.133447387611423,6.9176373326995755
32,7.143588825164313,6.92138527452351
33,7.166051730228648,6.787544980142807
34,7.122415109531602,6.787724085786558
35,7.073966588601332,6.836934715764452
36,7.1278277297889305,6.836416705240865
37,7.128627152671136,6.774140160250103
38,7.133004424352959,6.772632156253379
39,7.134606645231592,6.7690856058741335
40,7.104619739457457,6.757807827177755
41,7.127817524031642,6.733214621992752
42,7.1366826210159005,6.6702873847601545
43,7.164484422289458,6.669712408417967
44,7.163625857851087,6.673427278751277
45,7.125421961298002,6.750447961988804
46,7.097292353375164,6.813851933094103
47,7.134793783196345,6.812846378187989
48,7.098686659062667,6.808507341074157
49,7.083402306156786,6.803189271207565
50,7.037305883772062,6.800368015617292
51,7.052320563833304,6.867850748873399
52,7.070113474080583,6.864537404259304
53,7.049110485312021,6.8575456956748635
54,7.046443940947998,6.777732302408008
55,7.039414082395344,6.754796997292776
56,7.076632483010425,6.738691200772804
57,7.080427337668469,6.710208041436984
58,6.987595394574869,6.711795988525156
59,6.887283616649819,6.657572333049655
60,6.939034472097251,6.669982120033642
61,6.9347825102752045,6.684830719386799
62,6.954239228574494,6.622178441338406
63,6.9570499907613135,6.62735883092655
64,7.018760365676765,6.630387026869979
65,7.0449420854537905,6.6356833059358165
66,7.069501977025853,6.551343082166565
67,7.09537167081274,6.553497742273509
68,7.196801651993541,6.559872376923301
69,7.194447111880922,6.708808061526229
70,7.219553753093459,6.711231924548906
71,7.213096007448676,6.71678028325294
72,7.189065505169519,6.716636515704671
73,7.185099005964277,6.73196556785697
74,7.190242421622816,6.782866365657102
75,7.175409380811987,6.772208707220093
76,7.166807646515863,6.766029614012011
77,7.17829990127378,6.760818003799332
78,7.190075278754165,6.761816639324294
