,Kampala,Tororo
0,5.969865126935269,5.698550031947693
1,5.8855170059367845,5.742498963288706
2,5.958950814007155,5.784597426862376
3,5.955617794596877,5.780015188051667
4,5.9640798968472035,5.830460479927918
5,5.916258313000828,5.823459135165726
6,5.928847986257203,5.7949530233687225
7,6.000340059619703,5.847175087117204
8,5.998142305638953,5.844781203428712
9,5.986408941062014,5.831958815207664
10,6.059513895246804,5.916583787478151
11,6.206733056318419,6.052661965810316
12,6.178142286718774,6.048795584257324
13,5.931330274039128,6.044948372396227
14,5.971917235529052,6.038243067240719
15,6.038237994467524,6.03042545473073
16,6.135130873309249,6.012178564337852
17,6.18503626172917,6.052049976776908
18,6.245436340302469,6.267075515405949
19,6.303407971945689,6.287367104571401
20,6.426360802458954,6.338979123669129
21,6.424294917311788,6.422438596006496
22,6.46784330130732,6.46359099156879
23,6.438182518753147,6.463255465422941
24,6.456406483124705,6.456761407706958
25,6.433756537325549,6.453111980278505
26,6.444134157483775,6.449836239932684
27,6.411815898740327,6.442643362535587
28,6.6167693122360465,6.469031300719109
29,6.609154152421307,6.507661339637742
30,6.651157472929973,6.477932645340147
31,6.598349920832463,6.4453199176035705
32,6.528490626350559,6.278443357690105
33,6.122483898456167,5.800934381322347
34,6.177429919199405,5.873083414577452
35,6.219172051891497,6.11402732714971
36,6.221904564035328,6.116939383429103
37,6.21706955057843,6.055178433176196
38,6.260786644586643,6.051051941168544
39,6.25757878317172,6.018118854425363
40,6.0959569293486515,6.010220017711317
41,6.490122621510149,5.913630953654796
42,6.202083936018567,5.916797074292741
43,6.199259239942363,5.9109774673226845
44,6.20072944042185,6.039056534663201
45,6.085991273891787,6.027762768991995
46,6.093007630923488,6.036262135538013
47,6.091974649613189,6.091974649613189
48,6.110455785799122,6.113401296028878
49,6.083188164709767,6.123687526544533
50,6.079821860869233,6.0788112493633095
51,6.123893015909692,5.983165356414574
52,6.119565155834772,6.009249335412577
53,6.085738614760137,6.002530556671921
54,6.056185647326365,6.002289879121233
55,5.909885772883303,5.745752977828073
56,5.899323049235942,5.697583406584886
57,5.840267704300021,5.683569252393964
58,5.649097005083259,5.456911003318391
59,5.467431007872181,5.359217423231947
60,5.628345580121404,5.342731760733681
61,5.526399935507779,5.330285056581489
62,5.689119464595366,5.427338120575742
63,5.69957371962666,5.432864770555157
64,5.700318809555521,5.485091816319161
65,5.778881477414169,5.538205447338319
66,5.824251725093439,5.634743279049029
67,5.860350561713563,5.6372070103993535
68,5.798257397085895,5.642355403325902
69,5.789347754890795,5.715239782737073
70,5.865071969663276,5.7182428600650255
71,5.870525719778315,5.647990256047452
72,5.948900478153654,5.800345783830516
73,5.856292101256782,5.713946972747484
74,5.783783672336026,5.7100804765488915
75,5.841175693608735,5.739658169230076
76,5.9040897218658595,5.770226819210122
77,6.012072877856533,5.895328803332569
78,6.016729375660117,5.895835917589341
79,6.017236747212243,5.83863497152082
80,6.031614643169441,5.825704158979006
