,Lira,Gulu
0,6.284467475365949,6.281089093774321
1,6.326504178166685,6.28032944653131
2,6.403282379341532,6.405513693022968
3,6.441571359574251,6.519273661151749
4,6.511475288150438,6.550593704745909
5,6.543291845062377,6.6127555968902145
6,6.551180550355619,6.62002426828871
7,6.488903597652056,6.52673237592274
8,6.4923421122342475,6.529804686986427
9,6.064976322601498,6.094397799582862
10,6.0042340426459795,5.939917966176214
11,5.999496259519676,5.939080996020765
12,5.865483781999095,5.934222491583547
13,6.08201182847926,5.705650631037101
14,6.0794849756934335,5.8578693085572775
15,6.018118854425363,5.986789004284445
16,6.006939533632155,5.976920603642268
17,5.50906796558977,6.201313026106578
18,5.689458131748428,6.095423615148493
19,5.909176205953044,6.035469931277337
20,6.039056534663201,5.771605357997039
21,5.935872857592468,5.9995307093644445
22,5.97497381156673,6.036262135538013
23,6.03517053161397,6.0362326666049535
24,6.0610754770271384,6.0317232650146115
25,6.083188164709767,6.025080533902487
26,6.0788112493633095,6.02159335596944
27,5.966358238098193,6.011644827736443
28,6.009249335412577,6.009249335412577
29,6.000359003158413,6.002530556671921
30,5.970295975445936,5.999027233486417
31,5.636013349760887,5.919375761068152
32,5.730847500225399,5.608430701153913
33,5.647201608223089,5.615851078339013
34,5.455050537665471,5.641398737657507
35,5.359217423231947,5.647919383584474
36,5.342731760733681,5.58713531147474
37,5.330285056581489,5.328199550090468
38,5.521269940409946,5.329945477229976
39,5.529888746837217,5.331688361419905
40,5.530633836766078,5.437376343279495
41,5.538205447338319,5.439999923605536
42,5.604937151016327,5.453966124106448
43,5.550195633409724,5.349524937947573
44,5.55590159534988,5.356716232503921
45,5.638278741600945,5.175118084318262
46,5.64008961917941,4.953058665636901
47,5.647990256047452,4.951798933106279
48,5.72463396209482,4.769684157070914
49,5.713946972747484,4.760133801550239
50,5.669612526996045,5.09063649177608
51,5.70054703911345,5.150500702194178
52,5.770226819210122,5.326919357918798
53,5.895328803332569,5.423454266151022
54,5.925757597454391,5.833164810626566
55,5.869106555166567,5.833672182178691
56,5.8529673097373704,5.83803024778327
57,5.446748273117672,5.8509916339755135
58,5.3392864077869895,5.7088856027066575
59,5.39516466965004,5.674188679358706
60,5.446463486848908,5.673236806213697
61,5.623278259162909,5.703672152090274
62,5.530903736271644,5.55396900920264
63,5.615463893561765,5.694800635798286
64,5.616512989592131,5.695617170683403
65,5.614512657485514,5.696429779953402
66,5.437964891650919,5.437964891650919
67,5.613902240403721,5.480370847779199
68,5.696169394591656,5.48279563487325
69,5.431910892489655,5.529209803476454
70,5.481438839022584,5.528905376261507
