,Busia,Masindi
0,5.36207779532648,5.275479556124178
1,5.28363414666162,5.112551408384965
2,5.405565575822368,5.193232940612374
3,5.385648973011552,5.262470614036932
4,5.463674226384866,5.291061483717872
5,5.477292535162619,5.3013633293406315
6,5.460621755745066,5.360002190382771
7,5.532574725528885,5.384874158522637
8,5.50402977358301,5.385272553728783
9,5.534768200374164,5.488427863115462
10,5.637730380161156,5.501279277433299
11,5.616097471738887,5.500265656213766
12,5.6194157628448895,5.485513885498625
13,5.634434821290053,5.4884566541889885
14,5.469654946532747,5.453558019490573
15,5.456208999440352,5.35787309871949
16,5.4980504777480865,5.351244553914868
17,5.6144753223593185,5.47078410184427
18,5.574993019280119,5.462935610364402
19,5.571987744855858,5.445999762404194
20,5.665746161968274,5.546659148996874
21,5.61794312996396,5.552289159742523
22,5.6592902186260625,5.544493151148241
23,5.657481000326382,5.549632479119975
24,5.732630316712065,5.54674686835175
25,5.756137415357606,5.595701695395968
26,5.714467684831294,5.642371381028475
27,5.727483129399476,5.635845373847415
28,5.869151850657754,5.675177687462979
29,5.998561595793225,5.868849431235698
30,5.959988615736292,5.897916187093915
31,6.002421144032829,5.893859837756065
32,6.0187784503382575,5.886718728325191
33,6.03479995022846,5.959743895809117
34,6.074183924777686,6.00134660082542
35,5.659705617436055,6.005981854153889
36,5.528147641817006,5.535290529329386
37,5.460618596056998,5.312198590938724
38,5.439461623410591,5.368581761113166
39,5.525192317310887,5.368956130992608
40,5.5759271550088,5.41895718941226
41,5.540051507507869,5.3563303703594904
42,5.377670905866268,5.294200015198664
43,5.3681477670877875,5.280381673081202
44,5.2868257212315735,5.1520064984226215
45,5.198209393888956,5.074272492658195
46,5.28116832756406,5.074221723464717
47,5.241253311880692,5.078458177437094
48,5.240375499687569,5.068819317163852
49,5.223738293486406,5.074360892411804
50,5.209250741378117,5.149232731651864
51,5.3214082808323,5.146848729373835
52,5.237904403694265,5.139302426889725
53,5.161002682641719,5.132759470328324
54,5.157121502388198,5.126191201696839
55,5.17731166271308,5.123795709372973
56,5.136990672738601,5.116156585835759
57,5.163281848150364,5.111724038485514
58,5.123095675022673,5.093877129023532
59,5.136495948038006,5.072644476051474
60,5.123953464458541,5.067713746135665
61,4.710315988315033,4.544330850840772
62,4.709989476606838,4.492688200916857
63,4.674075600182032,4.478766847861266
64,4.677959870541799,4.464766650080757
65,4.630512510540956,4.491005807556552
66,4.653049207349539,4.516574038681002
67,4.897305151417043,4.641371777279842
68,4.981561429792054,4.752465479950549
69,5.031693897681903,4.760818943546503
70,5.035434103522495,4.853675768371139
71,5.042843827799949,4.86609331605545
72,5.111948931298989,4.942049894503591
73,5.131306897043219,4.946942438619464
74,5.145237330006572,5.033716055574165
75,5.326166783174299,5.23877496105929
76,5.281200919368427,5.227376269354647
77,5.315883093287069,5.223509773156054
78,5.49049406921397,5.303592620673194
79,5.6431166006786,5.5467516479293515
80,5.591947821337684,5.564680694997345
81,5.533806208512949,5.520292489346226
82,5.562437848935936,5.4791271644977835
83,5.638344808155095,5.539695727085255
