,Eldoret,Kisumu
0,7.169730221064618,6.869532808267993
1,7.169781299693236,7.0948717242901775
2,7.164037640079945,6.971540755244337
3,7.213918601103608,6.985564269076629
4,7.131450049086862,6.948897785174569
5,7.196708247217881,7.052557650725206
6,7.225408645736647,7.029015660711088
7,7.222308078134845,7.127171735792931
8,7.130526275226221,7.12976581891581
9,7.138484680465788,7.1224147628539
10,7.1147047574517055,6.948605509106668
11,7.185533179420099,7.029962044808549
12,7.217415203121175,6.942049186344503
13,7.104158571442934,7.02330041822715
14,7.112745547408739,7.024368132666589
15,7.063341996728399,6.930038420484859
16,7.0632233282827865,6.935362813960995
17,7.019906024598643,6.97714818876588
18,6.974265221590151,7.015977630384741
19,6.925373799331172,6.925373799331172
20,6.965220476545805,7.0049326700226935
21,7.041325323782217,6.9139463944523865
22,7.043914814405723,6.907881999214814
23,7.181657794867471,6.901072009491244
24,7.196991447154151,6.977555348687858
25,7.178063486739246,6.951801807191196
26,7.07928726505375,6.864325239480843
27,7.070244375107997,6.944582851879534
28,7.02606432745058,6.946053900229619
29,6.974234509413568,6.933799958360894
30,6.986230759292689,6.920344796109218
31,6.97335492459719,6.91492613158999
32,6.9945116326716015,6.989626425105552
33,7.058458358826259,6.919551459186373
34,7.018964189957595,6.624794310580699
35,7.039271507476763,6.521788702681593
36,7.010389588194085,6.613417721944589
37,6.993516699015331,6.51976849303224
38,6.976459410476465,6.448348150423448
39,6.9963301184651465,6.525969636655208
40,6.995046000138161,6.531391598571084
41,7.004158506677808,6.533283900695433
42,7.0053468530027905,6.53518460689575
43,7.0057085474795375,6.535069795951418
44,6.955571619226429,6.533681631450865
45,6.850505613971238,6.529735458374706
46,6.968037953216787,6.527071100501934
47,6.974104458361617,6.5179429944415945
48,7.011954858107188,6.628342258436647
49,6.982421298598462,6.513527283479417
50,7.0730694700285515,6.520622171571741
51,6.895963409774932,6.509924588244713
52,6.853034690300984,6.50303189297508
53,6.789481133242815,6.499456590757622
54,6.828998297479748,6.492168534934097
55,6.899877915621663,6.5545011970797775
56,6.91882058661167,6.607672225917502
57,6.948053198475381,6.490754626020756
58,6.86516405976562,6.357777820301539
59,6.919208477838197,6.364396705887956
60,6.8971242201142235,6.365316822954006
61,6.904797775974861,6.367348986724408
62,6.838662929643745,6.21427134449893
63,6.887277541529345,6.205865617187821
64,6.876305580516228,6.42328999752151
65,6.853637404309272,6.4912217731960355
66,6.853702869226978,6.360072958526515
67,6.86633979008729,6.360973165655985
68,6.817174982092692,6.479338798908584
69,6.794639098883614,6.475432421101839
70,6.792769087431823,6.474084062221822
71,6.834473981467844,6.473614665735585
72,6.841554553592427,6.4769465579129
73,6.870297936691901,6.342045789938428
74,6.848669086705626,6.485114874213098
75,6.840555289988827,6.47743350993547
76,6.89335353905524,6.47229517285478
77,6.901152889403155,6.462133078500731
78,6.92618209130074,6.456960017389824
79,6.949464752589954,6.668356660830271
80,6.974642576299176,6.724805798822783
81,6.991319596919153,6.672684426990359
82,6.994389141417234,6.669688502111016
83,7.036000918758519,6.555150291213322
84,6.974667010432691,6.600419154865418
85,6.906071818556762,6.643727192545296
86,6.9755659902614235,6.698282486866792
87,6.974806897716756,6.750014843419091
88,6.971849772522331,6.740048158465007
89,6.971657374598371,6.740237913980303
90,6.967801226486054,6.73904356075301
91,6.938396168542174,6.739406991651777
92,6.974027477633943,6.7419473163533254
93,6.970485302343937,6.73514210205663
