,Mulindi,Kabale
0,6.150907484151605,6.245093738315764
1,6.121995058423815,6.244611863435965
2,6.1170602156771245,6.244129756240817
3,6.067845518050618,6.290840811817658
4,6.047620469251302,6.335510487932264
5,6.086493204493299,6.458665762001333
6,6.098340079556203,6.4598407767644135
7,6.053082526414337,6.492454347237289
8,6.0619013872912175,6.425919167733366
9,6.038102176969498,6.354639508664222
10,6.050592344391332,6.3423650638364535
11,6.071315740003134,6.34441741631386
12,6.066462394512732,6.291832386836424
13,6.05481602023436,6.339535338035108
14,6.063518644219073,6.382294700216961
15,6.2852417543759955,6.467965152994443
16,6.30139538940169,6.414181357272133
17,6.297856884994962,6.302417093230934
18,6.263490237593637,6.251481361137323
19,6.267631224141392,6.207215127482271
20,6.261333239759951,6.238087458923326
21,6.256186273341235,6.300679198581584
22,6.235571704574938,6.336743874901613
23,6.22783468971367,6.381474639167245
24,6.208062044527821,6.422831340097386
25,6.1410310601783555,6.46664849389813
26,6.154353587295888,6.455947855982674
27,6.152237509433833,6.5211481450910345
28,6.148768871707904,6.519273661151749
29,6.1506475619085075,6.533179527179248
30,6.163897853378675,6.561115359539761
31,6.179008306954575,6.439371961912164
32,6.168481706982094,6.316562773470521
33,5.992423069182094,6.228681848131042
34,5.9911711151091325,6.2275476341741385
35,5.972718688585244,6.2522058494301955
36,5.914101551669513,6.296348883943665
37,5.902974179473444,6.316891171599328
38,5.917356621974669,6.333665642475285
39,6.017697763683958,6.353310013483789
40,6.018059196986646,6.472511545969356
41,6.023433832963062,6.336188120751575
42,6.022687994269765,6.198601772751202
43,6.018778121855658,6.038294627353539
44,6.006677601907663,6.035469931277337
45,5.988870920090783,6.151894311212729
46,5.816019616071534,6.191351789549613
47,5.829118640846597,6.246154798373506
48,6.031488824801207,5.97381503703652
49,6.061347230736669,6.060041885203856
50,6.073198606388511,6.027215006431119
51,6.054728568936988,6.0788112493633095
52,6.1257312872435286,6.223056765030007
53,6.110992729647756,5.8852374373691445
54,6.177304906898411,5.939870241677762
55,6.107796089903599,5.938402611669982
56,5.907532656485393,5.776184095030613
57,5.8414794117826725,5.764174699686736
58,5.8121156864514765,5.727256125820995
59,5.8010580659399,5.71029759625086
60,5.768643518576133,5.841110680347479
61,5.787177696524346,5.834065058504329
62,5.80556426669128,5.839586949853373
63,5.836566232398598,5.84284145138766
64,5.899585492897094,5.846090227107619
65,6.0198904644974585,5.63319648833073
66,6.053509975829879,5.454885453605399
67,6.03999168241704,5.928502556059598
68,6.054547407216103,5.791989764353634
69,5.926431724741902,5.8993816846099305
70,6.04425569494536,5.870525719778315
71,6.018584016222861,6.050212405285479
72,6.022474167540506,6.091645816477923
73,6.009842647209202,6.1388784210552405
74,6.0488759929578295,6.181882234368736
75,6.015024412402308,6.345259344147123
76,6.030397839248848,6.346463948273922
77,6.010214091253079,6.261581745912932
78,6.018888976373797,6.262089117465058
79,5.9794869350526705,6.276203483260201
80,5.959979437109077,6.276877114966187
81,5.8990641707870335,6.277290899884929
82,5.935280920583276,6.320608783510682
83,5.914348084729251,6.360570016908222
84,5.945441476578547,6.357430065966747
85,5.935018787939712,6.352150919458905
