,Kigali,Ngozi
0,6.061243699318592,6.274015287068532
1,6.043174239652624,6.369134044251951
2,6.058110932608352,6.276161683759354
3,6.053366294244605,6.364820103532932
4,5.998734630366377,6.367989462999362
5,5.981490674658081,6.363567750828419
6,6.034597241576024,6.358082072153762
7,6.034166389744794,6.261654122552297
8,6.02454403925959,6.245282409995431
9,5.992748444636009,6.2384095299604425
10,6.008842541881721,6.230014936380357
11,6.001054548740154,6.228869104423331
12,6.008996363851821,6.313681937899138
13,6.023010932408279,6.233045042035486
14,6.040777869158783,6.141727443695866
15,6.039446517702006,6.146922782984865
16,6.087828339367025,6.0467499218923075
17,6.063056437291688,6.052198560566379
18,6.056438143849156,6.013160074860922
19,6.026183318279003,6.000084065035526
20,5.5909322845309815,5.9354275585128615
21,5.56188544772143,5.804897977400199
22,5.527471364087863,5.801812236955429
23,5.481561363473918,5.798297296527306
24,5.533698171898602,5.547036430877266
25,5.542255412020562,5.461644335296973
26,5.299068563155487,5.56306778546031
27,5.4004775693977205,5.471353148921878
28,5.410059494532649,5.572823964055831
29,5.401591898315803,5.5777379765123305
30,5.294859172355196,5.486095427777976
31,5.297555326502216,5.6607107800765375
32,5.293802470598628,5.767163274813551
33,5.011338800119288,5.768670592030551
34,5.016584576725163,5.917726034587793
35,5.019270622315193,6.19468502525166
36,5.358025545490209,6.18781457811301
37,5.378568351802099,5.7636072881951055
38,5.4321067001287755,5.800746835144563
39,5.447376625642572,6.053106908196236
40,5.404819464612802,6.130679026381403
41,5.5279841892923836,6.133839127518489
42,5.528546908354297,5.718906462967478
43,5.39301627935272,5.88163779480016
44,5.392037115288017,5.473115000427939
45,5.491974740817798,5.35788509881904
46,5.4842071371710155,5.3466568286844325
47,5.545228445913004,5.344411151746888
48,5.484686965020713,5.545029386719342
49,5.465558602968684,5.3552366962848295
50,5.4659518672576795,5.471423843348001
51,5.462922414617662,5.652946199520379
52,5.577731186615705,5.797853100168331
53,5.7740598272866634,5.98489248111995
54,5.704422129605038,6.0364631851751085
55,5.600975532047153,6.027916161448381
56,5.655936394577584,6.023196326604239
57,5.652093666591089,6.221461981588034
58,5.628961640182937,6.296980019745178
59,5.675344356218087,6.290350690181669
60,5.9109087142332,6.283723763877686
61,5.951268432827086,6.277910584176898
62,5.940914398557166,6.34282247703065
63,5.872141104413873,6.259648676664725
64,5.815964772281768,6.166593108832996
65,5.583922367286838,6.203994501084597
66,5.514490722865772,5.662329938968816
