,Masindi,Kasese
0,5.749321675046353,6.24103450985885
1,5.744222189877199,6.23443811228408
2,5.768514838364622,6.259702368792369
3,5.767067917751043,6.259461232390936
4,5.7556450336796825,6.19336299942745
5,5.76003831041583,6.198802832593043
6,5.75827196051943,6.196332546877046
7,5.745138005155248,6.1826058443495855
8,5.746732172140972,6.182094873305326
9,5.742253776773199,6.17864404255835
10,5.742379355806811,6.1752025491778495
11,6.0443917344748135,6.169816863283081
12,6.0388009473109765,6.163931282404215
13,6.03042545473073,6.158550100342805
14,6.012178564337852,6.137140924237273
15,5.9908120879316105,6.1164181836843134
16,5.957754267850688,6.194143045914918
17,5.9505543844603475,6.1881343478947315
18,5.959831323878339,6.187921299127874
19,5.953697640081862,6.187708295741125
20,6.048198643118658,6.19883111392946
21,6.124489577113207,6.2314759892196685
22,6.121292687066978,6.200955643093525
23,6.1151308672858455,6.09914651097741
24,6.354883688438217,6.13484572968216
25,6.3454359953062385,6.103526461190315
26,6.354372984576003,6.215155640961727
27,6.226266351540886,6.225378646200745
28,6.124503715111705,6.226016364544902
29,6.122483898456167,6.228437709889332
30,6.322586646191995,6.229377816873995
31,6.3185081821123745,6.22409046109107
32,6.317699905974179,6.22066563825476
33,6.3089287205934035,6.213780602210712
34,6.159197452685268,6.280316604863661
35,6.09294639019578,6.246378937137598
36,6.096754435110813,6.199506340881629
37,6.096423615231827,6.151358447078277
38,6.0930990441139725,6.0930990441139725
39,5.694091677996334,6.039056534663201
40,5.680526165783623,5.763362171362772
41,5.842409381144868,5.842409381144868
42,5.839799265618317,5.8423799122118085
43,5.839995909933781,5.807282233814959
44,5.566226000180676,5.61053185190278
45,5.563709162228571,5.563709162228571
46,5.5458622527665895,5.636013349760887
47,5.524629599794531,5.524629599794531
48,5.6625158431961315,5.383910988895467
49,5.5559317625192515,5.453186604227408
50,5.558402786077907,5.176079206531437
51,5.5407693909168145,5.628345580121404
52,5.533225900578179,5.693190550270857
53,5.832803228683907,5.7981176706960165
54,5.839586949853373,5.902868399800893
55,5.84284145138766,5.77411707231741
56,5.848587107306206,5.491199404962388
57,5.8569590430692235,5.8569590430692235
58,5.349524937947573,5.860350561713563
59,5.356716232503921,5.724754935092968
60,5.347515002611756,5.858340626377746
61,5.3544504483574284,5.957985470227687
62,5.361320841910057,5.978801689396265
63,5.560130248617659,5.96338541107502
64,5.547922489204874,5.920523449914592
65,5.544055993006281,6.033927825468742
66,5.533492954450284,6.028024938730174
67,5.528341086086172,6.074351221965816
68,5.519785375089453,6.014149721801372
69,5.688915201782019,6.071123447725916
70,5.6922920157620975,6.215646277211257
71,5.705720210627866,6.096919741577207
