,Ruhengeri,Rubavu
0,5.820826850835738,5.651750520791804
1,5.882635601941433,5.649020750759928
2,5.877459274311107,5.734632339712776
3,5.783709938631334,6.018454861127589
4,5.771307253815568,6.006843991760561
5,5.758748808539532,5.760794496262825
6,5.749359274202527,5.749359274202527
7,5.748888479187723,5.751609569302084
8,5.745864548335489,5.74518311730401
9,5.742168303048542,5.89075283403888
10,5.896988466668348,5.899918442394678
11,5.902075447499354,5.930995913042221
12,5.90847120073121,5.984085323282617
13,5.909609747127564,5.9242170766792706
14,5.907674470471145,5.870432929539245
15,5.352890014635128,5.996039937277953
16,5.576571269155546,5.992348544630131
17,5.572610923236017,5.989566770759652
18,5.657981515716713,5.9663437934060335
19,5.8024266553006925,5.94885528903404
20,5.79558037972506,5.964998531683107
21,5.8770732642505985,5.877659946578954
22,5.8797785777764275,5.672550481768117
23,5.888558694303065,5.7138634852441745
24,5.902518315739796,5.568306773757408
25,5.571507339385583,5.71917618161065
26,5.570072281113154,5.753511781008449
27,5.5703137274502375,5.78401688498536
28,5.446643050963132,5.813493322943517
29,5.39362695989835,5.593391776142832
30,5.226505346913041,5.468670580540359
31,5.21888317334266,5.506565245794442
32,5.209444807921487,5.497126880373267
33,5.169102939642798,5.52577788358153
34,5.302409381441243,5.521324596645931
35,5.386743758941939,5.520275151566461
36,5.393635719744837,5.56039275999768
37,5.5153510240897505,5.142064814345821
38,5.404346046175641,5.307103498620262
39,5.212594957636131,5.69774156698443
40,5.141937138118678,5.22622286083673
41,5.1392737720522765,5.301290062685486
42,5.347775083481243,5.244679574454269
43,5.293802470598628,5.130268827670307
44,5.299020872571068,5.011338800119288
45,5.083275951223835,5.140733006248622
46,5.085961996813865,5.197753402801982
47,5.251980332784065,5.228884617989416
48,5.281033476975662,5.35609549595004
49,5.313842779635041,5.360362795269934
50,5.322465976061956,5.368595747789457
51,5.255925038674372,5.384858722050264
52,5.202292790873619,5.446045746453948
53,5.261626827350946,5.489326195201016
54,5.295327034191545,5.39301627935272
55,5.422927602307355,5.280119199084031
56,5.359956589339543,5.452329909470558
57,5.444418887112604,5.444418887112604
58,5.478250628743873,5.476472850497874
59,5.465165493275693,5.465165493275693
60,5.465558602968684,5.544773838522187
61,5.504621008416834,5.5418503501851895
62,5.548958411605434,5.575094213106259
