,Kigali,Ngozi
0,6.1758568031995535,6.102116937636919
1,6.09073394414007,6.028834720029062
2,6.132622644058208,5.92122619419895
3,6.195723984372353,5.930182834374392
4,6.1679370760627785,5.997301919080965
5,6.174606262183899,6.080085279967258
6,6.031654838352989,6.005313902082904
7,6.180116624955396,5.933500328882644
8,6.193356329019902,5.928901748804555
9,6.156871420733855,5.832381726287005
10,6.178700655037468,5.826894749932891
11,6.172196157513219,5.993810719415189
12,6.208600841072602,5.913976592287441
13,5.864419716163516,5.749577396731779
14,5.8467961771826085,5.835119156857294
15,5.834357034290819,5.908513281514768
16,5.804320609309632,5.906778490054323
17,5.8456306081203815,5.91138181063483
18,5.839603705507034,5.914724628175666
19,5.8259096205406555,6.0463516042297485
20,5.813412032967254,6.1562859289462635
21,5.868805144568038,6.143269121689526
22,6.068554512281822,6.239638643431095
23,6.115875193731333,6.275433053710585
24,6.070204060158513,6.26880949077588
25,5.979594349313185,6.233048551417794
26,5.941639031825922,6.291324244122646
27,5.892688402286606,6.190009375416296
28,5.928026044208325,6.080106540280961
29,5.927277427193226,6.083595854626639
30,5.90822561402794,6.278549747862325
31,5.9270485334741485,6.277044715576592
32,5.9172184276019175,6.265595796077003
33,5.9154805752237865,6.281201403477482
34,5.897768282533173,6.075748554299915
35,5.89938549465219,6.077610732578964
36,5.915727360489298,5.89961513316127
37,5.884104104839399,6.018392984072269
38,5.900033324337312,5.95475143657423
39,6.108676798474456,6.059859588631684
40,6.1067956465374875,6.149972230191106
41,6.083262452176841,6.143099350156119
42,6.0973959392231665,6.229229698805654
43,6.098276775016104,6.228869104423331
44,6.121226127128531,6.229294545621591
45,6.131955303488407,6.319924866041962
46,6.137087596869932,6.237235662910681
47,6.135424222444101,6.243342928811339
48,6.147040198998871,6.24830284061415
49,6.1678032677507515,6.254981189231674
50,6.1353745693079285,5.93648210791234
51,6.120536102127001,5.93868912606712
52,6.070197103384754,5.871986130189663
53,6.188511945939813,5.872393469021647
54,6.220618544647809,5.801812236955429
55,6.121278000307929,5.865792788148753
56,6.194666454094312,5.719727094610259
57,6.114390555628879,5.643382971643061
58,6.107145710389409,5.5646538286159455
59,6.096527509615628,5.567933976927659
60,5.95832567966896,5.739145179503344
61,5.948951265414249,5.883119626063513
62,5.859684103370586,5.8892268125399205
63,5.704450027419975,5.676875716929893
64,5.699985711592233,5.767163274813551
65,5.7073554231071855,5.768670592030551
66,5.7126011997130615,5.917726034587793
67,5.712417802875138,5.908180115972894
68,5.709347378025289,5.968201480598184
69,5.712150413001078,5.9068882957854605
70,5.7685789367499885,5.9068882957854605
71,5.806321718115843,6.024504345490049
72,5.714974392916642,6.018907569523006
73,5.778715697125422,5.898069736281122
74,5.919927276580723,5.901934983382253
75,5.70804380569503,5.894725429555528
76,5.68850401729553,6.111845806410822
77,5.827942054429041,6.105520464663054
78,5.95376740573558,6.092602194811349
79,5.997213569656061,6.090356517873804
80,5.936512306067896,6.090018822849641
81,6.052946940839047,6.15223723321203
82,6.0493481838585055,6.081504425209332
83,6.049909399349216,5.994140488272787
84,5.987330973901516,5.993078061798194
85,5.920573517390914,5.9889936469020695
86,5.909532339899531,5.98489248111995
87,5.896794022252494,6.188880762315532
88,5.80823603718836,6.229324184132877
89,5.877369081488164,6.224975055420751
90,5.831095324675373,6.222292891482121
91,5.812233767390674,6.296980019745178
92,5.7913432700809695,6.372406304816314
93,5.851939667113648,6.363647938984261
94,5.905235201021111,6.357064639876909
95,5.82235466383261,6.389081600412562
96,5.826678730337116,6.340049102102762
97,5.816547353131335,6.333582167648364
98,5.686363172841329,6.278795714167296
99,5.65707543746273,6.2274859072798545
