,Masindi,Gulu
0,6.569405482771316,6.63742557096418
1,6.5664279873774465,6.6359067418606585
2,6.597569785439308,6.633104990735414
3,6.590755438475138,6.7202750991338664
4,6.586698709388025,6.777820977917114
5,6.578006596294953,6.849112839658562
6,6.5860404154731125,6.856444448949938
7,6.591907192610265,6.628769372175225
8,6.451292870809253,6.530132932517029
9,6.41053682201548,6.430361259800325
10,6.527440987522891,6.278759872152746
11,6.525614734516767,6.444196397275872
12,6.592977142183737,6.445048115349538
13,6.586298810232551,6.7012076907590705
14,6.5810939443545005,6.771612268352634
15,6.259280911242251,6.429339374104147
16,6.247240634735078,6.601155528620824
17,6.100754440444159,6.605574040149937
18,6.096423615231827,6.425587134882059
19,6.0930990441139725,6.42168310788618
20,6.201628316886867,6.425310806505688
21,6.191351789549613,6.413767803545446
22,6.534912024138188,6.498138346786436
23,6.534237601941882,6.498108877853377
24,6.530562443900234,6.495055755443325
25,6.487981003885049,6.488653272817931
26,6.519704661279193,6.588220298977612
27,6.511175804934666,6.5795568685102115
28,6.510090070492864,6.577161376186345
29,6.536089306104479,6.569248427879165
30,5.804871219045459,6.568245077541285
31,5.787024309583478,6.369104396452477
32,6.012823423100325,6.118613031234162
33,6.010643726556405,6.137446524289059
34,5.866086690823091,6.151915194625549
35,6.050321702162092,6.156908459543163
36,6.0338106882295675,6.14165259473878
37,6.022390027562991,6.347928282715931
38,6.014703821464067,6.348919599603384
39,6.020651435457276,6.349909934754797
40,6.023490766989252,6.13052352383944
41,6.27462060814678,6.135021518959832
42,6.094844876120637,6.145259736017071
43,6.042672118507518,6.148032634165344
44,6.049863413063866,6.154407268815136
45,6.194812862998959,6.152356520387329
46,6.373813365371398,6.150301557746637
47,6.382810133007966,6.382081004284449
48,6.456353417441004,6.379122069505014
49,6.368100043372883,6.368100043372883
50,6.364233547174291,6.363496898890518
51,6.469124069085033,6.533084483917533
52,6.530685529327375,6.53006537426874
53,6.558233536804122,6.6778210842283645
54,6.790396932878082,6.681528201215808
55,6.5634534959184165,6.526819362738636
56,6.511285099155636,6.514317118592487
57,6.544138814535459,6.475844267099233
58,6.473830705681163,6.436542764043963
59,6.624670775981141,6.624110394907356
60,6.639834839297474,6.639283419377243
61,6.6941109837239425,6.635017531270527
62,6.536425601873741,6.597910685524423
63,6.532366059267259,6.596293146573491
64,6.531583465061057,6.624782415679608
65,6.626113569163994,6.627221602518357
66,6.690208244650055,6.537183057344531
67,6.685214353074378,6.5939690076751125
68,6.686768439199186,6.628322432060773
69,6.714465483849453,6.686757195071878
70,6.715172690509349,6.700915829884485
