,Kampala,Tororo
0,5.470728347419592,5.380096300829159
1,5.458969852156508,5.440210694952086
2,5.460547710239721,5.496915354410596
3,5.456993749154578,5.4923331155998865
4,5.428510313927199,5.745240071819211
5,5.430104293642521,5.709080380694847
6,5.595170821967687,5.549749753989781
7,5.611889148977269,5.558112752196465
8,5.612619207362562,5.558939057898939
9,5.911840245564505,5.831958815207664
10,5.6792556011719855,5.832478206686689
11,5.54276441635688,5.423705056340891
12,5.534623610463989,5.422411619857062
13,5.533937237081611,5.4159222635835285
14,5.58418308839212,5.494131465841262
15,5.633328596293082,5.519599830964739
16,5.653388594799817,5.552361780399109
17,5.7656386678618405,5.580410132276577
18,5.733866391976621,5.5540732815360245
19,5.728602018516291,5.544493151148241
20,5.735801902138559,5.554071012816001
21,5.731147736751843,5.72891973731553
22,5.7298585308937655,5.726895565763109
23,5.730052415847992,5.72931576756422
24,5.726010375083201,5.722318971851242
25,5.720502665874353,5.719024469005042
26,5.811989948718504,5.790922231014981
27,5.790089578940895,5.863462419105324
28,5.958899158256917,5.910368925640306
29,6.102029828334253,5.952030943892073
30,6.109099196459389,5.9926827055215375
31,6.033060576314948,5.939471197107332
32,5.798513035977917,5.801237833304102
33,5.676134973936596,5.251160858481973
34,5.719883455785202,5.429487677461824
35,5.623736305825427,5.425681877812573
36,5.528757383475383,5.423792202869158
37,5.6189089775824845,5.414996788196163
38,5.7011708566512205,5.442816399293959
39,5.5896642280924995,5.411983050855047
40,5.600378535003355,5.398793679133816
41,5.4036072545508675,5.283441623247333
42,5.508936755458621,5.286242743374279
43,5.400951363887112,5.28116832756406
44,5.405414085303052,5.287132917631387
45,5.341019025467256,5.277331206209998
46,5.398856937986302,5.378572266814796
47,5.398827469053243,5.402835490450782
48,5.501201391272897,5.396443466775215
49,5.331933353342541,5.390040984149822
50,5.3284461754094945,5.2688916446529035
51,5.320655145316519,5.050067506224038
52,5.37278049187107,5.123795709372973
53,5.307211822598467,5.116156585835759
54,5.245255431110037,5.114366047948352
55,5.225047245462376,5.093877129023532
56,4.918493796224216,4.736172239430261
57,4.922703897779067,4.726270496792432
58,5.235160533260355,4.767474402154981
59,5.110232640733851,4.770614098423273
60,5.090235997406944,4.751633834527906
61,4.840078720018234,4.743747611079802
62,4.734190940015797,4.514828111541494
63,4.743484072790689,4.530625792136653
64,4.837486656206132,4.74422916271955
65,4.929799495233464,4.8450582667783735
66,5.097291180167716,4.943140500340458
67,5.098210509666667,4.944059829839408
68,4.949208222765956,4.7681129076952455
69,5.167659538312995,5.019239533194721
70,5.267067944995011,5.131306897043219
71,5.302970958847781,5.145237330006572
72,5.359091567870766,5.300741684808489
73,5.344647141107389,5.289896626335981
74,5.340780644908796,5.223509773156054
75,5.3849382601271465,5.273482819201824
76,5.40823271379379,5.271703635316351
77,5.864484127981471,5.760461405165304
78,5.834407818866163,5.691784644209972
79,5.867905353820933,5.866702707855173
80,5.700038377160435,5.45602325136114
