,Tororo,Busia
0,6.185519821966424,6.128824478289879
1,6.073898430220707,6.145411064028589
2,6.068477088366464,6.16172701769957
3,6.060260250682779,6.029193081171234
4,5.990600297611413,6.038767426445918
5,5.984066945929966,6.047635426324382
6,6.003388257527522,6.064265506029456
7,6.077143615658899,6.1277195972409695
8,6.019229611621754,6.072012873325774
9,5.957754267850688,6.053064447655013
10,5.992409450916572,6.040541068613632
11,6.310628435613145,6.170337898271727
12,6.316157340665454,6.01459182757544
13,6.125979730139825,5.852293004104387
14,5.761986482247964,5.850179194283425
15,5.798048228634538,5.909813344777106
16,5.866523058369317,5.9126371474713375
17,5.865483781999095,5.93184719355464
18,5.858104237907202,5.877032247792721
19,5.829480305294592,5.797562702326286
20,5.779707830980365,5.822725216064055
21,5.767369358556267,5.758281564449163
22,5.690036036952649,5.730587114417018
23,5.692456634744684,5.67509115495089
24,5.689631938668482,5.719617573288181
25,5.76750807297175,5.842409381144868
26,5.805630370003067,5.844953916206982
27,5.834827939775338,5.891374481824263
28,5.832449607449671,5.935735433566636
29,5.8717161869195635,5.9540524735802
30,5.9515600169992435,6.074426947692899
31,6.0114068335525985,6.072031455369033
32,6.030339835370349,6.065576641469793
33,6.102425039976394,6.110252868596641
34,6.038338737864384,6.04469993356747
35,5.798226932364573,5.97454647047353
36,5.769091425832126,5.925581288012556
37,5.722985847182417,5.922490361754386
38,5.724427269620517,5.914221256944892
39,5.71029759625086,5.9058832035014115
40,5.823455745108759,5.969943552190448
41,5.896394331465438,6.0168068716608465
42,5.9646022840716135,6.020651435457276
43,5.995917440085153,6.084361482076278
44,6.028411783901574,6.094901525170407
45,6.039693056045557,6.113211752990712
46,6.042672118507518,6.102570260088587
47,6.0478205114340655,6.118856284550818
48,6.125441991129507,6.17522185352179
49,6.150301557746637,6.250121893028848
50,6.208040165977971,6.289684155018482
51,6.251620427969974,6.309607685620324
52,6.241069669764819,6.3144009428503685
53,6.25870937878719,6.289332239001173
54,6.350019156170734,6.450456860365343
55,6.407463052176407,6.446663549166113
56,6.523314215617287,6.442855793948987
