,Masindi,Kampala
0,6.465225239159982,6.549089386259069
1,6.455271570344619,6.57731738494635
2,6.458589092132568,6.508516266089075
3,6.492322866350689,6.5350117303239434
4,6.679165800083002,6.671906240070198
5,6.679861549024396,6.609243981810443
6,6.676941645377108,6.518885743973179
7,6.702156046269875,6.551381020928636
8,6.7014573486616476,6.590888743798449
9,6.696148575961132,6.615933575438553
10,6.689633670863659,6.429005350510378
11,6.497408484717015,6.477066337580395
12,6.482272895773473,6.415933580826795
13,6.506644149537146,6.41956825017436
14,6.523361731526907,6.413894752112181
15,6.523105074728996,6.5409626921290025
16,6.593452490785948,6.556107830249778
17,6.588568383098891,6.608326833396764
18,6.501129119006803,6.577396609166684
19,6.47904873424721,6.398114045424532
20,6.279218116108922,6.381882860752918
21,6.300161239991715,6.434986174328529
22,6.420259995524769,6.500073397992073
23,6.429318290751434,6.509105407369265
24,6.422438596006496,6.612564378292032
25,6.502437728059688,6.61245173027075
26,6.576508348170308,6.607299149439882
27,6.569405482771316,6.745817624305464
28,6.5664279873774465,6.774305041813348
29,6.597569785439308,6.8258503343514345
30,6.590755438475138,6.821446658547321
31,6.586698709388025,6.829929019268972
32,6.578006596294953,6.822144105081133
33,6.5860404154731125,6.487855737885357
34,6.591907192610265,6.424615244241879
35,6.451292870809253,6.357738960360644
36,6.41053682201548,6.4321771310093
37,6.527440987522891,6.471522643595779
38,6.525614734516767,6.467893350509074
39,6.592977142183737,6.474676016540806
40,6.586298810232551,6.498616292278132
41,6.5810939443545005,6.618651356660965
42,6.259280911242251,6.606987185198222
43,6.247240634735078,6.390068687798257
44,6.100754440444159,6.372593103411213
45,6.096423615231827,6.297843655052759
46,6.0930990441139725,6.337612621164375
47,6.201628316886867,6.404257397307855
48,6.191351789549613,6.393921507173515
49,6.534912024138188,6.420267192626407
50,6.534237601941882,6.440989810081778
51,6.530562443900234,6.563914749160479
52,6.487981003885049,6.597736688584924
53,6.519704661279193,6.604789438391978
54,6.511175804934666,6.719797648914258
55,6.510090070492864,6.724293251975721
56,6.536089306104479,6.70807347665705
57,5.804871219045459,6.376134705826333
58,5.787024309583478,6.141810678834342
59,6.012823423100325,6.154170225733569
60,6.010643726556405,6.134606957780981
61,5.866086690823091,6.128450955290582
62,6.050321702162092,6.131779170741259
63,6.0338106882295675,6.115762704359025
64,6.022390027562991,6.22424496797063
65,6.014703821464067,6.2386891236697295
66,6.020651435457276,6.288082666972602
67,6.023490766989252,6.223781017326023
68,6.27462060814678,6.138293314353324
69,6.094844876120637,6.146186949806263
70,6.042672118507518,6.148032634165344
71,6.049863413063866,6.154407268815136
72,6.194812862998959,6.309652122611329
73,6.373813365371398,6.373813365371398
74,6.382810133007966,6.418604935085321
75,6.456353417441004,6.446507810833791
76,6.368100043372883,6.445987944428703
77,6.364233547174291,6.546800532856457
78,6.469124069085033,6.596983860325174
79,6.530685529327375,6.611633926220768
80,6.558233536804122,6.664647080013183
81,6.790396932878082,6.64740628814655
82,6.5634534959184165,6.466583346997119
83,6.511285099155636,6.547946551878453
84,6.5223567013969665,6.569583061182738
85,6.544138814535459,6.611500364290326
86,6.473830705681163,6.621799854164206
87,6.624670775981141,6.712568781274962
88,6.639834839297474,6.737947543206125
89,6.6941109837239425,6.716804066874644
90,6.536425601873741,6.7156937211808065
91,6.532366059267259,6.596293146573491
92,6.531583465061057,6.658683967355289
93,6.626113569163994,6.71414069027346
94,6.690208244650055,6.704143954047514
95,6.685214353074378,6.689903082685284
96,6.686768439199186,6.714505194170786
97,6.714465483849453,6.768159739774541
98,6.715172690509349,6.769293127329221
