,Gulu,Lira
0,6.63742557096418,6.4792184918078
1,6.625600136841905,6.464056484933999
2,6.338173697093758,6.293222309231491
3,6.338144228160699,5.9749443426336715
4,6.334189133650629,5.972560340355643
5,6.328661192422065,6.083188164709767
6,6.3241534924474,6.0788112493633095
7,6.397480079799721,6.040385496744466
8,6.395084587475855,5.9491645246753775
9,6.463545973425051,5.939870241677762
10,6.463021557568308,5.873864090532411
11,6.0904178869092735,5.714366664007403
12,5.90172401077348,5.697583406584886
13,6.127949776751802,5.758102304256531
14,6.151915194625549,5.649097005083259
15,6.156908459543163,5.800758587813922
16,6.187961368056826,5.784712081816943
17,6.264743092411093,5.841110680347479
18,6.265258625769529,5.834065058504329
19,6.265773893490261,5.839586949853373
20,6.1314629320813765,5.703204814444655
21,6.135021518959832,5.6229466757934095
22,6.145259736017071,5.634743279049029
23,6.148032634165344,5.71724971807289
24,6.154407268815136,5.721926078892491
25,6.152356520387329,5.922879147515317
26,6.150301557746637,5.9865902808093505
27,6.2984456606870545,5.902844511033482
28,6.297009093784002,6.155978518190804
29,6.32752347774084,6.039841405289059
30,6.281364069351996,6.14072173954953
31,6.292598102802026,6.228322221193214
32,6.387632373995921,6.308781135544713
33,6.458941931700612,6.341989667879001
34,6.458118373771679,6.304411448111898
35,6.526819362738636,6.262089117465058
36,6.488158192463406,6.2361818089107155
37,6.3623061357761745,6.281407734633152
38,6.254763800860716,6.032433588346935
39,6.299894579123119,6.322884097347818
40,6.320415923684844,6.320415923684844
41,6.317186185290163,6.134103882928899
42,6.310992846965398,6.262470026735534
43,6.3086110741217105,6.266450263297433
44,6.3081346168432395,6.267630637908428
45,6.265630305801811,6.221756494410192
46,6.270083188131205,6.0267611477543905
47,6.265814485503979,6.020383092631721
48,6.267141017278518,6.022370671925227
49,6.386860697513561,6.34820162436381
50,6.389361321226222,6.350812651108987
