,Lira,Owino
0,6.436148975078473,6.425219904546283
1,6.457163050239392,6.55895576741423
2,6.477744607422322,6.502364627366297
3,6.473162368611613,6.494874353063846
4,6.523607660487864,6.618277430407989
5,6.533219508232758,6.605846195190644
6,6.570768831484161,6.615933575438553
7,6.447526166306873,6.254477586647204
8,6.497048837167734,6.477066337580395
9,6.44208891795444,6.436759632406356
10,6.39527238426644,6.394081671682812
11,6.434640790059747,6.457941355652555
12,6.518242265563295,6.541643195727906
13,6.428850818889928,6.556107830249778
14,6.510267532685133,6.589533478879123
15,6.391014297990599,6.5743119407576085
16,6.298152694444477,6.398114045424532
17,6.223871551232857,6.273557312836522
18,6.196020980739118,6.300161239991715
19,6.238534386305067,6.461141600786897
20,6.340190510855426,6.506716735358224
21,6.381477238375431,6.503766816133705
22,6.42374508302159,6.540788747110095
23,6.463609134745814,6.538853054717605
24,6.4792184918078,6.638017812616077
25,6.464056484933999,6.6359067418606585
26,6.5211481450910345,6.751808050114444
27,6.519273661151749,6.750390632850896
28,6.568966093550701,6.798991123381322
29,6.645468105605275,6.795426603304579
30,6.4782764651819384,6.477932645340147
31,6.249941284569154,6.275183266455148
32,6.228681848131042,6.277598763045304
33,6.2659803117222515,6.37044067943786
34,6.292194163201874,6.451455080544969
35,6.271137464597169,6.447769105613445
36,6.31769990597418,6.4454039239282785
37,6.357140898896652,6.479296931875494
38,6.394318037211166,6.513422950125465
39,6.328273782729202,6.491903206511004
40,6.210841089075997,6.246809878751679
41,6.199958318290453,6.200410091507986
42,6.123052407578428,6.097921742852849
43,6.147113632420211,6.222810650635631
44,6.203423649505542,6.341429322524985
45,6.286661969353938,6.286661969353938
46,6.293222309231491,6.293222309231491
47,5.9749443426336715,5.9749443426336715
48,5.972560340355643,6.08959064733516
49,6.083188164709767,6.09620787791807
50,6.0788112493633095,6.077799615488465
51,6.040385496744466,6.2691793717656585
52,5.9491645246753775,6.065927672431015
53,5.939870241677762,6.00311230054583
54,5.87386409053241,5.93608511352962
55,5.714366664007403,5.737290303909339
56,5.697583406584886,5.7954405532111
57,5.758102304256531,5.85039437311795
58,5.649097005083259,5.864851360215098
59,5.800758587813922,5.869226387091382
60,5.784712081816943,5.852730596523678
61,5.841110680347479,6.023432237141434
62,5.834065058504328,6.014703821464067
63,5.839586949853373,6.020651435457276
64,5.703204814444655,5.84284145138766
65,5.6229466757934095,5.847339446508051
66,5.634743279049029,5.713477319591533
67,5.71724971807289,5.85911523110557
68,5.721926078892491,5.8667251963633555
69,5.922879147515317,6.040662183171701
70,5.9865902808093505,6.047597628917374
71,5.902844511033482,6.054468022470003
72,6.155978518190804,6.251620427969974
73,6.039841405289059,6.170044155741471
74,6.14072173954953,6.235529533008196
75,6.228322221193214,6.274307334435037
76,6.308781135544713,6.389061966805516
77,6.341989667879001,6.456945258824288
78,6.304411448111898,6.452777907140362
79,6.262089117465058,6.344497805944682
80,6.2361818089107155,6.3903324887379735
