,Owino,Kasese
0,6.798784380987672,6.85651289461052
1,6.780863139737147,6.846294610070295
2,6.785863734730093,6.8749915146261005
3,6.782920392762594,6.843288110274468
4,6.812433444848947,6.747877338047209
5,6.81666122532976,6.711271538568826
6,6.781698478553577,6.712511488848022
7,6.804630896958932,6.822777351509631
8,6.865181079880216,6.8345108264562
9,6.854761481672814,6.8240528250536485
10,6.731512427871016,6.800296410172921
11,6.693065159941576,6.7963537494475075
12,6.711959545676619,6.843750293823358
13,6.681962294716007,6.847365684337016
14,6.676617289707049,6.8998802368783645
15,6.676958710145931,6.898080016079373
16,6.669579553199765,6.892007711613546
17,6.73250569688453,6.886417456629419
18,6.72413270251338,6.880360890079465
19,6.767621992926765,6.859476424725056
20,6.747918247451214,6.838523701479584
21,6.616691967556228,6.805052128237891
22,6.643105439816351,6.799043430217704
23,6.71367257311054,6.798830381450847
24,6.709005219374411,6.798617378064098
25,6.675305847059376,6.78243099362471
26,6.789634928124658,6.73223785079909
27,6.836408044213878,6.757571754831194
28,6.820345673666395,6.7791155991568
29,6.830895669900067,6.758792375998723
30,6.848876293235224,6.739221946974403
31,6.854794478039374,6.775537810337138
32,6.798353170916925,6.788287660671727
33,6.7891845540846925,6.7871561558233
34,6.816866714907912,6.788561757047894
35,6.844035257349273,6.78975454333694
36,6.841756325876922,6.784852526933321
37,6.836897821439705,6.779994022496103
38,6.829654908914267,6.775159009039205
39,6.853850366589606,6.771612268352634
40,6.849756700969181,6.79678820842347
41,6.757807827177755,6.7860935707557255
42,6.76015492002685,6.775265977188408
43,6.791068923412794,6.761185717260585
44,6.786246224673918,6.697961309806346
45,6.79121031440766,6.671182608897453
46,6.779138454451733,6.806045907371657
47,6.7576686534123604,6.811898807473221
48,6.757639184479301,6.786626721352554
49,6.754222657587084,6.78962837432224
50,6.8575456956748635,6.8045029596903825
51,6.880288890733101,6.80437423335443
52,6.836374624684397,6.788032684728935
53,6.749535613786933,6.713453268182942
54,6.7365115042288854,6.701104899592258
55,6.713384551210295,6.750262269352953
56,6.716524247478587,6.7716965633469055
57,6.703920200722496,6.7413466062416125
58,6.716058448687252,6.743302487842133
59,6.709428704165631,6.7750176455678535
60,6.768858393200249,6.794324999637309
61,6.797002457317225,6.720813318959678
62,6.800158323315804,6.680628457109515
63,6.787015970707526,6.812089608259643
64,6.789886520337739,6.789399072119459
65,6.795680491078833,6.795680491078833
66,6.788850769199765,6.790310268364219
67,6.790506319036384,6.81638222368294
68,6.56367290033826,6.797946496381307
69,6.594939580727151,6.7986004535561015
70,6.6302377046216385,6.7055186025503914
71,6.641552832590525,6.755359719867269
72,6.692003384699462,6.750511603609519
73,6.765539538040429,6.793574240158408
74,6.762291843417632,6.787020376193356
75,6.76328975523027,6.814926464638243
76,6.763797126782395,6.8873426138287295
77,6.7349348514424365,6.894996310390155
