,Eldoret,Meru
0,6.463844169423317,6.2500935083678355
1,6.47273672219495,6.236415078500186
2,6.520406858837512,6.369865907953743
3,6.488882924212599,6.332102394085951
4,6.551033605318423,6.256728992106149
5,6.532024309759544,6.261275849837203
6,6.581530734234818,6.245179263268
7,6.509476250185543,6.400927788051529
8,6.526776287489501,6.399175839756364
9,6.507873747494992,6.355681932153066
10,6.506508607764889,6.3545313693496155
11,6.598442094393853,6.348822869095615
12,6.614182758324015,6.23959488878029
13,6.607651865179201,6.2228771503284825
14,6.627218025271186,6.22457698003964
15,6.659296566259501,6.24946940107117
16,6.59410888623504,6.2716100759226965
17,6.592966638093844,6.264717380653063
18,6.568907977081393,6.320506455025611
19,6.551688224959726,6.358458331401633
20,6.46966841230654,6.360052571078575
21,6.464868666376441,6.38397634097975
22,6.46805503850465,6.387055240313006
23,6.412748180039164,6.137847983590425
24,6.370800142923163,6.132470949190579
25,6.350886558124977,6.143247193346733
26,6.308551744909726,6.144383863459561
27,6.261319761731323,6.032614018881839
28,6.207530896506882,6.171964065512139
29,6.233603158017995,6.131820463708053
30,6.251992084130201,6.13401030058486
31,6.263113855525336,6.1380033289192415
32,6.239242520351303,6.1688617235895045
33,6.223829963092342,6.181842267476668
34,6.188812032580339,6.187962775629083
35,6.249667436260814,6.2352325424772115
36,6.248722445348484,6.342078014909487
37,6.375931132839254,6.275793882091732
38,6.3260686890024145,6.204802287462465
39,6.3754610204737086,6.227651515984897
40,6.315792158379054,6.1897514374836895
41,6.375308650808331,6.183785628282967
42,6.401664499440328,6.194637067368583
43,6.430359335592645,6.218068109107476
44,6.506786048141356,6.3416151525419036
45,6.568437823186877,6.413917115603316
46,6.627778923316409,6.409321660193279
47,6.671684510757731,6.411212771383217
48,6.66017518008498,6.399320349866344
