,Kamembe,Bujumbura
0,6.002764318330901,6.436018226750321
1,5.950063258882491,6.402640360883782
2,5.913286848401468,6.3833170161163695
3,6.008843422925059,6.401238716504002
4,6.083340281377958,6.392607679864729
5,6.110012869741412,6.364492385832153
6,6.043120302970567,6.445190089887184
7,5.915727360489298,6.368698180250854
8,5.980944674098517,6.401886615130556
9,5.934649562188009,6.359505559938616
10,5.953098566656013,6.348017285349268
11,5.920779329252172,6.333729537411165
12,5.938681223365733,6.401476898379788
13,6.051144921572411,6.35803667319391
14,5.990472439409617,6.315421780838095
15,6.048502540783727,6.315125981471372
16,6.060320959369367,6.344935101405027
17,6.082332963151574,6.321867974543461
18,6.087586893029941,6.330552384438835
19,6.087828339367025,6.33491731345092
20,5.966518510249041,6.251811614470395
21,5.961743790811702,6.253744180498596
22,5.947367927319533,6.162705658667675
23,5.884663982208585,6.235654109619366
24,5.928085837307651,6.0781370986349925
25,5.918735722337301,6.156989801028658
26,5.9655757297892515,6.103285116076679
27,5.945807822725435,6.14997223171691
28,5.987410426491579,6.104601771333063
29,5.791782436978431,5.998759269717267
30,5.643575735241475,6.001569962002519
31,5.66841395188991,6.008515448312788
32,5.667230462478968,6.013429460769287
33,5.669014842810803,6.013221048288945
34,5.599089511762149,6.025353893664446
35,5.630890281262055,6.015785911428745
36,5.637645962553383,5.961076267891132
37,5.6382727933029635,6.062622841698749
38,5.776417385708099,6.034035061099077
39,5.743441589368264,6.025971552662597
40,5.773881088446245,6.030120936209408
41,5.720749849060107,6.0311555974501845
42,5.7491633042758945,6.022429655949189
43,5.697430083265733,5.97869050955864
44,5.683133371449232,5.961872692839739
45,5.677690066450933,5.958045865373105
46,5.636156576181714,5.946550497420114
47,5.651380229421331,6.114685372918901
48,5.639541451558705,6.105520464663054
49,5.665345961715921,6.143657365611633
50,5.721440569652407,6.237133137248348
51,5.697584887052424,6.121408098846977
52,5.616632357291462,5.9905164945242255
53,5.678284502467673,6.057037342675233
