,Kisumu,Eldoret
0,6.512857864329261,6.57967627648322
1,6.512443571830001,6.606251612436677
2,6.47761694228095,6.627769216141513
3,6.506454783744106,6.639896049740655
4,6.496550014102062,6.604735697345827
5,6.493097323341981,6.588176659080447
6,6.559350383693245,6.598493025723695
7,6.508077896011896,6.629327139644766
8,6.510998268439593,6.640637917252501
9,6.503620562411661,6.611207896231595
10,6.496974806774373,6.602477055831913
11,6.492385998860153,6.587438064189276
12,6.489935121849543,6.567683874723921
13,6.485283742095189,6.540699581236758
14,6.485608908005724,6.552923820509729
15,6.483181679561344,6.4846051673461975
16,6.483248428624609,6.538904747154852
17,6.480495016088001,6.556758243459415
18,6.440475220703911,6.478106288921558
19,6.319690382106504,6.4731300771899845
20,6.3144884747865815,6.522906191055747
21,6.461863907626087,6.4896777054959705
22,6.456287119379148,6.589371344800405
23,6.4491520556788045,6.582190495280729
24,7.057921482089496,6.639273233002824
25,6.957985855046871,6.620322433055505
26,6.86247167083152,6.547837167779981
27,6.85787959382625,6.646108286145729
28,6.945844058659234,6.605966239482725
29,6.846520602884505,6.645415885178283
30,6.834486422821635,6.610420574923716
31,6.91407831466765,6.6266789277301195
32,6.9093061732068275,6.608447741182437
33,6.832597727390591,6.736087842754295
34,6.8365656182612184,6.694282014881355
35,6.840011086199327,6.7928738818393954
36,6.843478095859694,6.819561363845803
37,6.7431674395719465,6.792978532875486
38,6.736286600264148,6.739613538713513
39,6.749113187969417,6.843500006673973
40,6.7532685252701015,6.7542819532767755
41,6.754905381700573,6.75718761928304
42,6.595510587527346,6.807360014223469
43,6.650166748137974,6.794399453812331
44,6.6524549763061,6.756570373233819
45,6.648651638628258,6.808931369900132
46,6.528345797933935,6.821585645708063
47,6.636578181832545,6.837558570700701
48,6.628342258436647,6.82870263582028
49,6.628348607641472,6.829327422039969
50,6.636180512206013,6.846322311211043
51,6.569589269060722,6.756627815732815
52,6.50303189297508,6.776816079065852
53,6.615640126785813,6.700979728518431
54,6.610090623639443,6.725026946562089
55,6.613575724719038,6.69662633569622
56,6.806785562545887,6.711927769087209
57,6.659581548406583,6.713399299799052
58,6.5545392066411035,6.753178141793563
59,6.498463287179254,6.7213571194261155
60,6.618380754663254,6.694393791689062
61,6.618504785563357,6.694910425407786
62,6.501122507056624,6.7015664708547265
63,6.493547689639602,6.66750099676304
64,6.42328999752151,6.649763555242907
65,6.358941162473165,6.607473947792195
66,6.3615045979979525,6.612580561987755
67,6.491724910671454,6.650086877579204
68,6.479338798908584,6.5821482927748045
69,6.47479486927916,6.511731775587845
70,6.473447727488291,6.472810987575024
71,6.473614665735585,6.4608267676858295
72,6.4769465579129,6.539428604387573
73,6.343485674996416,6.458867749115261
74,6.352293961192174,6.579972667671775
75,6.344612596914546,6.573986697979392
76,6.338409233160421,6.566928380953233
77,6.325922873666182,6.571977906605886
78,6.456960017389824,6.618228164985947
79,6.565177903191533,6.699128319497024
80,6.676181733814932,6.695427331530166
81,6.671186299369337,6.710868213960518
82,6.669688502111016,6.763999181582257
83,6.66017518008498,6.765686741736599
84,6.6766683126349715,6.60826638295296
85,6.740048158465007,6.47221103584949
86,6.73838948461852,6.472364503845929
87,6.735808059894862,6.468896434800287
88,6.720543114095185,6.468317150099675
89,6.606618978052101,6.474994443357775
90,6.600062322025979,6.471242363322776
