,Busia,Kisumu
0,5.764507999739491,6.512857864329261
1,5.815850960408928,6.512443571830001
2,5.8160903260941135,6.47761694228095
3,5.806448445119823,6.506454783744106
4,5.827639603586277,6.496550014102062
5,5.839762280010722,6.493097323341981
6,5.852416110960883,6.559350383693245
7,5.891519818002157,6.508077896011896
8,5.8954400662502255,6.510998268439593
9,5.895209627108374,6.503620562411661
10,5.890366685699979,6.496974806774373
11,5.976584584563974,6.492385998860153
12,6.07626059202922,6.489935121849543
13,6.249023760571426,6.485283742095189
14,6.131375313739207,6.485608908005724
15,5.972457956776333,6.483181679561344
16,5.994738168728259,6.483248428624609
17,6.10306056731719,6.480495016088001
18,6.127008061224102,6.440475220703911
19,6.155051850803804,6.319690382106504
20,6.174484605077709,6.3144884747865815
21,6.326028347632771,6.461863907626087
22,6.329039800971969,6.456287119379148
23,6.38362410428713,6.4491520556788045
24,6.375653110089442,7.057921482089496
25,6.4748905468227225,6.957985855046871
26,6.400107322621503,6.86247167083152
27,6.373163772720497,6.85787959382625
28,6.428312865744372,6.945844058659234
29,6.48612773134108,6.846520602884505
30,6.538927094258442,6.834486422821635
31,6.637498511692277,6.91407831466765
32,6.56646380708577,6.9093061732068275
33,6.499702212524387,6.832597727390591
34,6.5204710274061055,6.8365656182612184
35,6.45342128594408,6.840011086199327
36,6.147875887665223,6.843478095859694
37,6.134422813773812,6.7431674395719465
38,6.132119925935866,6.736286600264148
39,6.190270656514652,6.749113187969417
40,6.1470593850057815,6.7532685252701015
41,6.102659816379745,6.754905381700573
42,6.017577582422973,6.595510587527346
43,6.117761559315504,6.650166748137974
44,6.161731236942874,6.6524549763061
45,6.141852672078576,6.648651638628258
46,6.099578010211682,6.528345797933935
47,6.064110037108751,6.636578181832545
48,6.0960416097452885,6.628342258436647
49,6.127510807003157,6.628348607641472
50,6.113822589139058,6.636180512206013
51,6.097590690002236,6.569589269060722
52,6.058697144701472,6.50303189297508
53,6.0552807519531155,6.615640126785813
54,6.014879331904102,6.610090623639443
55,6.024254976030447,6.613575724719038
56,5.993815904569477,6.806785562545887
57,5.922066192350289,6.659581548406583
58,5.812308424277783,6.5545392066411035
59,5.79556381494509,6.498463287179254
60,5.766355446013251,6.618380754663254
61,5.521681839476173,6.618504785563357
62,5.584806960274418,6.501122507056624
63,5.547526173379695,6.493547689639602
64,5.60538834682641,6.42328999752151
65,5.545121156232126,6.358941162473165
66,5.576720046521316,6.3615045979979525
67,5.659015003414285,6.491724910671454
68,5.671736839962841,6.479338798908584
69,5.68742664239159,6.47479486927916
70,5.682463601987474,6.473447727488291
71,5.672569181922398,6.473614665735585
72,5.689264296333812,6.4769465579129
73,5.7503461054494425,6.343485674996416
74,5.7572943533366505,6.352293961192174
75,5.731631891282464,6.344612596914546
76,5.702550838016614,6.338409233160421
77,5.695814899390069,6.325922873666182
78,5.731405027473356,6.456960017389824
79,5.906407220006222,6.565177903191533
80,5.976090159977027,6.676181733814932
81,5.916645917103135,6.671186299369337
82,5.855813308055905,6.669688502111016
83,5.867530673925267,6.66017518008498
