,Kisumu,Busia
0,6.57967627648322,6.484273434130676
1,6.581771395589386,6.5097193815338565
2,6.51955563150128,6.487370746174096
3,6.506454783744106,6.480575301000738
4,6.49763756178946,6.54795668949815
5,6.56211437540951,6.549507351979704
6,6.559350383693245,6.504827322206012
7,6.57669190786181,6.544519930548691
8,6.579237560388245,6.333078952381815
9,6.572330308188907,6.351968029604088
10,6.49662038536361,6.348159339610958
11,6.49167602367946,6.326456781179954
12,6.487805195591718,6.30475379309067
13,6.484214794906284,6.336876534329248
14,6.411774645994671,6.333496132248131
15,6.483181679561344,6.44080757466837
16,6.482892873065308,6.459829224395914
17,6.480495016088001,6.5521888183429535
18,6.478106288921558,6.557256755296448
19,6.4731300771899845,6.472967513574678
20,6.46673891651235,6.362495507720011
21,6.462577683530768,6.358446097206194
22,6.456287119379148,6.477459806090242
23,6.4491520556788045,6.52600340998999
24,6.570617331318143,6.527799111664322
25,6.670303782595091,6.521873300117559
26,6.661800975369369,6.5682621866316495
27,6.657465591642711,6.755208606620563
28,6.945634173046122,6.8144264820429035
29,6.932957498327916,6.836408044213878
30,6.92013326781652,6.763172859837966
31,6.91407831466765,6.755151279648352
32,6.912485152253639,6.757273450876662
33,6.918917142641159,6.5686053536510105
34,6.518227407272195,6.45524907719179
35,6.521788702681593,6.335859699897743
36,6.584721772768402,6.39597073814894
37,6.51976849303224,6.452166065288748
38,6.448006211627161,6.478555173605915
39,6.643188497402409,6.474503260213176
40,6.6500181602159065,6.490188802656174
41,6.653739042575744,6.587247809928879
42,6.53518460689575,6.499956941318101
43,6.650732839293765,6.395096163241861
44,6.650189969675248,6.283574874774027
45,6.400567709037956,6.212372552833423
46,6.39645091808487,6.209992795585473
47,6.5179429944415945,6.35076064995387
48,6.478920614188919,6.306302535228485
49,6.508444680415951,6.359145339474154
50,6.518119041353622,6.384164618504159
51,6.509924588244713,6.585852906913254
52,6.50303189297508,6.583474574587587
53,6.498831004249888,6.551717638267006
54,6.492168534934097,6.564760051068772
55,6.493583963703098,6.562364558744907
56,6.490027226012597,6.631283818798617
57,6.490754626020756,6.258538428971502
58,6.358492872173264,6.057030870876536
59,6.36296813421643,6.0213704836787825
60,6.365316822954006,5.955502967877606
61,6.329526296595157,5.960273905882792
62,6.21427134449893,5.956033494853461
63,6.205865617187821,6.056329551764917
64,6.353534422212668,6.05218165042742
65,6.204790482645907,6.133655764325432
66,6.207115453879592,6.126954902622973
67,6.208015661009062,6.132401458663641
68,6.346716910666902,5.996663085586993
69,6.341263476654637,5.94231889202038
70,6.339461562014965,6.041642782338404
71,6.407295653220867,6.064048048055822
72,6.343956828206739,6.19304763747439
73,6.342045789938428,6.266651194980059
74,6.485114874213098,6.4511225008960125
75,6.344612596914546,6.477744607422322
76,6.469188615525719,6.470879912437218
77,6.45838072888218,6.490652074375765
78,6.456960017389824,6.551501210703764
79,6.449801859435565,6.604173346422462
80,6.571208675610823,6.590809707238734
81,6.5680998355525855,6.5736796800094
82,6.564438980404133,6.473166649246316
83,6.555150291213322,6.457991137211788
