,Mbale,Tororo
0,6.345177196872746,6.296387032703314
1,6.368214610247294,6.320586014466735
2,6.3907332304326925,6.344213214797799
3,6.408623847474042,6.363161473397284
4,6.523607660487864,6.481904996602015
5,6.517100976959076,6.429551051454128
6,6.490642424291848,6.1874863909384645
7,6.454689250657641,6.2517202319590135
8,6.4774332427395285,6.357125011186533
9,6.482272895773473,6.342784438973655
10,6.39527238426644,6.3932870748988515
11,6.388736192476026,6.388736192476026
12,6.474834526055797,6.47410698873742
13,6.512793301594033,6.512793301594033
14,6.509919403873958,6.547504969030527
15,6.541251078496721,6.541587156469973
16,6.441994004612874,6.441994004612874
17,6.327946247462975,6.374409866289913
18,6.306900945368628,6.294226504471901
19,6.419141635669155,6.289492503883714
20,6.468766141124965,6.394385161243428
21,6.503766816133705,6.540097754301309
22,6.503275976301969,6.577578956256621
23,6.541146258015762,6.6115778845739985
24,6.76255386524853,6.638905517956219
25,6.816896839030441,6.641214923006386
26,6.867779438137442,6.825240168977693
27,6.861353697393771,6.834685450311611
28,6.856648166002482,6.843377829081585
29,6.845083920830362,6.848876293235224
30,6.745994329735111,6.55213886379743
31,6.627582076102239,6.319800331943955
32,6.529804686986427,6.32383068556651
33,6.527619245638013,6.367735363778243
34,6.528099966129934,6.368444483235205
35,6.523633227923906,6.363348068111329
36,6.55863096255904,6.402890709992056
37,6.620159360657688,6.39953937633255
38,6.437993100713827,6.51408323407154
39,6.259280911242251,6.510595339523157
40,6.199612585745824,6.421128797400659
41,6.42589957911418,6.29596660706919
42,6.425946653131482,6.203880881695268
43,6.4220430143143945,6.222371379818112
44,6.424951546577268,6.296693428683594
45,6.413767803545446,6.286661969353938
46,6.420989997139264,6.293222309231491
47,6.420960528206205,6.338144228160699
48,6.416406543159853,6.493716170514268
49,6.411853508998498,6.524300611548169
50,6.406870323508568,6.520355067806187
51,6.397480079799721,6.644707197559188
52,6.395084587475855,6.542805529109412
53,6.386170099468836,6.30130810535935
54,6.363062081996514,6.00530430091895
55,6.122466600550152,6.022433748000113
56,6.126039556495682,6.06290222022528
57,6.151915194625549,5.986883014610757
58,6.156908459543163,6.050321702162092
59,6.13979212908586,6.0338106882295675
60,6.124408154481436,6.0801275808179795
61,6.123322182470887,6.1204853011356875
62,6.020651435457276,6.126011951115102
63,6.129583232279798,6.024536245390805
64,6.135021518959832,5.911409693228261
65,6.145259736017071,5.921652255211821
66,6.148032634165344,5.924889082851135
67,6.154407268815136,6.0478205114340655
68,6.148796625712253,6.146022698829527
69,6.152141484668644,6.246782991763333
70,6.158207792230096,6.253849702009266
71,6.155978518190804,6.359961571765939
72,6.144588235748122,6.372508573657649
73,6.14072173954953,6.36423354717429
74,6.135026817087231,6.530603093066148
75,6.529444834379141,6.49623950287164
