,Masindi,Lira
0,6.465225239159982,6.436148975078473
1,6.455271570344619,6.457163050239392
2,6.458589092132568,6.477744607422322
3,6.494510253296489,6.473162368611613
4,6.679165800083002,6.523607660487864
5,6.682867262137889,6.533219508232758
6,6.692598276373965,6.570768831484161
7,6.689336626453335,6.447526166306873
8,6.497768002966438,6.497048837167734
9,6.482272895773473,6.44208891795444
10,6.506644149537146,6.39527238426644
11,6.523013723867226,6.434640790059747
12,6.523105074728996,6.518242265563295
13,6.592809197100206,6.428850818889928
14,6.588568383098891,6.510267532685133
15,6.501129119006803,6.391014297990599
16,6.47904873424721,6.298152694444477
17,6.279218116108922,6.223871551232857
18,6.260940526838434,6.196020980739118
19,6.420259995524769,6.238534386305067
20,6.429318290751434,6.340190510855426
21,6.422438596006496,6.381477238375431
22,6.502437728059688,6.42374508302159
23,6.576508348170308,6.4636091347458136
24,6.569405482771316,6.4792184918078
25,6.5664279873774465,6.464056484933999
26,6.59449947292605,6.5211481450910345
27,6.590755438475138,6.519273661151749
28,6.586698709388025,6.568966093550701
29,6.5783167218983065,6.645468105605275
30,6.5860404154731125,6.4782764651819384
31,6.591907192610265,6.249941284569154
32,6.4118164431456215,6.228681848131042
33,6.41053682201548,6.2659803117222515
34,6.527440987522891,6.292194163201874
35,6.525614734516767,6.271137464597169
36,6.592977142183737,6.317699905974179
37,6.586298810232551,6.357140898896652
38,6.5810939443545005,6.394318037211166
39,6.259280911242251,6.328273782729202
40,6.247240634735078,6.210841089075997
41,6.099256312823137,6.199958318290453
42,6.096423615231827,6.123052407578428
43,6.0930990441139725,6.147113632420211
44,6.201628316886867,6.203423649505542
45,6.193168320476011,6.286661969353938
46,6.534267070874941,6.293222309231491
47,6.091974649613189,5.9749443426336715
48,6.240293047883502,5.972560340355643
49,6.285141029044338,6.083188164709767
50,6.323362040091088,6.0788112493633095
51,6.314864314283129,6.040385496744466
52,6.312468821959264,5.9491645246753775
53,6.3868037865875475,5.939870241677762
54,5.938402611669982,5.873864090532411
55,5.629724020853323,5.714366664007403
56,5.898120403270181,5.697583406584886
57,5.892324066256074,5.758102304256531
58,5.866086690823091,5.649097005083259
59,5.869226387091382,5.800758587813922
60,5.857681101683534,5.784712081816943
61,5.901735302163914,5.841110680347479
62,5.896394331465438,5.834065058504329
63,5.902868399800893,5.839586949853373
64,5.905969203422213,5.703204814444655
65,6.029452908409985,5.6229466757934095
66,6.039693056045557,5.634743279049029
67,6.042672118507518,5.71724971807289
68,6.049863413063866,5.721926078892491
69,6.0437438497091085,5.922879147515317
70,6.290943887549103,5.9865902808093505
71,6.2984456606870545,5.902844511033482
72,6.379122069505014,6.155978518190804
73,6.285230565550589,6.039841405289059
74,6.280563749181227,6.14072173954953
75,6.4334900468383385,6.228322221193214
76,6.4627106498286615,6.308781135544713
77,6.55582244461739,6.341989667879001
78,6.559342516862992,6.304411448111898
79,6.559849888415118,6.262089117465058
80,6.445902339892784,6.2361818089107155
81,6.418806060294423,6.303076376165733
82,6.3623061357761745,6.281407734633152
83,6.360449731425417,6.032433588346935
84,6.361521890053232,6.322884097347818
85,6.362026681404687,6.320415923684844
86,6.43741658281623,6.134103882928899
87,6.353616121186233,6.262470026735534
88,6.349066028814024,6.266450263297433
89,6.351457298830538,6.267630637908428
90,6.349456966723921,6.221756494410192
91,6.353528086206698,6.0267611477543905
92,6.348846549642127,6.020383092631721
93,6.35071278246319,6.022370671925227
94,6.388264206515881,6.34820162436381
95,6.389361321226222,6.350812651108987
