,Kasese,Busia
0,6.465979102746381,6.318462984402514
1,6.3640641162465394,6.337440950762077
2,6.455550730509163,6.316188099802063
3,6.491592672816966,6.312043019468261
4,6.512276094478314,6.3872553915217
5,6.562793188691354,6.358921285335857
6,6.56363709979081,6.336599528487916
7,6.630871307801319,6.403138777787544
8,6.664316212353267,6.135943578426915
9,6.494985536439013,6.318066477928407
10,6.4973427750168735,6.292744691025658
11,6.4774332427395285,6.364133904030523
12,6.483002024496989,6.233923744733619
13,6.505223694752854,6.283766709015299
14,6.5629303312726694,6.2642628327982495
15,6.561512514144189,6.279482992071245
16,6.555773996162218,6.318338482369976
17,6.549849635989781,6.419610623769823
18,6.542930340016441,6.4160879355427145
19,6.5236865490992715,6.319295131018286
20,6.533567448084982,6.168196797178696
21,6.507800604769959,6.188487988431572
22,6.462571193596491,6.261066817385763
23,6.462358144829634,6.318982538170334
24,6.462145141442885,6.34400489913866
25,6.470067619684719,6.426697114685671
26,6.493465281379583,6.536507788619762
27,6.517169360001271,6.542105035181455
28,6.441928821597718,6.573984859087074
29,6.43695806696297,6.566451950177369
30,6.431272514122744,6.626442213394548
31,6.515723917055652,6.320739745217466
32,6.52673237592274,6.2572799749626205
33,6.48892797440099,6.1697472348898375
34,6.491349319745419,6.304228302247334
35,6.493243890620956,6.324607257103773
36,6.488305752721292,6.366576585153397
37,6.483447248284074,6.384156553993323
38,6.478612234827176,6.391725383085202
39,6.475733428696675,6.376299531708487
40,6.510595339523157,6.340108240376205
41,6.458426674196753,6.173066404506129
42,6.404032818634217,6.055848936770209
43,6.343174366847618,6.0010634591662155
44,6.337221001813375,5.998788364642731
45,6.249862128999495,6.138586130010234
46,6.373673346343568,6.13140875358258
47,6.3796861909980285,6.139071629404233
48,6.199441379378957,5.902397921938062
49,6.201716136854186,5.972560340355643
50,6.213012947801603,6.015461771344169
51,6.2602176904912215,5.970295975445936
52,6.244142036553056,5.730182953450687
53,6.216026998630689,5.732268964572776
54,5.909090926113141,5.701268829493364
55,5.866086690823091,5.735724872959848
56,5.933305243775905,5.732889943539251
57,5.78338317796689,5.756427367978361
58,5.963328313071728,5.752279466640863
59,5.986953908511165,5.835325298116617
60,5.965710317425975,5.843348709775264
61,6.023490766989252,5.717511210095894
62,5.7762040996434525,5.6865081572831535
63,5.980227556002278,5.760906013162644
64,5.98551370466757,5.856639982317028
65,5.8667251963633555,5.844419438849057
66,5.858340626377746,5.912407847648022
67,5.988757128894441,5.9005644168589795
68,5.934151415658526,5.95560904299699
69,5.934202644317961,6.019313963734245
70,5.713946972747484,6.039841405289059
71,5.8524256050581895,6.08777932027933
72,5.846113975249317,6.103159078239208
73,6.020066538478743,6.345259344147123
74,5.956503026701722,6.316250169677425
75,5.898169640935562,6.258334989814062
76,6.220726728443676,6.12786287825786
77,6.241169350421754,6.065788822982034
