,Meru,Machakos
0,6.618749096401022,6.918917142641159
1,6.616766744535951,6.988866158800316
2,6.253426844787594,6.840473727891594
3,6.2183965729975075,6.842550882070501
4,6.286355275080574,6.838570474197825
5,6.332102394085951,6.737567502194116
6,6.344155565281938,6.88777101187092
7,6.347042671594628,6.851544882626548
8,6.269249420091233,6.448058883581744
9,6.303709170008167,6.454081647763497
10,6.333358082991144,6.44111094428759
11,6.397253054784485,6.438242399317682
12,6.38003055508371,6.672984121029003
13,6.38666894688887,6.664216387777751
14,6.388776086909848,6.668310415578933
15,6.411225983427125,6.6603725917598355
16,6.20224095268945,6.585838074161033
17,6.0247331791525935,6.2835597947718185
18,6.0489719303145995,6.248752708480322
19,6.031705818613825,6.210688474142265
20,6.079904811264352,6.139913583328657
21,6.125748708343024,6.152607977393292
22,6.171964065512139,6.199176629037024
23,6.084279518939052,6.280856042868541
24,6.160490223749327,6.28329354413385
25,6.02445995151566,6.360072958526515
26,6.080902928243835,6.359539473654137
27,6.13262319487261,6.35612704163298
28,6.188812032580339,6.411615967657628
29,6.296332201117933,6.339461562014965
30,6.342078014909487,6.342078014909487
31,6.268066001924324,6.474780445172006
32,6.188135234977254,6.591918256902433
33,6.377540743926958,6.59902086264247
34,6.344612596914546,6.649545581237234
35,6.366383085202827,6.644014821801107
36,6.354133489153418,6.634837166223737
37,6.37629211432237,6.573631324193517
38,6.386036531519875,6.718010507218355
39,6.512519092407855,6.769814555291399
40,6.5081674948299115,6.76508709974917
41,6.566656276212781,6.809320131517678
42,6.661181722696382,6.921842013395526
43,6.575586864175662,6.911256544077335
44,6.481973862166198,6.900557822703477
45,6.56667362328174,6.905179650127709
46,6.644756165940486,6.909780214499683
47,6.71564269559263,6.8191653686176
48,6.781835231128974,6.857713115249154
49,6.779293171834601,6.987016774735873
50,6.734763699625318,7.101499171687513
