,Masindi,Busia
0,5.749321675046353,5.402413493497336
1,5.744222189877199,5.499568265555266
2,5.768514838364622,5.533521247132916
3,5.767067917751043,5.554348883772717
4,5.7556450336796825,5.624919297368462
5,5.76003831041583,5.654594186213162
6,5.75827196051943,5.655251409158446
7,5.745138005155248,5.74055434548759
8,5.746732172140972,5.7112072009785875
9,5.742253776773199,5.7638030947339844
10,5.742379355806811,5.612515317093071
11,6.0443917344748135,5.566786906099898
12,6.0388009473109765,5.697072309837952
13,6.03042545473073,5.700987244766897
14,6.012178564337852,5.688592229992797
15,5.9908120879316105,5.697319423884363
16,5.957754267850688,5.636170643723225
17,5.9505543844603475,5.6194313433579515
18,5.959831323878339,5.629948896936181
19,5.953697640081862,5.714692616025398
20,6.048198643118658,5.80807891460058
21,6.134535205606046,5.76549916484374
22,6.127784079959406,5.752193689028138
23,6.124489577113207,5.76315459508666
24,6.121292687066978,5.861196332657981
25,6.1151308672858455,5.928837110631458
26,6.354883688438217,6.079054370053745
27,6.3454359953062385,6.083893311057493
28,6.354372984576003,5.980881500846523
29,6.226266351540886,6.01459182757544
30,6.124503715111705,5.688290027834117
31,6.122483898456167,5.474777111293995
32,6.322586646191995,5.462532472239282
33,6.3185081821123745,5.416722136441101
34,6.317699905974179,5.477651372541887
35,6.310436724590128,5.480279080286579
36,6.3089287205934035,5.433135781583236
37,6.159197452685268,5.450898467104721
38,6.09294639019578,5.44403246461266
39,6.096754435110813,5.411591328899088
40,6.096423615231827,5.281738231253175
41,6.0930990441139725,5.235077220363793
42,5.694091677996334,5.241253311880692
43,5.680526165783623,5.357897063254608
44,5.842409381144868,5.3907923781495715
45,5.839799265618317,5.347322780520523
46,5.839995909933781,5.258887923850967
47,5.900059830945873,5.254202785427384
48,5.896287447650069,5.186003984847137
49,5.57770024830641,5.136607962555095
50,5.575304755982544,5.285397988508652
51,5.566226000180676,5.2114667656400835
52,5.563709162228571,5.197853192215453
53,5.5458622527665895,4.985817556396541
54,5.524629599794531,5.09438446268788
55,5.6625158431961315,5.025513391645289
56,5.5559317625192515,5.041170232632022
57,5.558402786077907,4.888397134079656
58,5.5407693909168145,4.916389067603962
59,5.533225900578179,4.9122411662664645
60,5.832803228683907,4.785862950560118
61,5.839586949853373,4.85034721833305
62,5.84284145138766,4.9101258398461045
63,5.848587107306206,5.09637269505928
64,5.8569590430692235,5.065030317949494
65,5.349524937947573,4.9922619316572865
66,5.356716232503921,5.020243995882708
67,5.347515002611756,5.177463538409615
68,5.3544504483574284,5.228470645496867
69,5.361320841910057,5.28346871561634
70,5.560130248617659,5.367156127707497
71,5.547922489204874,5.281200919368427
72,5.544055993006281,5.315883093287069
73,5.533492954450284,5.353189561812566
74,5.528341086086172,5.587374617670365
75,5.519785375089453,5.789448942038557
76,5.688915201782019,5.629726330391688
77,5.6922920157620975,5.520799860898352
78,5.705720210627866,5.546362418443445
