,Kamembe,Bujumbura
0,6.253961657448276,6.551059360118871
1,6.256260569164049,6.588755294981189
2,6.028757744299471,6.605776806720178
3,6.035900224312573,6.583560273297957
4,6.042149124237378,6.594301393318915
5,5.912548332844893,6.58685742406695
6,5.910030184163604,6.588814356727455
7,5.8567096340591664,6.589359020589508
8,5.8265208821570385,6.586142958847989
9,5.850416372191885,6.579514759064343
10,6.213751966719874,6.569733284672292
11,6.343557628562012,6.556586103503144
12,6.421793008564208,6.549713223468156
13,6.332892258504377,6.604119515454373
14,6.342027918242158,6.601299775586061
15,6.02894453188407,6.602266781920763
16,6.036645123684083,6.611578779786718
17,6.157803968623679,6.609550046995242
18,6.101489798198932,6.617689646198851
19,6.040736731833174,6.625869143584258
20,6.15669204232568,6.626653862364576
21,6.15137491065437,6.6318103144186455
22,6.07547460999588,6.632927414209401
23,6.0187983293283125,6.634048206486979
24,6.030237548928692,6.630406914208195
25,5.958000440859244,6.626774874924381
26,5.9913282258916665,6.624352233894867
27,5.8557816710677155,6.620303604451678
28,5.991665752061717,6.680884611753697
29,5.985784853385141,6.689850951095116
30,5.8673270045932275,6.694717142562465
31,5.80584398493009,6.701662628872733
32,5.741656787688915,6.705549419872702
33,5.6895133643591445,6.515340149394893
34,6.040922264041188,6.371479561986303
35,6.01458158982066,6.407176191833273
36,5.994320906492115,6.382394242556285
37,5.715462431994093,6.42737863769142
38,5.818640016130446,6.419946473580604
39,6.316533601860256,6.509398202240473
40,6.31920672423058,6.529703468401219
41,6.32505006800594,6.530331411906939
42,6.3234764769334815,6.521976964677472
43,6.331334430262817,6.518046916719541
44,6.167258379912178,6.521803788991553
45,6.071033814026753,6.526846199265699
46,5.98847421475149,6.520651218276904
47,5.9215112981320805,6.536400838625864
48,5.827942054429041,6.527266458375356
49,5.955982246065133,6.515064879288084
50,6.209730028395985,6.51281920235054
51,6.158312673835638,6.518874025193815
52,5.983882922825795,6.524892407686636
53,5.98320838135396,6.517067355550041
