,Gulu,Masindi
0,6.63742557096418,6.569405482771316
1,6.625600136841905,6.5664279873774465
2,6.338173697093758,6.534267070874941
3,6.338144228160699,6.091974649613189
4,6.334189133650629,6.240293047883502
5,6.328661192422065,6.285141029044338
6,6.3241534924474,6.323362040091088
7,6.397480079799721,6.314864314283129
8,6.395084587475855,6.312468821959264
9,6.463545973425051,6.3868037865875475
10,6.463021557568308,5.938402611669982
11,6.0904178869092735,5.629724020853323
12,5.90172401077348,5.898120403270181
13,6.127949776751802,5.892324066256074
14,6.151915194625549,5.866086690823091
15,6.156908459543163,5.869226387091382
16,6.187961368056826,5.857681101683534
17,6.264743092411093,5.901735302163914
18,6.265258625769529,5.896394331465438
19,6.265773893490261,5.902868399800893
20,6.1314629320813765,5.905969203422213
21,6.135021518959832,6.029452908409985
22,6.145259736017071,6.039693056045557
23,6.148032634165344,6.042672118507518
24,6.154407268815136,6.049863413063866
25,6.152356520387329,6.0437438497091085
26,6.150301557746637,6.290943887549103
27,6.2984456606870545,6.2984456606870545
28,6.297009093784002,6.379122069505014
29,6.32752347774084,6.285230565550589
30,6.281364069351996,6.280563749181227
31,6.292598102802026,6.4334900468383385
32,6.387632373995921,6.4627106498286615
33,6.458941931700612,6.55582244461739
34,6.458118373771679,6.559342516862992
35,6.526819362738636,6.559849888415118
36,6.488158192463406,6.445902339892784
37,6.3623061357761745,6.3623061357761745
38,6.254763800860716,6.360449731425417
39,6.299894579123119,6.361521890053232
40,6.320415923684844,6.362026681404687
41,6.317186185290163,6.43741658281623
42,6.310992846965398,6.353616121186233
43,6.3086110741217105,6.349066028814024
44,6.3081346168432395,6.351457298830538
45,6.265630305801811,6.349456966723921
46,6.270083188131205,6.353528086206698
47,6.265814485503979,6.348846549642127
48,6.267141017278518,6.35071278246319
49,6.386860697513561,6.388264206515881
50,6.389361321226222,6.389361321226222
