,Mbale,Kisumu
0,6.76639066194905,6.962333576466893
1,6.734175636730581,6.9644286955730585
2,6.700888158736531,6.925020739609445
3,6.696305919925822,6.916714914225894
4,6.747314433444672,6.903102669897625
5,6.749458388940976,6.944983520439066
6,6.757988539003953,6.955863003621561
7,6.762637890145943,6.802132625838909
8,6.760519296438291,6.797132431201746
9,6.746150910424898,6.792663010662613
10,6.715923403879571,6.738179698461554
11,6.676617289707049,6.790578410452025
12,6.676364356488018,6.734416965742569
13,6.6686852320788965,6.78819965270293
14,6.697623385329846,6.732362083233483
15,6.692853496253145,6.6109272019424825
16,6.735580153255599,6.606750370556886
17,6.717010709988137,6.661817556307076
18,6.650901448410633,6.713376658101881
19,6.642807243899425,6.707919411616959
20,6.648837711772252,6.700426658395675
21,6.711791512623095,6.690153584577086
22,6.710872678054119,6.7756642982529165
23,6.709960773684591,6.768181378927941
24,6.791406974447403,6.8574173798129365
25,6.791408202813523,6.945844058659234
26,6.867779438137442,6.846520602884505
27,6.861353697393771,6.833333419119588
28,6.85805959884089,6.827298231769488
29,6.899838328598852,6.828201556120558
30,6.907855494294352,6.831905765651529
31,6.9176373326995755,6.833093794382744
32,6.92138527452351,6.840011086199327
33,6.787544980142807,6.842086952579462
34,6.787724085786558,6.743678034426032
35,6.836934715764452,6.737567502194116
36,6.836416705240865,6.749620673390103
37,6.774140160250103,6.8468489001110076
38,6.772632156253379,6.848159397488766
39,6.7690856058741335,6.853176764038861
40,6.757807827177755,6.849704299002957
41,6.733214621992752,6.851787878926591
42,6.6702873847601545,6.938172336872028
43,6.669712408417967,6.933386187411803
44,6.673427278751277,6.9242602542843255
45,6.750447961988804,6.830563101473199
46,6.813851933094103,6.826550927891677
47,6.812846378187989,6.839075902690276
48,6.808507341074157,6.909096409377089
49,6.803189271207565,6.907241508137412
50,6.800368015617292,6.903043764041587
51,6.867850748873399,6.8972163678432175
52,6.864537404259304,6.8990490718112625
53,6.8575456956748635,6.895078169691565
54,6.777732302408008,6.809435037407744
55,6.754796997292776,6.81028303247135
56,6.738691200772804,6.7213571194261155
57,6.710208041436984,6.724852999173771
58,6.711795988525156,6.818620079733808
59,6.657572333049655,6.819802918443612
60,6.669982120033642,6.812001420758136
61,6.684830719386799,6.806494489973673
62,6.622178441338406,6.662215329684782
63,6.62735883092655,6.717607132075606
64,6.630387026869979,6.718006211657631
65,6.6356833059358165,6.800221540532602
66,6.551343082166565,6.793248600397694
67,6.553497742273509,6.792769087431823
68,6.559872376923301,6.792414877194827
69,6.708808061526229,6.794825477266455
70,6.711231924548906,6.794423815264695
71,6.71678028325294,6.709252955693816
72,6.716636515704671,6.7010744499692105
73,6.73196556785697,6.787359453208324
74,6.782866365657102,6.687521299668765
75,6.772208707220093,6.775413748508359
76,6.766029614012011,6.768512121403341
77,6.760818003799332,6.7725331795303925
78,6.761816639324294,6.767813135058409
