,Nairobi,Nakuru
0,6.453865457880394,6.269643121194631
1,6.453298472352992,6.271738240300797
2,6.460715131478347,6.1775682141919575
3,6.447810895446418,6.065022496009283
4,6.429808608959609,6.163987426248881
5,6.432925990142166,6.2555229799993395
6,6.21768879223459,6.164652539769697
7,6.1302804606328944,6.266657541376189
8,6.068851593696824,6.269322468996456
9,6.061394558328427,6.260913208783499
10,6.053960160964539,6.255232722228788
11,6.049685430661399,6.338471865456233
12,6.047629444520308,6.33448335957486
13,6.045032517901609,6.408322700959061
14,6.042985016444914,6.411774645994671
15,6.040715615038211,6.346797217954415
16,6.041218161086874,6.409113110531074
17,6.038109319365788,6.406004268809988
18,6.035010112595748,6.402905062039947
19,6.03145536521155,6.39935031465575
20,6.025698368980438,6.225965838630675
21,6.019674076250235,6.220344771712386
22,6.013659264887592,6.45054822271013
23,6.006442774398269,6.4495104143997155
24,6.019180261511463,6.439159412503881
25,5.992904959003284,6.491377814802274
26,6.013006962359227,6.48015945940407
27,6.284362171515853,6.475256959020295
28,6.286332567224342,6.492448857128271
29,6.241073741814742,6.527492390219751
30,6.2926874606843874,6.513609846560578
31,6.347440474258508,6.733790312209459
32,6.3482033961498265,6.827280321601237
33,6.512817315374903,6.832367126674707
34,6.607512774506386,6.51886252955458
35,6.570821173612569,6.523060158669789
36,6.583520571422768,6.523459192397635
37,6.521044817391844,6.51976849303224
38,6.490850783161839,6.449373265838694
39,6.526603953200421,6.588682253264534
40,6.591569359577223,6.647203635419596
41,6.397758850863217,6.649234530454639
42,6.342658879927553,6.530095537388278
43,6.369631593449638,6.533480223211691
44,6.398875541394341,6.651323114272416
45,6.368116483939922,6.6509140830322275
46,6.495651511948429,6.616683259191621
47,6.357377924436673,6.636010161368536
48,6.317256086855823,6.5428810290214185
49,6.332725483816878,6.6260861632375025
50,6.358103242073966,6.571196457534675
51,6.47934895804192,6.5048931310893465
52,6.429551372752986,6.47051388598808
53,6.201102145321219,6.457837637091864
54,6.279078734858332,6.493245287333208
55,6.2835597947718185,6.491488023834004
56,6.15823870093949,6.465465369464242
57,6.499832687846701,6.43717092672199
58,6.366634955990751,6.436294272020863
59,6.474909100240721,6.432990418353861
60,6.49853523115064,6.429675613045191
61,6.488495407646785,6.417267898358417
62,6.489969424879569,6.41855687214752
63,6.493962453213951,6.4225499004819016
64,6.425466915017677,6.42881924802643
65,6.480611873555382,6.424351125843935
66,6.477342641357958,6.411615967657628
67,6.408357388521492,6.4090365056953
68,6.475518823721275,6.431649536576872
69,6.535353843673951,6.475397051066472
70,6.452242129212523,6.418251928983971
71,6.41322660876446,6.41322660876446
72,6.47229517285478,6.407591212060947
73,6.459633077198647,6.395011114949591
74,6.480432373574967,6.3234286247653015
75,6.446346539522169,6.313983213879818
76,6.37428180874592,6.387003774771569
77,6.4462920911118236,6.383004351875905
78,6.427890515225002,6.381673373869312
79,6.436527977286944,6.366455302461724
80,6.414684047901625,6.351002057865671
81,6.691824166369745,6.252205775936364
82,6.619727341583642,6.282418809701479
83,6.607407426637899,6.319020384118148
84,6.6045325069712995,6.2794359986692605
85,6.604461555077824,6.296659512544104
86,6.601217905922097,6.274654045926108
87,6.599281922458123,6.273126652807842
88,6.607869104928533,6.12692720928323
89,6.610584272269105,6.130131227149029
90,6.609132242999927,6.128281615454731
91,6.606325381795201,6.1304956853001045
92,6.587843881012934,6.126025836353637
93,6.566662998538702,6.127925118388319
94,6.5858497995202985,6.1264923411749175
95,6.582344297294791,6.121759889965547
