,Lira,Masindi
0,6.436148975078473,6.465225239159982
1,6.457163050239392,6.455271570344619
2,6.477744607422322,6.458589092132568
3,6.473162368611613,6.494510253296489
4,6.523607660487864,6.679165800083002
5,6.533219508232758,6.682867262137889
6,6.570768831484161,6.692598276373965
7,6.447526166306873,6.689336626453335
8,6.497048837167734,6.497768002966438
9,6.44208891795444,6.482272895773473
10,6.39527238426644,6.506644149537146
11,6.434640790059747,6.523013723867226
12,6.518242265563295,6.523105074728996
13,6.428850818889928,6.592809197100206
14,6.510267532685133,6.588568383098891
15,6.391014297990599,6.501129119006803
16,6.298152694444477,6.47904873424721
17,6.223871551232857,6.279218116108922
18,6.196020980739118,6.260940526838434
19,6.238534386305067,6.420259995524769
20,6.340190510855426,6.429318290751434
21,6.381477238375431,6.422438596006496
22,6.42374508302159,6.502437728059688
23,6.4636091347458136,6.576508348170308
24,6.4792184918078,6.569405482771316
25,6.464056484933999,6.5664279873774465
26,6.5211481450910345,6.59449947292605
27,6.519273661151749,6.590755438475138
28,6.568966093550701,6.586698709388025
29,6.645468105605275,6.5783167218983065
30,6.4782764651819384,6.5860404154731125
31,6.249941284569154,6.591907192610265
32,6.228681848131042,6.4118164431456215
33,6.2659803117222515,6.41053682201548
34,6.292194163201874,6.527440987522891
35,6.271137464597169,6.525614734516767
36,6.317699905974179,6.592977142183737
37,6.357140898896652,6.586298810232551
38,6.394318037211166,6.5810939443545005
39,6.328273782729202,6.259280911242251
40,6.210841089075997,6.247240634735078
41,6.199958318290453,6.099256312823137
42,6.123052407578428,6.096423615231827
43,6.147113632420211,6.0930990441139725
44,6.203423649505542,6.201628316886867
45,6.286661969353938,6.193168320476011
46,6.293222309231491,6.534267070874941
47,5.9749443426336715,6.091974649613189
48,5.972560340355643,6.240293047883502
49,6.083188164709767,6.285141029044338
50,6.0788112493633095,6.323362040091088
51,6.040385496744466,6.314864314283129
52,5.9491645246753775,6.312468821959264
53,5.939870241677762,6.3868037865875475
54,5.873864090532411,5.938402611669982
55,5.714366664007403,5.629724020853323
56,5.697583406584886,5.898120403270181
57,5.758102304256531,5.892324066256074
58,5.649097005083259,5.866086690823091
59,5.800758587813922,5.869226387091382
60,5.784712081816943,5.857681101683534
61,5.841110680347479,5.901735302163914
62,5.834065058504329,5.896394331465438
63,5.839586949853373,5.902868399800893
64,5.703204814444655,5.905969203422213
65,5.6229466757934095,6.029452908409985
66,5.634743279049029,6.039693056045557
67,5.71724971807289,6.042672118507518
68,5.721926078892491,6.049863413063866
69,5.922879147515317,6.0437438497091085
70,5.9865902808093505,6.290943887549103
71,5.902844511033482,6.2984456606870545
72,6.155978518190804,6.379122069505014
73,6.039841405289059,6.285230565550589
74,6.14072173954953,6.280563749181227
75,6.228322221193214,6.4334900468383385
76,6.308781135544713,6.4627106498286615
77,6.341989667879001,6.55582244461739
78,6.304411448111898,6.559342516862992
79,6.262089117465058,6.559849888415118
80,6.2361818089107155,6.445902339892784
81,6.303076376165733,6.418806060294423
82,6.281407734633152,6.3623061357761745
83,6.032433588346935,6.360449731425417
84,6.322884097347818,6.361521890053232
85,6.320415923684844,6.362026681404687
86,6.134103882928899,6.43741658281623
87,6.262470026735534,6.353616121186233
88,6.266450263297433,6.349066028814024
89,6.267630637908428,6.351457298830538
90,6.221756494410192,6.349456966723921
91,6.0267611477543905,6.353528086206698
92,6.020383092631721,6.348846549642127
93,6.022370671925227,6.35071278246319
94,6.34820162436381,6.388264206515881
95,6.350812651108987,6.389361321226222
