,Meru,Eldoret
0,6.2500935083678355,6.463844169423317
1,6.236415078500186,6.47273672219495
2,6.369865907953743,6.520406858837512
3,6.332102394085951,6.488882924212599
4,6.256728992106149,6.551033605318423
5,6.261275849837203,6.532024309759544
6,6.245179263268,6.581530734234818
7,6.400927788051529,6.509476250185543
8,6.399175839756364,6.526776287489501
9,6.355681932153066,6.507873747494992
10,6.3545313693496155,6.506508607764889
11,6.348822869095615,6.598442094393853
12,6.23959488878029,6.614182758324015
13,6.2228771503284825,6.607651865179201
14,6.22457698003964,6.627218025271186
15,6.24946940107117,6.659296566259501
16,6.2716100759226965,6.59410888623504
17,6.264717380653063,6.592966638093844
18,6.320506455025611,6.568907977081393
19,6.358458331401633,6.551688224959726
20,6.360052571078575,6.46966841230654
21,6.38397634097975,6.464868666376441
22,6.387055240313006,6.46805503850465
23,6.137847983590425,6.412748180039164
24,6.132470949190579,6.370800142923163
25,6.143247193346733,6.350886558124977
26,6.144383863459561,6.308551744909726
27,6.032614018881839,6.261319761731323
28,6.171964065512139,6.207530896506882
29,6.131820463708053,6.233603158017995
30,6.13401030058486,6.251992084130201
31,6.1380033289192415,6.263113855525336
32,6.1688617235895045,6.239242520351303
33,6.181842267476668,6.223829963092342
34,6.187962775629083,6.188812032580339
35,6.2352325424772115,6.249667436260814
36,6.342078014909487,6.248722445348484
37,6.275793882091732,6.375931132839254
38,6.204802287462465,6.3260686890024145
39,6.227651515984897,6.3754610204737086
40,6.1897514374836895,6.315792158379054
41,6.183785628282967,6.375308650808331
42,6.194637067368583,6.401664499440328
43,6.218068109107476,6.430359335592645
44,6.3416151525419036,6.506786048141356
45,6.413917115603316,6.568437823186877
46,6.409321660193279,6.627778923316409
47,6.411212771383217,6.671684510757731
48,6.399320349866344,6.66017518008498
