,Bujumbura,Gitega
0,6.60004825120631,6.459617636121516
1,6.597767214342511,6.501887548902307
2,6.582412948532878,6.443872670487751
3,6.564108554549303,6.520347161353491
4,6.659235400459884,6.5333855943495855
5,6.657688778798149,6.523269680833486
6,6.666089241493887,6.539287761085563
7,6.662768616861289,6.53770778093075
8,6.609217731160357,6.3803578082557735
9,6.575574138840242,6.0709872481644265
10,6.460579527431087,5.966428056179064
11,6.349816409168869,5.993141465230137
12,6.34726513261661,6.023357310282948
13,6.4809637725885425,6.289776334388422
14,6.526575831966613,6.302063355045061
15,6.5598168015947,6.286334858522034
16,6.56548547753061,6.341848220948411
17,6.567866474121912,6.440990212214313
18,6.557396984067386,6.428844231194422
19,6.562401232135851,6.413760208119562
20,6.6612639294265605,6.565924788878522
21,6.696744509446637,6.626395225756319
22,6.7801063467968765,6.680483654040794
23,6.798272240540615,6.672071954821702
24,6.761338645635116,6.564426895605274
25,6.7832338893375255,6.600496445658807
26,6.829274348582534,6.593529768367878
27,6.667687517929822,6.517898615383441
28,6.7040533018183055,6.509152962817491
29,6.65343300464985,6.587362343091382
30,6.71283219170475,6.5523933461603034
31,6.70109470733715,6.361534665085089
32,6.592626818548583,6.2371482855202585
33,6.402324417872969,5.7518503784391
34,6.364820103532932,6.020229898809272
35,6.281010311329168,6.181476219488276
36,6.276039711466149,6.1302518980046505
37,6.2726234905071925,6.097567946974433
38,6.260097702004639,6.05700108263572
39,6.3330119198705015,6.098678935803556
40,6.325420906950073,6.235269809955775
41,6.317157126372986,6.230014936380357
42,6.315421780838095,6.313978779144703
43,6.314404220342962,6.313681937899138
44,6.3242570027810965,6.320648193379105
45,6.321867974543461,6.141727443695866
46,6.330552384438835,6.196294511578947
47,6.33491731345092,6.153468737943311
48,6.3289196171763376,6.156977511799556
49,6.255332743183734,5.873398132485764
50,6.2575397613385135,6.055986842616671
51,6.259751661198427,6.058198742476585
52,6.255862403578032,6.058011838653323
53,6.2519820663493,6.052017710312596
54,6.155221585935476,6.048502769884473
55,6.151718957051852,6.14997223171691
56,6.49151347154548,6.154791515856918
57,6.052718412089843,6.103914425481159
58,5.995377991754598,6.059528238765761
59,6.008515448312788,6.0644182258939345
60,5.952034521800883,6.069332238350434
61,6.22703327217427,5.954787007852328
62,6.159913564014535,6.027409392846542
63,6.246032062060443,6.092436321204141
64,6.224212038118892,6.144883157301278
65,6.3513185989813765,6.098483257859764
66,6.382585806619267,6.19468502525166
67,6.378062200179386,6.192225701277987
68,6.470177489087192,6.287855932293237
69,6.367775555469111,6.288655612463802
70,6.406554090607581,6.369819675847595
71,6.586199804956768,6.363056253642558
72,6.5380643098633335,6.3680733655268575
73,6.489590766797371,6.1896170558340335
74,6.446543246123182,6.182407502007309
75,6.427106163219366,6.002792329552534
76,6.455163164474013,5.993403166542349
77,6.480129602232846,6.239378814185892
78,6.493915047711387,6.323733245468043
79,6.474082664085085,6.322999759588364
80,6.453848984952939,6.153141801342456
81,6.39529549000291,5.653141353007913
82,6.0364631851751085,6.034440939794341
83,6.133682274353707,6.083157029159058
84,6.223312544647138,6.0785464216874034
85,6.175535543462111,6.075864257748773
86,6.213731975652058,6.118338319909624
87,6.252669623213981,6.057141238932744
88,6.285263410063279,6.101710326020077
89,6.355641152092056,6.189428464197081
90,6.348544953304716,6.184598471815756
91,6.17221437727505,6.078256920030737
92,6.251630151518908,6.071789985576339
93,6.2023750675322935,6.161012678510912
94,6.284249610240393,6.158041924924759
