,Kisumu,Kampala
0,6.51536099454738,6.424434666971581
1,6.512443571830001,6.548953959601279
2,6.507532552479478,6.500184393944528
3,6.49763756178946,6.618917840292188
4,6.501129798384963,6.6108579266410885
5,6.508077896011896,6.552406136343881
6,6.510998268439593,6.565444617365182
7,6.503620562411661,6.614492537642149
8,6.422703271116757,6.281417529383605
9,6.418005018978617,6.477066337580395
10,6.414844670494473,6.436759632406356
11,6.41139489999603,6.39447873343113
12,6.411774645994671,6.448236165626591
13,6.408525672100433,6.540622266593799
14,6.409113110531074,6.556107830249778
15,6.480495016088001,6.60864234057717
16,6.402905062039947,6.577396609166684
17,6.319690382106504,6.398114045424532
18,6.312825964012967,6.274648420418857
19,6.308189135005908,6.300161239991715
20,6.303566032361484,6.461141600786897
21,6.374768335556976,6.506716735358224
22,6.43879911705772,6.504280558759954
23,6.487982225801136,6.540788747110095
24,6.48015945940407,6.5395087924460205
25,6.50791564290139,6.638017812616078
26,6.655991040994017,6.6202616339528095
27,6.645696744609984,6.693659996484432
28,6.633226580452754,6.743012470263224
29,6.627526505122292,6.788462071485471
30,6.626635227449874,6.795052188323606
31,6.631517038328846,6.457610625961792
32,6.453942983455264,6.29567321599587
33,6.455382450293878,6.254304622917901
34,6.522820826592362,6.348590414901033
35,6.386784296043806,6.431339459747963
36,6.378622409720845,6.42795934562421
37,6.393163144388633,6.425462546345036
38,6.464994811842604,6.4602948054482185
39,6.466461404450031,6.494082567364871
40,6.498346839073698,6.483104503385116
41,6.470107635747989,6.234672755335146
42,6.467868412881293,6.187225085769094
43,6.396204065750183,6.097422616313912
44,6.393539707877411,6.173064825751855
45,6.385507092158509,6.273969872959751
46,6.378976199013695,6.263249528729196
47,6.375095254855892,6.247874489253032
48,6.3099011402560885,6.03517053161397
49,6.302188703028191,6.08959064733516
50,6.296067910537139,6.089719210280764
51,6.2140649930188205,6.078305560351269
52,6.357026691930195,6.2691793717656585
53,6.358630095732033,6.065927672431015
54,6.323337376677442,6.059447919528419
55,6.28675336961144,5.937244533949354
56,6.200881361873394,5.746454978558903
57,6.207863938226344,5.779434433015206
58,6.125196161701164,5.830679903144867
59,6.128196459640903,5.831546365570914
60,6.167351977894375,5.869226387091382
61,6.2050319364392434,5.852730596523678
62,6.200813335195003,6.023432237141434
63,6.203969359116571,6.015229998797965
64,6.207115453879592,6.020651435457276
65,6.204671176286215,5.874903383847323
66,6.20053440048882,5.85480216770964
67,6.188812032580339,5.714904871582719
68,6.187249806692381,5.825810236461387
69,6.187202434724281,5.8667251963633555
70,6.340340187736551,6.040662183171701
71,6.1898144964969735,6.046576699783267
72,6.197432801761317,6.081429216198022
73,6.1897514374836895,6.2170324166826445
74,6.183785628282967,6.157397194040704
75,6.172368105899941,6.18924878044419
76,6.1692779449380435,6.271091897581063
77,6.313983213879818,6.369587856970138
78,6.453287279525301,6.422032375552536
79,6.385002354538578,6.418737860900371
80,6.313441609830385,6.3256648576115895
81,6.436527977286944,6.409434590611459
82,6.459509063569616,6.432292617934824
