,Lira,Gulu
0,5.635845373847415,5.539405523947968
1,5.6341624748955565,5.43331284054056
2,5.751701517861699,5.790922231014981
3,5.788716895128923,5.788716895128923
4,5.894476170595299,5.788636317783089
5,6.043431360169944,5.850786719099127
6,5.783409002071478,5.857713727791993
7,5.797460866115625,5.628671315540247
8,5.71903860700354,5.631086812130403
9,5.631893952120291,5.535290529329386
10,5.720622281086634,5.536230636314049
11,5.623736305825427,5.66514349493958
12,5.423792202869158,5.528757383475383
13,5.41895718941226,5.415988359918458
14,5.417449185415537,5.41348878419944
15,5.411983050855047,5.69892079874697
16,5.342936347741292,5.688485802513621
17,5.283441623247333,5.689283308275782
18,5.283993023640264,5.508936755458621
19,5.28116832756406,4.9964847581085365
20,5.2848882477775625,4.997954958588023
21,5.068819317163852,5.138928883350879
22,4.993391829878138,5.281826631006785
23,5.074331423478746,5.249684310956607
24,5.146848729373835,5.27715327182826
25,5.209331031250209,5.2702397843372015
26,5.132759470328324,5.2688916446529035
27,5.021412250463662,5.258412836439298
28,5.123795709372973,5.256017344115432
29,5.116156585835759,5.249029867215732
30,5.084912781034857,4.957573358658255
31,4.939726449196274,4.942866169200942
32,4.5130286881160515,4.5130286881160515
33,4.510848991572132,4.520418442588283
34,4.544330850840772,4.544330850840772
35,4.661980257420478,4.543658732205537
36,4.730655345160345,4.537589249083414
37,4.942049894503591,4.535361820593323
38,5.212721725191387,4.521892042771804
39,5.271703635316351,4.520112858886331
40,5.696991831216638,4.911379422984599
41,5.691784644209972,4.918117086992008
42,5.764146119530081,5.203196108581522
43,5.54303462835077,5.12806298987892
44,5.086228299901257,4.753935797682752
45,5.088139634355128,4.936589736227927
46,5.087187761210118,4.935637863082918
47,5.086236793266025,5.086236793266025
48,5.211616324404532,5.1501312407538515
49,5.326761933209239,5.2099987854536005
50,5.32883091714035,5.212571111024489
51,5.459853718435117,5.334927795266354
52,5.330582130612325,5.437964891650919
53,5.430360427204537,5.526336385994839
54,5.329223491365282,5.530262172112174
55,5.212410332453946,5.383303193424278
56,5.212105905238999,5.212105905238999
