,Ruhengeri,Ngozi
0,6.1496858585690015,6.17296067908498
1,6.056300376498575,6.319639708521345
2,6.036932924988593,6.5390410163793495
3,6.011591005672084,6.428206556310445
4,6.208951377524065,6.525570279259593
5,6.37370726342418,6.32987460492005
6,6.421562369717449,6.338539633279884
7,6.444616316274036,6.3075833984752
8,6.298083052558324,6.146254130990976
9,6.294294068623483,5.992716020139272
10,6.162304880034476,5.997327721868091
11,6.236038042291054,6.056654870952463
12,6.233566104976668,6.295020733579091
13,6.291961155137457,6.288037203515295
14,6.383578118429606,6.286532413014185
15,6.360800369586706,6.28546680291197
16,6.373399263296248,6.291204488129656
17,6.426962654406053,6.342498594337777
18,6.447141375171047,6.334582976338297
19,6.509501834581397,6.413760208119562
20,6.522731611974701,6.486386360958224
21,6.551947251484816,6.553580195906542
22,6.553847944347396,6.6150971596926045
23,6.292634162938155,6.566956417117085
24,6.374879493180546,6.4155079536871895
25,6.45087157378025,6.458610785564427
26,6.443191151810789,6.451861115047146
27,6.442376201211883,6.384879124484967
28,6.443768788494894,6.278673953042564
29,6.515515485816363,6.404985027843036
30,6.518057033817434,6.277424726981507
31,6.521250074688369,6.071988659195245
32,6.526788713120543,6.081335537032618
33,6.528241392978615,5.824231758316204
34,6.527121795876571,5.959354995424768
35,6.270001764617799,6.081842310265665
36,6.309820053884018,6.074938260020598
37,6.3051048091378945,6.06897448271076
38,6.438948204351826,6.059859588631684
39,6.430693375926778,6.149972230191106
40,6.423847100351146,6.1448220034675645
41,6.4156784521236645,6.230014936380357
42,6.416990956715614,6.228869104423331
43,6.428153102377929,6.313681937899138
44,6.442110231792247,6.23501626285908
45,6.447115653821153,6.141727443695866
46,6.446658961568394,6.095905008643141
47,6.44550278363884,5.9316332312891165
48,6.311640488449736,5.800053222391385
49,6.097670731682509,5.86990366183599
50,6.024075835939438,5.8744416833772455
51,6.0187983293283125,5.876653583237159
52,6.007248030703994,5.9367134348092065
53,6.11356454848365,5.869307728576876
54,6.110992729647756,5.858775215490107
55,6.166741428388842,5.9870418642376055
56,6.109684664591467,6.049819425140857
57,6.17168423152698,5.936272031350254
58,6.0002506791802075,6.114310584957968
59,5.932379497724375,6.008515448312788
60,5.859899487798347,6.124114584542641
61,6.111270160065494,6.016312240858618
62,6.10991513552814,6.082340825038057
63,6.210093202472783,6.14537874047434
64,6.21703425775667,6.197289005113433
65,6.222280034362545,6.20511498084665
66,6.223243426641129,6.196450250776229
67,6.220750869475664,6.192225701277987
68,6.265752704328562,6.289454653656934
69,6.32505006800594,6.289454653656934
70,6.317147341881834,6.282474754276641
71,6.115596876549018,6.273903548211585
72,6.083595967874424,6.13197866186557
73,6.050499211585045,6.056590331400893
74,6.103828296092471,6.131487411580053
75,6.0929968355847555,6.165364111776201
76,6.088751108629726,6.157192475207375
77,6.135719345079384,6.239378814185892
78,6.150760019857685,6.403427824330405
79,6.159208329963582,6.403968822122032
80,6.186976217466884,6.2471359750348245
81,6.197768188976779,5.876888951456165
82,6.049909399349216,5.806235923633672
83,6.1288587287986385,5.931384492792854
84,6.202028567173874,5.95849633237177
85,6.19919209345925,5.98489248111995
86,6.201098536878158,6.0364631851751085
87,6.205457075521442,6.133682274353707
88,6.195407616420538,6.129166412533912
89,6.180379604385593,6.178143106869191
90,6.167363575228331,6.120173182809735
91,6.143005672196157,6.1365851441931785
92,6.3131874149719565,6.101710326020077
93,6.402695676499886,6.094202385145508
94,6.4962618639119585,6.087606205828446
95,6.5818175869250295,6.0267679500726565
96,6.447831521623699,6.020301015618259
97,6.443843261296628,6.203185112129038
98,6.435106453758529,6.202714364976352
