,Meru,Nairobi
0,6.618749096401022,6.918917142641159
1,6.616766744535951,6.734997450714313
2,6.253426844787594,6.764585191897196
3,6.2183965729975075,6.839996602265405
4,6.286355275080574,6.847582666910338
5,6.332102394085951,6.7840875178290085
6,6.344155565281938,6.826732031130862
7,6.347042671594628,6.8919829141380236
8,6.348678368793648,6.754143476901811
9,6.353370535522481,6.737814618376857
10,6.39990337707474,6.736894959332139
11,6.398875541394341,6.736492478697291
12,6.397660730246647,6.7518580805548085
13,6.348822869095615,6.731676530817233
14,6.385507092158509,6.73286872857899
15,6.333428946101424,6.713360752204424
16,6.269249420091233,6.716442261281928
17,6.303709170008167,6.820726764022079
18,6.333358082991144,6.8266658924364245
19,6.397253054784485,6.795454701147532
20,6.411225983427125,6.65984862004232
21,6.20224095268945,6.659054816764169
22,6.0247331791525935,6.360634965102319
23,6.0489719303145995,6.365110227145485
24,6.031705818613825,6.499832687846701
25,6.079904811264352,6.438290944897186
26,6.125748708343024,6.436750223139949
27,6.171964065512139,6.429675613045191
28,6.084279518939052,6.4219548838385405
29,6.160490223749327,6.477993233832854
30,6.02445995151566,6.493962453213951
31,6.080902928243835,6.430157040868091
32,6.13262319487261,6.423004324293556
33,6.188812032580339,6.389637060938853
34,6.296332201117933,6.448309439533206
35,6.342078014909487,6.476152738164056
36,6.268066001924324,6.4769465579129
37,6.188135234977254,6.41964703596198
38,6.377540743926958,6.4209079730420875
39,6.344612596914546,6.508657350387003
40,6.366383085202827,6.592006318184378
41,6.354133489153418,6.553918725067488
42,6.37629211432237,6.456960017389824
43,6.386036531519875,6.460717296052026
44,6.512519092407855,6.6746858472233495
45,6.5081674948299115,6.863783054289599
46,6.566656276212781,6.8543383486645615
47,6.661181722696382,6.921842013395526
48,6.575586864175662,6.923450998784079
49,6.481973862166198,6.918950045320755
50,6.56667362328174,6.9755659902614235
51,6.644756165940486,6.974806897716756
52,6.71564269559263,6.921444217738019
53,6.781835231128974,6.917661375862936
54,6.779293171834601,6.779293171834601
55,6.734763699625318,6.779838253727508
56,6.6392747647320345,6.8481759593307014
57,6.632204273852051,6.847103084076553
