,Kampala,Soroti
0,6.456406483124705,6.372391869941915
1,6.433756537325549,6.370640577278522
2,6.444134157483775,6.5257701407738695
3,6.411815898740327,6.55629087456297
4,6.6167693122360465,6.620651652486489
5,6.609154152421307,6.612455971419808
6,6.651157472929973,6.62002426828871
7,6.598349920832463,6.561597107918934
8,6.528490626350559,6.006536024298302
9,6.122483898456167,6.227102299052104
10,6.177429919199405,6.066754399627313
11,6.219172051891497,6.062777709467196
12,6.221904564035328,6.116445190189492
13,6.21706955057843,6.083029640271961
14,6.260786644586643,6.02178675077425
15,6.25757878317172,5.971031784621603
16,6.0959569293486515,6.033953602043412
17,6.490122621510149,6.070356963259788
18,6.202083936018567,6.040939431857416
19,6.199259239942363,5.976565227858021
20,6.20072944042185,6.039056534663201
21,6.085991273891787,6.027762768991995
22,6.093007630923488,6.036262135538013
23,6.091974649613189,6.03517053161397
24,6.110455785799122,6.056934684361107
25,6.083188164709767,6.026148339663316
26,6.079821860869233,6.02159335596944
27,6.123893015909692,5.9515600169992435
28,6.119565155834772,5.882789455730505
29,6.085738614760137,5.875485673277005
30,6.056185647326365,5.871391901387022
31,5.909885772883303,5.864783674282612
32,5.899323049235942,5.650923325118823
33,5.840267704300021,5.51894727269941
34,5.649097005083259,5.407377068196114
35,5.467431007872181,5.463761278983219
36,5.628345580121404,5.444781015087852
37,5.526399935507779,5.433142442021197
38,5.689119464595366,5.427338120575742
39,5.69957371962666,5.529888746837217
40,5.700318809555521,5.554323607888483
41,5.778881477414169,5.5847254629732115
42,5.824251725093439,5.63319648833073
43,5.860350561713563,5.6372070103993535
44,5.798257397085895,5.639283204288931
45,5.789347754890795,5.6565719346482695
46,5.865071969663276,5.6821378554229085
47,5.870525719778315,5.68966295244802
48,5.948900478153654,5.645760982008161
49,5.856292101256782,5.634376297180895
50,5.783783672336026,5.630509800982303
51,5.841175693608735,5.617413138870241
52,5.9040897218658595,5.694485193435976
53,6.012072877856533,5.691277529953199
54,6.016729375660117,5.766301865397439
55,6.017236747212243,5.833672182178691
