,Gitega,Bujumbura
0,6.554927815925841,6.831711555865291
1,6.640061667464929,6.829314736948645
2,6.625934183072725,6.789606543342268
3,6.611977484199415,6.804777198418894
4,6.611630181391524,6.6416082522061375
5,6.420471500272277,6.659550398944849
6,6.338539633279884,6.626008735866095
7,6.389106889888386,6.6419894539775415
8,6.525878007915254,6.649500081062035
9,6.605427101989923,6.648599273855131
10,6.395156963212513,6.612940262058149
11,6.291596680163449,6.568359229397142
12,6.24536514313323,6.5908872152743605
13,6.3443007194227174,6.58308978407871
14,6.520400855227172,6.562845757859206
15,6.519407263256823,6.598021512628579
16,6.524855413696548,6.565814479014084
17,6.548590370465644,6.6072390975471516
18,6.738399279456277,6.57633323386622
19,6.788854218351428,6.56434928469996
20,6.775275018060396,6.567516385585666
21,6.820742151103207,6.553897505127037
22,6.800904323491358,6.54101188514996
23,6.554426726648483,6.567262555187745
24,6.631597045978958,6.563238541335895
25,6.460845423365843,6.532216417257762
26,6.450899422394089,6.560165067690595
27,6.445122354215683,6.519092645376048
28,6.512763075041591,6.551059360118871
29,6.445954217953043,6.588755294981189
30,6.517745135747626,6.605776806720178
31,6.5056591931481345,6.583560273297957
32,6.522935379097491,6.594301393318915
33,6.517378938876149,6.58685742406695
34,6.519882221977137,6.588814356727455
35,6.446367436714035,6.589359020589508
36,6.363567750828419,6.586142958847989
37,6.357725883369943,6.579514759064343
38,6.424542346216506,6.569733284672292
39,6.553135841310992,6.556586103503144
40,6.608783318257338,6.549713223468156
41,6.538284257588735,6.604119515454373
42,6.571052762583975,6.601299775586061
43,6.60172521678432,6.602266781920763
44,6.611038093101472,6.611578779786718
45,6.477577015290735,6.609550046995242
46,6.410762666473887,6.617689646198851
47,6.415967239608131,6.625869143584258
48,6.418132829917909,6.626653862364576
49,6.341947216020505,6.6318103144186455
50,6.2575397613385135,6.632927414209401
51,6.346366134035198,6.634048206486979
52,6.343270842315979,6.630406914208195
53,6.340185101871209,6.626774874924381
54,6.335942094428762,6.624352233894867
55,6.4122020062373215,6.620303604451678
56,6.417693559310212,6.680884611753697
57,6.496356093703037,6.689850951095116
58,6.347695630324375,6.694717142562465
59,6.352585617452547,6.701662628872733
60,6.270091191171099,6.705549419872702
61,6.273439644988426,6.515340149394893
62,6.083312170427689,6.371479561986303
63,6.376958065268908,6.407176191833273
64,6.3801972442357435,6.382394242556285
65,6.387143325499521,6.42737863769142
66,6.457321065777353,6.419946473580604
67,6.454048107157308,6.509398202240473
68,6.456754468755051,6.529703468401219
69,6.529703468401219,6.530331411906939
70,6.52449427248885,6.521976964677472
71,6.586199804956768,6.518046916719541
72,6.590039753668052,6.521803788991553
73,6.525584369445276,6.526846199265699
74,6.444498952395902,6.520651218276904
75,6.305165117414319,6.536400838625864
76,6.251521140128388,6.527266458375356
77,6.2402008446473065,6.515064879288084
78,6.323733245468043,6.51281920235054
79,6.403968822122032,6.518874025193815
80,6.415645157541168,6.524892407686636
81,6.425401224899077,6.517067355550041
82,6.476996392112063,6.476996392112063
