,Masindi,Kasese
0,6.177429259904277,6.346395025516676
1,6.1779149786102305,6.339563748316634
2,6.203216766657812,6.368854314887885
3,6.179494764568006,6.364867492656624
4,6.130905644493703,6.302427584043952
5,6.194913668721518,6.308085776465766
6,6.193412836773711,6.304022708317681
7,6.179648720459842,6.294245815492255
8,6.182094873305326,6.267673380011114
9,6.177661241496442,6.290076460134158
10,6.178142286718774,6.286970364640864
11,6.226156343329002,6.28124928085889
12,6.221308394987518,6.275131015811402
13,6.213213755990568,6.269905425364633
14,6.194689712562842,6.2491060871399045
15,6.173519819667611,6.227078885024721
16,6.140075824644642,6.294226504471901
17,6.133074570711704,6.288217806451714
18,6.142251262294685,6.288004757684856
19,6.134632646193144,6.287791754298108
20,6.264355423921132,6.285826489962831
21,6.393507427294286,6.279907416560918
22,6.449836239932684,6.276007303184382
23,6.442286155887745,6.218606555244162
24,6.438389706434408,6.262058753777611
25,6.612455971419808,6.257534701020181
26,6.62002426828871,6.310628435613145
27,6.365989714413329,6.347297581401177
28,6.4527123174634795,6.3668608091521115
29,6.6327158742379675,6.369282154496541
30,6.6342506833302615,6.369988885086579
31,6.62896068518407,6.407006548223583
32,6.627369672143493,6.403286631758883
33,6.618651356660965,6.395805026332744
34,6.58143835029827,6.432204705577433
35,6.570147672170397,6.418592104610791
36,6.574369305791731,6.362657981567863
37,6.574019539333248,6.252072422680107
38,6.569954148308811,6.247963754674888
39,6.202077452308745,6.15000395148156
40,6.193168320476011,6.310346212392294
41,6.293222309231491,6.336602604861716
42,6.293192840298432,6.147625904162566
43,6.290808838020404,6.090058919852007
44,6.49934027686332,5.6507205392182005
45,6.36684280483642,6.328376524008624
46,6.347147431183248,6.299968870908157
47,6.340348788783034,6.3294875493514295
48,5.866086690823091,6.3329991274991535
49,6.050321702162092,6.263107440216855
50,6.0338106882295675,6.187961368056826
51,6.264743092411093,6.22296592281651
52,6.259917808488924,6.301859439573603
53,6.266593901736292,6.369328020611899
54,6.2689769936693915,6.228904854325893
55,6.27462060814678,6.057161197187559
56,6.1471133046663935,6.405194907341884
57,6.096739339777794,6.371176185479554
58,6.049863413063866,6.294808393059292
59,6.094729404441977,6.328344255623482
60,6.099299003294265,6.287738756600155
61,6.107682547035447,6.204561901601647
62,6.105453272996156,6.205810891938681
63,6.285230565550589,6.143667001228802
64,6.280563749181227,6.235529533008196
65,6.292598102802026,6.357432088559859
66,6.308006842048808,6.308781135544713
67,6.339744998025177,6.341989667879001
68,6.345481858979227,6.382780515227405
69,6.344497805944682,6.344497805944682
70,6.359873281253265,6.368670991956794
