,Mulindi,Kigali
0,6.81738641762939,6.846945219870934
1,6.813521055164761,6.842570399600188
2,6.807770681886676,6.8437122584612915
3,6.7760978809169945,6.8007769508038365
4,6.75549879438876,6.820810357484784
5,6.752097401946285,6.82736972891808
6,6.736256897887701,6.814019102862512
7,6.754797815745553,6.826507321767071
8,6.767494833372926,6.84191811374304
9,6.750147987945943,6.8202575541329695
10,6.7611142054171625,6.833728877493803
11,6.745774752578109,6.800279744726102
12,6.7484220841200795,6.793554642890417
13,6.702427529643627,6.7719535922922365
14,6.688547499490726,6.758000564266977
15,6.676085989263267,6.7212658919704715
16,6.656985645303576,6.703479117785936
17,6.710253252164891,6.785334422519099
18,6.698471867612233,6.755766141787966
19,6.684263425495448,6.717248302801321
20,6.665469807143367,6.664910991817286
21,6.659403230216061,6.707201397306945
22,6.673209519653741,6.697095349804479
23,6.681718944500208,6.733867281623032
24,6.68441167711708,6.700814450558537
25,6.67550015231221,6.689723586846337
26,6.661708758240538,6.6743567134837765
27,6.652412085236046,6.665923941155782
28,6.652013908456621,6.672779681960333
29,6.649542006323898,6.655045597540877
30,6.645975163348919,6.71684369048589
31,6.6477178106060135,6.708700849526039
32,6.651141358838321,6.729047404872518
33,6.658581387216461,6.740156270879217
34,6.665767649019375,6.736950255393017
35,6.655323236739954,6.762441001500652
36,6.6607232367284945,6.738670896924738
37,6.662003795379246,6.740386751634418
38,6.657755920277485,6.73126419226331
39,6.673914955157913,6.726288454889494
40,6.670388654990838,6.717691219819535
41,6.647264212055518,6.710844944243903
42,6.630568861681154,6.700960386272553
43,6.637074274733229,6.708831039316058
44,6.6510176747532395,6.711642296569674
45,6.664975966741286,6.729792304244028
46,6.669561124827782,6.733138989151593
47,6.668684569781263,6.746142628820267
48,6.6689260161183475,6.793398039925528
49,6.667517666091672,6.733451860868217
50,6.6649977390414215,6.753683690801384
51,6.665818678860372,6.717750303619431
52,6.661096265241573,6.735917475924561
53,6.674697865768655,6.703561440821989
54,6.664262563497018,6.689987454735453
55,6.659809276561418,6.665763286031526
56,6.653201819598087,6.6779209718187635
57,6.65900504866579,6.684282006142507
58,6.647588603737463,6.678394254959284
59,6.600573046815747,6.686515476616472
60,6.617306296845496,6.683849687622107
61,6.61440822419771,6.679018664498173
62,6.623072924813738,6.687468087052061
63,6.628318701419614,6.692713863657936
64,6.627558448366056,6.692168888666519
65,6.629100317627914,6.6905378374704165
66,6.636799746645856,6.69153143983644
67,6.638192654794407,6.699595868752542
68,6.663210625225972,6.695801192539341
69,6.655321267645033,6.693082555814008
70,6.630667434440515,6.693099850728996
71,6.6404734313287825,6.692571462208575
72,6.6191186462889,6.680529095912827
73,6.608868074557321,6.667509450724559
74,6.595873385409056,6.654462786874487
75,6.583410267806092,6.646914586295526
76,6.576270675760085,6.6416234387724655
77,6.570920669456183,6.629659486627841
78,6.573683448504491,6.630052596320832
79,6.588178004034093,6.628206218016323
80,6.565125371416499,6.62539853644093
81,6.555929656478118,6.638285027847643
82,6.527823990363879,6.654302151366751
83,6.523308578377271,6.640288078433971
84,6.511744944632696,6.632482985797308
85,6.49898560044542,6.623647077140293
86,6.48619570722927,6.602632666494492
