,Kampala,Kisumu
0,5.470728347419592,5.663050592336632
1,5.458969852156508,5.665145711442798
2,5.460547710239721,5.632303455607044
3,5.456993749154578,5.658435682791919
4,5.428510313927199,5.650460467056651
5,5.430104293642521,5.6453157285155475
6,5.461639567537767,5.644411917069104
7,5.566097417567529,5.661726557228723
8,5.567228546636379,5.662286980255242
9,5.595170821967687,5.655378637757975
10,5.611889148977269,5.650149312952401
11,5.612619207362562,5.645324684896288
12,5.911840245564505,5.642164336412144
13,5.6792556011719855,5.792136561535243
14,5.54276441635688,5.791749730263689
15,5.534623610463989,5.700689398665549
16,5.533937237081611,5.637962998629512
17,5.58418308839212,5.6348541569084265
18,5.633328596293082,5.710523285267847
19,5.653388594799817,5.624883450128195
20,5.7656386678618405,5.682552025271533
21,5.733866391976621,5.768359647969329
22,5.728602018516291,5.763139938819203
23,5.735801902138559,5.756721464185711
24,5.731147736751843,5.7460122319439355
25,5.7298585308937655,5.725842173754239
26,5.730052415847992,5.718796031024982
27,5.726010375083201,5.846394202277281
28,5.720502665874353,6.070165435692222
29,5.811989948718504,6.057741573514864
30,5.790089578940895,6.045890772185865
31,5.958899158256917,6.089215612692157
32,6.102029828334253,6.217219775604103
33,6.109099196459389,6.2257699620812135
34,6.033060576314948,6.230121695754557
35,5.798513035977917,6.234106630229812
36,5.676134973936596,6.236415078500186
37,5.719883455785202,6.050020259012001
38,5.623736305825427,5.940367478789689
39,5.528757383475383,5.832822456095262
40,5.6189089775824845,5.838244418011139
41,5.7011708566512205,5.838868489147492
42,5.5896642280924995,5.789942314452403
43,5.600378535003355,5.791097344948546
44,5.4036072545508675,5.7086395710418545
45,5.508936755458621,5.70524108700508
46,5.400951363887112,5.700392527317466
47,5.405414085303052,5.690898990958889
48,5.341019025467256,5.684368097814075
49,5.398856937986302,5.680491409799482
50,5.398827469053243,5.691082366106241
51,5.501201391272897,5.684141831656925
52,5.331933353342541,5.6772491363872915
53,5.3284461754094945,5.67054198068604
54,5.320655145316519,5.7977690060576865
55,5.37278049187107,5.8004367831431525
56,5.307211822598467,5.795637037213054
57,5.245255431110037,5.664432241620108
58,5.225047245462376,5.663199000270156
59,4.918493796224216,5.670535494594354
60,4.922703897779067,5.672169642394061
61,5.235160533260355,5.5193370956035475
62,5.110232640733851,5.339466838321893
63,5.090235997406944,5.330396879833921
64,4.840078720018234,5.57220467577263
65,4.734190940015797,5.576181823223533
66,4.743484072790689,5.512297429154828
67,4.837486656206132,5.513197636284299
68,4.929799495233464,5.50906930611186
69,5.097291180167716,5.497361205268572
70,5.098210509666667,5.4941026261324355
71,4.949208222765956,5.492361773658002
72,5.167659538312995,5.497380728947945
73,5.267067944995011,5.493305968234323
74,5.302970958847781,5.5026258697830075
75,5.359091567870766,5.4982612581313735
76,5.344647141107389,5.490638447723022
77,5.340780644908796,5.480054606088573
78,5.3849382601271465,5.476130764378098
79,5.40823271379379,5.617958333492258
80,5.864484127981471,5.627142276829259
81,5.834407818866163,5.622291851820194
82,5.867905353820933,5.754895150102365
83,5.700038377160435,5.611646995814282
84,5.615845094691474,5.71649165163099
85,5.422650721538611,5.812096736701151
86,5.253389207250436,5.813529536407596
87,5.285013504540038,5.813621665459461
88,5.336103414720988,5.810214935358393
89,5.3565503491268665,5.810849444504627
90,5.383303193424278,5.815279771312942
91,5.269516812452338,5.809329647824573
