,Eldoret,Tororo
0,6.57967627648322,5.698550031947693
1,6.606251612436677,5.742498963288706
2,6.627769216141513,5.784597426862376
3,6.639896049740655,5.780015188051667
4,6.604735697345827,5.830460479927918
5,6.588176659080447,5.823459135165726
6,6.611207896231595,5.7949530233687225
7,6.602477055831913,5.847175087117204
8,6.587438064189276,5.844781203428712
9,6.567683874723921,5.831958815207664
10,6.540699581236758,5.916583787478151
11,6.552923820509729,6.052661965810316
12,6.4846051673461975,6.048795584257324
13,6.538904747154852,6.044948372396227
14,6.556758243459415,6.038243067240719
15,6.478106288921558,6.03042545473073
16,6.4731300771899845,6.012178564337852
17,6.522906191055747,6.052049976776908
18,6.4896777054959705,6.267075515405949
19,6.589371344800405,6.287367104571401
20,6.582190495280729,6.338979123669129
21,6.639273233002824,6.422438596006496
22,6.620322433055505,6.46359099156879
23,6.547837167779981,6.463255465422941
24,6.646108286145729,6.456761407706958
25,6.605966239482725,6.453111980278505
26,6.645415885178283,6.449836239932684
27,6.610420574923716,6.442643362535587
28,6.6266789277301195,6.469031300719109
29,6.608447741182437,6.507661339637742
30,6.736087842754295,6.477932645340147
31,6.694282014881355,6.4453199176035705
32,6.7928738818393954,6.278443357690105
33,6.819561363845803,5.800934381322347
34,6.792978532875486,5.873083414577452
35,6.739613538713513,6.11402732714971
36,6.843500006673973,6.116939383429103
37,6.7542819532767755,6.055178433176196
38,6.75718761928304,6.051051941168544
39,6.807360014223469,6.018118854425363
40,6.794399453812331,6.010220017711317
41,6.756570373233819,5.913630953654796
42,6.808931369900132,5.916797074292741
43,6.821585645708063,5.9109774673226845
44,6.837558570700701,6.039056534663201
45,6.82870263582028,6.027762768991995
46,6.829327422039969,6.036262135538013
47,6.846322311211043,6.091974649613189
48,6.756627815732815,6.113401296028878
49,6.776816079065852,6.123687526544533
50,6.700979728518431,6.0788112493633095
51,6.725026946562089,5.983165356414574
52,6.69662633569622,6.009249335412577
53,6.711927769087209,6.002530556671921
54,6.713399299799052,6.002289879121233
55,6.753178141793563,5.745752977828073
56,6.7213571194261155,5.697583406584886
57,6.694393791689062,5.683569252393964
58,6.694910425407786,5.456911003318391
59,6.7015664708547265,5.359217423231947
60,6.66750099676304,5.342731760733681
61,6.649763555242907,5.330285056581489
62,6.607473947792195,5.427338120575742
63,6.612580561987755,5.432864770555157
64,6.650086877579204,5.485091816319161
65,6.5821482927748045,5.538205447338319
66,6.511731775587845,5.634743279049029
67,6.472810987575024,5.6372070103993535
68,6.4608267676858295,5.642355403325902
69,6.539428604387573,5.715239782737073
70,6.458867749115261,5.7182428600650255
71,6.579972667671775,5.647990256047452
72,6.573986697979392,5.800345783830516
73,6.566928380953233,5.713946972747484
74,6.571977906605886,5.7100804765488915
75,6.618228164985947,5.739658169230076
76,6.699128319497024,5.770226819210122
77,6.695427331530166,5.895328803332569
78,6.710868213960518,5.895835917589341
79,6.763999181582257,5.83863497152082
80,6.765686741736599,5.825704158979006
