,Kamembe,Bujumbura
0,6.668131934783771,6.71097374466288
1,6.659685276645941,6.770984048656892
2,6.661473185674499,6.7692255363779195
3,6.664371981824951,6.758584576267968
4,6.609791223047029,6.8798199446699435
5,6.636040277721459,6.8107370397350895
6,6.6686345813781935,6.8241284436619205
7,6.638263000048744,6.82627098712563
8,6.613296546511881,6.822501815157606
9,6.635936872882846,6.765444714038118
10,6.6019454883193776,6.75300676919163
11,6.617904918014925,6.8035538105448605
12,6.579364834389938,6.811812505378781
13,6.571979460215723,6.7772194175308735
14,6.698403416153799,6.826391590315532
15,6.588560319819493,6.825951605237362
16,6.5968559726308165,6.833640665230186
17,6.66844318172644,6.832693598309452
18,6.667565375484248,6.840942183399497
19,6.634503616026713,6.8951567372032505
20,6.667517666091672,6.848377967024559
21,6.6649977390414215,6.689997005984161
22,6.654089976970547,6.692204024138941
23,6.64768824314714,6.694929666625103
24,6.637124385204231,6.746793259186641
25,6.625519477846792,6.626774874924381
26,6.619936885314041,6.587661069824696
27,6.613240897846361,6.5693264519857415
28,6.620132858649259,6.525872679612416
29,6.621963355424937,6.496356093703037
30,6.6291429863140285,6.53558149323732
31,6.6329277937646305,6.5416770260208414
32,6.624569017755475,6.512273945553212
33,6.552219850099193,6.515964564026483
34,6.615010084585146,6.525630241813561
35,6.61440822419771,6.534130367608763
36,6.623072924813738,6.568123787069351
37,6.6271712543631365,6.57991836267975
38,6.627558448366056,6.601327296532839
39,6.625638109899444,6.597690809386151
40,6.628151667380087,6.723268116769353
41,6.635309977675683,6.69385423156306
42,6.6318422135796835,6.7711186218214765
43,6.630685246548976,6.7120547500829515
44,6.627761300456787,6.717071861967251
45,6.627159197022407,6.721076389428976
46,6.6167917109748355,6.713244325392688
47,6.603043946271333,6.6959395101124795
48,6.590587029485908,6.686550347102294
49,6.5828194258391255,6.674019411427988
50,6.577454808521302,6.6717737344904435
51,6.563777781943802,6.647865408782689
52,6.565364921629401,6.623371444828051
53,6.563368698521016,6.613470412672955
