,Kigali,Kamembe
0,6.02979299071882,5.98790204900966
1,6.027803291878598,5.8942718992540755
2,6.068591596446832,5.745182453800344
3,6.061243699318592,5.900901049243412
4,6.043174239652624,6.041636172187146
5,6.058110932608352,5.910786217851494
6,6.053366294244605,5.908853020990589
7,5.998734630366377,5.911038020125913
8,5.981490674658081,5.907886438557325
9,6.034597241576024,5.860907057727357
10,6.034166389744794,6.039276262897065
11,6.02454403925959,6.02454403925959
12,5.992748444636009,6.327715790077802
13,6.008842541881721,6.327670314523226
14,6.001054548740154,6.334514734891375
15,6.008996363851821,5.737791438939411
16,6.023010932408279,5.748963051232302
17,6.040777869158783,6.039205129647183
18,6.039446517702006,5.90606501640655
19,6.087828339367025,5.906306462743634
20,6.063056437291688,5.56778743432222
21,6.056438143849156,5.344637572698077
22,6.026183318279003,5.330928655379493
23,5.5909322845309815,5.325651148768367
24,5.56188544772143,5.316212783347193
25,5.527471364087863,5.352231273406693
26,5.481561363473918,5.302409381441243
27,5.533698171898602,5.293747502268011
28,5.542255412020562,5.346195994673276
29,5.299068563155487,5.296929524906737
30,5.4004775693977205,5.256929398529727
31,5.410059494532649,5.224263701470508
32,5.401591898315803,5.144446549724103
33,5.294859172355196,5.299151024436736
34,5.297555326502216,5.188851124901327
35,5.293802470598628,5.135332129626853
36,5.011338800119288,5.194617752869569
37,5.016584576725163,5.14579630820517
38,5.019270622315193,5.306952694766974
39,5.358025545490209,5.52586908310351
40,5.378568351802099,5.305237078716549
41,5.4321067001287755,5.313842779635041
42,5.447376625642572,5.3095068314194505
43,5.404819464612802,5.179697673286487
44,5.5279841892923836,5.305714382026771
45,5.528546908354297,5.306277101088684
46,5.39301627935272,5.014896625135084
47,5.392037115288017,4.99243712663225
48,5.491974740817798,4.9823262802248225
49,5.4842071371710155,5.099795438260684
50,5.545228445913004,5.254218583368548
51,5.484686965020713,5.241125482914446
52,5.465558602968684,5.243758235200941
53,5.4659518672576795,5.143007782837518
54,5.462922414617662,5.108300859490772
