,Bujumbura,Ngozi
0,6.4099424650643755,6.028834720029062
1,6.435996596255957,5.92122619419895
2,6.348172399006937,5.930182834374392
3,6.382063202701174,5.997301919080965
4,6.384470066621803,6.080085279967258
5,6.383578783891911,6.005313902082904
6,6.392427514520984,5.933500328882644
7,6.391122613207465,5.928901748804555
8,6.3799540125709004,5.832381726287005
9,6.381324011181014,5.826894749932891
10,6.294328440669742,5.993810719415189
11,6.291162180916988,5.913976592287441
12,6.293289131414813,5.749577396731779
13,6.261580633978465,5.835119156857294
14,6.286532413014185,5.908513281514768
15,6.234242066633157,5.906778490054323
16,6.236944848155689,5.91138181063483
17,6.2433045935956155,5.914724628175666
18,6.226839979942042,6.0463516042297485
19,6.266997953362095,6.1562859289462635
20,6.303719798123241,6.143269121689526
21,6.382681564745592,6.239638643431095
22,6.2799813352747575,6.275433053710585
23,6.36171654536242,6.26880949077588
24,6.328433922018801,6.233048551417794
25,6.378461541908261,6.291324244122646
26,6.451861115047146,6.190009375416296
27,6.363847492527741,6.080106540280961
28,6.436018226750321,6.083595854626639
29,6.402640360883782,6.278549747862325
30,6.3833170161163695,6.277044715576592
31,6.401238716504002,6.265595796077003
32,6.392607679864729,6.281201403477482
33,6.364492385832153,6.075748554299915
34,6.445190089887184,6.077610732578964
35,6.368698180250854,5.89961513316127
36,6.401886615130556,6.018392984072269
37,6.359505559938616,5.95475143657423
38,6.348017285349268,6.059859588631684
39,6.333729537411165,6.149972230191106
40,6.401476898379788,6.143099350156119
41,6.35803667319391,6.229229698805654
42,6.315421780838095,6.228869104423331
43,6.315125981471372,6.229294545621591
44,6.344935101405027,6.319924866041962
45,6.321867974543461,6.237235662910681
46,6.330552384438835,6.243342928811339
47,6.33491731345092,6.24830284061415
48,6.251811614470395,6.254981189231674
49,6.253744180498596,5.93648210791234
50,6.162705658667675,5.93868912606712
51,6.235654109619366,5.871986130189663
52,6.0781370986349925,5.872393469021647
53,6.156989801028658,5.801812236955429
54,6.103285116076679,5.865792788148753
55,6.14997223171691,5.719727094610259
56,6.104601771333063,5.643382971643061
57,5.998759269717267,5.5646538286159455
58,6.001569962002519,5.567933976927659
59,6.008515448312788,5.739145179503344
60,6.013429460769287,5.883119626063513
61,6.013221048288945,5.8892268125399205
62,6.025353893664446,5.676875716929893
63,6.015785911428745,5.767163274813551
64,5.961076267891132,5.768670592030551
65,6.062622841698749,5.917726034587793
66,6.034035061099077,5.908180115972894
67,6.025971552662597,5.968201480598184
68,6.030120936209408,5.9068882957854605
69,6.0311555974501845,5.9068882957854605
70,6.022429655949189,6.024504345490049
71,5.97869050955864,6.018907569523006
72,5.961872692839739,5.898069736281122
73,5.958045865373105,5.901934983382253
74,5.946550497420114,5.894725429555528
75,6.114685372918901,6.111845806410822
76,6.105520464663054,6.105520464663054
77,6.143657365611633,6.092602194811349
78,6.237133137248348,6.090356517873804
79,6.121408098846977,6.090018822849641
80,5.9905164945242255,6.15223723321203
81,6.057037342675233,6.081504425209332
82,6.286104405803979,5.98489248111995
83,6.236307092661265,6.188880762315532
84,6.230981185340506,6.229324184132877
85,6.309352845747182,6.224975055420751
86,6.308958139916151,6.222292891482121
87,6.3802080070540015,6.296980019745178
88,6.410015193937758,6.372406304816314
89,6.472700067524004,6.363647938984261
90,6.432391133708617,6.357064639876909
91,6.42275481551915,6.389081600412562
92,6.4118040116330866,6.340049102102762
93,6.407996653214448,6.333582167648364
94,6.3995772528199355,6.278795714167296
95,6.3989622314685,6.2274859072798545
