,Kasese,Masindi
0,5.348347602514579,5.275479556124178
1,5.266285508327007,5.112551408384965
2,5.195917505983043,5.193232940612374
3,5.185958910135953,5.262470614036932
4,5.221032879357389,5.291061483717872
5,5.223111132440883,5.3013633293406315
6,5.136295417425962,5.360002190382771
7,5.567012749439217,5.384874158522637
8,5.567228546636379,5.385272553728783
9,5.527192406565706,5.488427863115462
10,5.497373022466234,5.501279277433299
11,5.490471258621478,5.500265656213766
12,5.485513885498625,5.485513885498625
13,5.429794741540402,5.4884566541889885
14,5.3589575269467336,5.453558019490573
15,5.397093811872772,5.35787309871949
16,5.4159222635835285,5.351244553914868
17,5.409913386757244,5.47078410184427
18,5.408099538487851,5.462935610364402
19,5.500594215194037,5.445999762404194
20,5.526585482262797,5.546659148996874
21,5.500995865354972,5.552289159742523
22,5.546280461722336,5.544493151148241
23,5.546067412955479,5.549632479119975
24,5.54585440956873,5.54674686835175
25,5.556347597857354,5.595701695395968
26,5.587182265971364,5.675177687462979
27,5.628726455502891,5.868849431235698
28,5.476937271098081,5.897916187093915
29,5.615586711787795,5.893859837756065
30,5.785360236914406,5.886718728325191
31,5.93045064721963,5.959743895809117
32,5.869718158346983,6.00134660082542
33,5.797147848052577,6.005981854153889
34,5.798202139185474,5.535290529329386
35,5.487085169245161,5.312198590938724
36,5.4286507073063754,5.368581761113166
37,5.423792202869158,5.368956130992608
38,5.523922370018485,5.41895718941226
39,5.61415947966159,5.3563303703594904
40,5.699665123306827,5.294200015198664
41,5.504657086429095,5.280381673081202
42,5.509969272545783,5.1520064984226215
43,5.509835631923639,5.074272492658195
44,5.399951863554027,5.074221723464717
45,4.997954958588023,5.078458177437094
46,5.364153600868913,5.068819317163852
47,5.398856937986302,5.074360892411804
48,5.340960086732695,5.149232731651864
49,5.2955299611516224,5.146848729373835
50,5.031057255317754,5.116156585835759
51,4.957573358658255,5.111724038485514
52,4.92706805232435,5.093877129023532
53,4.736172239430261,5.072644476051474
54,4.733992542886342,5.067713746135665
55,4.666220668449808,4.544330850840772
56,4.4730797295284805,4.492688200916857
57,4.502981105981861,4.478766847861266
58,4.522474967701403,4.464766650080757
59,4.523722180934396,4.491005807556552
60,4.527454514461543,4.752465479950549
61,4.651334710704814,4.760818943546503
62,4.652254040203766,4.853675768371139
63,4.683771759261495,4.86609331605545
64,4.942049894503591,4.942049894503591
65,5.057198924889497,4.946942438619464
66,5.033716055574165,5.033716055574165
67,5.031486781534874,5.23877496105929
68,4.774732600971392,5.227376269354647
69,4.711146870071177,5.223509773156054
70,4.660042381252621,5.303592620673194
71,5.081759205498516,5.5467516479293515
72,5.377469152909199,5.564680694997345
73,5.427699702518401,5.520292489346226
74,5.52419544989949,5.4791271644977835
75,5.549679171069438,5.539695727085255
