,Nairobi,Kisumu
0,5.727903134516193,5.663050592336632
1,5.702948076089333,5.658422997047921
2,5.705047593937068,5.603264899627125
3,5.691551291576417,5.658435682791919
4,5.681257740805567,5.649614801044308
5,5.677805050045487,5.6453157285155475
6,5.676002241356694,5.644411917069104
7,5.694302727663336,5.661726557228723
8,5.691557362555356,5.662286980255242
9,5.689500550827232,5.656204742720281
10,5.684271226021658,5.802409186260294
11,5.7094492130658265,5.798528843119516
12,5.7062888645816825,5.795368494635372
13,5.702791461199394,5.792136561535243
14,5.702404629927838,5.791749730263689
15,5.636358540284409,5.790034499001399
16,5.636305997421883,5.79116715685274
17,5.634025999511198,5.788058315131654
18,5.631754950138386,5.784959108361613
19,5.691548031855556,5.779982896630039
20,5.684113305838485,5.77430474846033
21,5.678747489279642,5.768359647969329
22,5.673393650962927,5.763139938819203
23,5.666840644768128,5.756721464185711
24,5.6555892258743565,5.747452117001923
25,5.637504712496552,5.852975591899102
26,5.756644175719524,5.852145456585041
27,5.918685313466101,5.964318411082766
28,5.965644198304391,6.070165435692222
29,5.952268704618338,6.057741573514864
30,5.9389513681883095,6.045890772185865
31,5.935226184175415,6.1341510512095425
32,6.037439516238821,6.2214516905106825
33,6.043448405287259,6.219830190693429
34,6.0484778753471,6.230121695754557
35,6.147326547331649,6.234106630229812
36,6.09409885631993,6.236415078500186
37,6.0093684917455406,6.0489982865163086
38,6.045955241352255,5.938092164952554
39,5.951169348546963,5.832822456095262
40,5.957432935276257,5.838244418011139
41,5.838868489147492,5.838868489147492
42,5.789942314452403,5.789942314452403
43,5.78841996717783,5.838103387324477
44,5.839259753458919,5.7086395710418545
45,5.837862975246761,5.705968095397696
46,5.833923919941989,5.700392527317466
47,5.874681468392518,5.690898990958889
48,5.818264920736835,5.68728780791741
49,5.830468460863813,5.595333601459176
50,5.722114475353969,5.691082366106241
51,5.735793228107389,5.6812723892289725
52,5.618234964950236,5.7570714098044515
53,5.6110414513169395,5.67054198068604
54,5.5891451194912865,5.741984323720734
55,5.60878098707073,5.575087141284258
56,5.576448073861501,5.54308517019238
57,5.593345855903224,5.516384814767096
58,5.569670359017267,5.51754129358232
59,5.4888778881188385,5.521002374922609
60,5.459460796833347,5.339466838321893
61,5.436557075662312,5.330396879833921
62,5.438673283148107,5.507666154635059
63,5.284324379361271,5.44265043059901
64,5.214531237636422,5.512297429154828
65,5.210916764411365,5.513197636284299
66,5.207282627478537,5.5107485676315795
67,5.303447292269301,5.527413550334973
68,5.191622332581704,5.4941026261324355
69,5.3583460022397995,5.5611286309050945
70,5.371993093906342,5.65008736520297
71,5.416344927098195,5.493305968234323
72,5.4267273868554975,5.437422675972245
73,5.37882122126736,5.427966688336249
74,5.301672348210398,5.422118501286266
75,5.400289637619711,5.476715704823058
76,5.407137892891147,5.476130764378098
77,5.570751928922461,5.620836033319873
78,5.57607355855524,5.878614745410771
79,5.5830140756979105,5.874398484848228
80,5.7321955625862575,5.872401062298474
81,5.730706355830271,5.743380796726998
82,5.8170807193050305,5.841434452492073
83,5.845985095446202,5.930726323901292
84,5.752997736003181,5.864716772249512
85,5.813529536407596,5.717985684444245
86,5.813816010033001,5.718253174917198
87,5.74005315666646,5.714671083395043
88,5.759364169368541,5.740418591141374
89,5.642436958473532,5.904179009916696
90,5.6137081930822825,5.896530832160317
