,Kampala,Mbale
0,6.181575043675408,6.125694585280951
1,6.134167266475048,6.097763169405871
2,6.131081105653541,6.069029117085975
3,6.085522439767753,6.149586336358325
4,5.988219344105672,5.990600297611413
5,6.011723901415866,6.052661965810316
6,6.04544923422998,6.090790989056548
7,6.1061937291492265,6.1629465457416766
8,6.15657674005763,6.1590428325528235
9,6.135130873309249,6.076076948891097
10,6.122531294927363,6.075212876056446
11,6.140075824644642,6.151910282291645
12,6.158082002828329,6.183377283779265
13,6.233440409848054,6.327378349052819
14,6.303271015773716,6.325294744437323
15,6.367273182820459,6.321873636062836
16,6.31628120553039,6.313997973116691
17,5.939568693678022,6.2275476341741385
18,5.941103502770316,5.941103502770316
19,5.934920514536505,5.936110990867579
20,5.900443646822555,5.933629195808209
21,5.930573014720752,5.928200534367122
22,5.887946763794555,5.989968378186867
23,5.840978656373405,5.985112557957192
24,5.767369358556267,5.974660715674831
25,5.771640296084297,5.914833599620557
26,5.770193600100865,5.915600186058894
27,5.7673689040246625,6.198809498536087
28,5.771605357997039,6.201628316886867
29,5.797635573930532,6.191351789549613
30,5.76750807297175,5.912089301782857
31,5.839799265618317,5.909653092819234
32,5.837415263340288,5.906063544885857
33,5.863064243269277,5.900059830945873
34,5.898711691261576,5.896287447650069
35,6.011644827736443,5.8876329296930106
36,6.039038772214684,5.882789455730505
37,6.030339835370349,5.875485673277005
38,6.112200288881037,6.155975117934736
39,6.038338737864384,6.139918530682304
40,5.927760984556476,6.347915185539579
41,5.877725266834921,6.340348788783034
42,5.866086690823091,5.9568974254661855
43,5.803379821293796,5.869226387091382
44,5.78338317796689,5.852730596523678
45,5.771224552883313,5.838607550129361
46,6.014703821464067,6.015755899414871
47,6.075711212640304,6.020651435457276
48,6.078438463773156,6.023490766989252
49,6.135021518959832,6.029452908409985
50,6.093868790147582,6.145259736017071
51,6.148032634165344,6.148032634165344
52,6.154407268815136,6.154407268815136
53,6.194812862998959,6.147872838117689
54,6.246782991763333,6.152141484668644
55,6.253849702009266,6.158207792230096
56,6.297009093784002,6.155978518190804
57,6.288425456447108,6.144588235748122
58,6.323656981542247,6.14072173954953
59,6.357432088559859,6.133180094494065
60,6.463373999770067,6.346750768733793
61,6.545509948009071,6.34869360360119
62,6.559342516862992,6.343990434392556
