,Lira,Mbale
0,6.73464196363447,6.76639066194905
1,6.70138633216929,6.734175636730581
2,6.66698660706085,6.700888158736531
3,6.662404368250141,6.696305919925822
4,6.712946789940466,6.747314433444672
5,6.722118903507407,6.749458388940976
6,6.757988539003953,6.757988539003953
7,6.731512427871016,6.762637890145943
8,6.728217653680537,6.760519296438291
9,6.745590529351113,6.746150910424898
10,6.715923403879571,6.715923403879571
11,6.680787685980776,6.676617289707049
12,6.67576964936374,6.676364356488018
13,6.668386947214642,6.6686852320788965
14,6.697623385329846,6.697623385329846
15,6.697464455431219,6.692853496253145
16,6.704187440847737,6.735580153255599
17,6.684248913678229,6.717010709988137
18,6.581908576923682,6.650901448410633
19,6.595790037382714,6.642807243899425
20,6.61599849037687,6.648837711772252
21,6.61271799992226,6.711791512623095
22,6.61245173027075,6.710872678054119
23,6.6115778845739985,6.709960773684591
24,6.606746473179412,6.791406974447403
25,6.634427232787701,6.791408202813523
26,6.753383267032442,6.867779438137442
27,6.779370668664623,6.861353697393771
28,6.859938415739269,6.85805959884089
29,6.968891150327122,6.899838328598852
30,6.9091968761185525,6.907855494294352
31,6.865173763163835,6.9176373326995755
32,6.921829028690987,6.92138527452351
33,6.8704788795157805,6.787544980142807
34,6.87057709975935,6.787724085786558
35,6.865286823287116,6.836934715764452
36,6.809592370749438,6.836416705240865
37,6.80253046041779,6.774140160250103
38,6.800774717041625,6.772632156253379
39,6.797284856062186,6.7690856058741335
40,6.78584228290417,6.757807827177755
41,6.671429464873556,6.733214621992752
42,6.67253710449417,6.6702873847601545
43,6.683936605849349,6.669712408417967
44,6.732732116820645,6.673427278751277
45,6.806045907371657,6.750447961988804
46,6.729409316097958,6.813851933094103
47,6.728317712173915,6.812846378187989
48,6.72380604951877,6.808507341074157
49,6.718761759868983,6.803189271207565
50,6.716345244014686,6.800368015617292
51,6.789641222281523,6.867850748873399
52,6.8136789870258125,6.864537404259304
53,6.805475249509322,6.8575456956748635
54,6.80437423335443,6.777732302408008
55,6.7850564920558885,6.754796997292776
56,6.710787310858822,6.738691200772804
57,6.710208041436984,6.710208041436984
58,6.630692835365181,6.711795988525156
59,6.627026971895464,6.657572333049655
60,6.61767894313943,6.669982120033642
61,6.6880513340868415,6.684830719386799
62,6.707851002024013,6.622178441338406
63,6.714846285049665,6.62735883092655
64,6.71768342595075,6.630387026869979
65,6.722600088969929,6.6356833059358165
66,6.6462036722139635,6.551343082166565
67,6.649929627187033,6.553497742273509
68,6.741989664489704,6.559872376923301
69,6.7343236347638085,6.708808061526229
70,6.736654824225794,6.711231924548906
71,6.626156391639695,6.71678028325294
72,6.561443626298969,6.716636515704671
73,6.55066702905505,6.73196556785697
74,6.546800532856458,6.782866365657102
75,6.6047997924281265,6.772208707220093
76,6.685986906338474,6.766029614012011
77,6.710404103204066,6.760818003799332
78,6.709876556220062,6.761816639324294
