,Gitega,Bujumbura
0,6.917042483160391,6.866107859644925
1,6.831437879996723,6.792514047478402
2,6.778783626542012,6.791536779706087
3,6.8273224367399505,6.84729157113388
4,6.834773732705734,6.870262157267624
5,6.744493095014702,6.841561926283522
6,6.743436720924039,6.850301785997727
7,6.663995610880257,6.861428250811061
8,6.6355225278262555,6.834798899949471
9,6.589962876292342,6.653486271974757
10,6.533687631063145,6.581140569612982
11,6.568359229397142,6.568359229397142
12,6.60811252155624,6.610008256721139
13,6.6349606654105,6.626310626922032
14,6.660491897517042,6.639024708819582
15,6.655126981399024,6.672673900003079
16,6.6789081743070815,6.678320457569624
17,6.682205652188828,6.646338089563407
18,6.670113371590146,6.670407792319492
19,6.656913386272335,6.661044404245048
20,6.742976030830255,6.775533382614217
21,6.760664027159924,6.817822440999873
22,6.748591667600305,6.8111433207924525
23,6.7376779875536155,6.791690863951317
24,6.703878968639525,6.7625571178219355
25,6.841777344950136,6.757732448925602
26,6.930319767940604,6.928332090879905
27,6.87355751165983,6.797709287697273
28,6.714906886409717,6.71097374466288
29,6.874277464137257,6.770984048656892
30,6.8506256295072365,6.7692255363779195
31,6.78545048110637,6.758584576267968
32,6.775646455650118,6.8798199446699435
33,6.587140589862414,6.8107370397350895
34,6.712876453576534,6.8241284436619205
35,6.743103773883894,6.82627098712563
36,6.711540164632215,6.822501815157606
37,6.707895925712549,6.765444714038118
38,6.753720120785308,6.75300676919163
39,6.737998330027926,6.8035538105448605
40,6.70369987475408,6.811812505378781
41,6.7486592082641454,6.7772194175308735
42,6.7620837230828,6.826391590315532
43,6.82940882562122,6.825951605237362
44,6.839037332402341,6.833640665230186
45,6.672227530707877,6.832693598309452
46,6.735291012311634,6.840942183399497
47,6.794679448644459,6.8951567372032505
48,6.745345741126324,6.848377967024559
49,6.7464414502659995,6.689997005984161
50,6.692204024138941,6.692204024138941
51,6.7513459230365305,6.694929666625103
52,6.72068983173844,6.746793259186641
53,6.745164890872541,6.626774874924381
54,6.684719951406741,6.587661069824696
55,6.787861700213757,6.5693264519857415
56,6.625122888591686,6.525872679612416
57,6.565681826972208,6.496356093703037
58,6.571130260086281,6.53558149323732
59,6.639175390505719,6.5416770260208414
60,6.57976943717466,6.512273945553212
61,6.4535046135811545,6.515964564026483
62,6.468508523201401,6.525630241813561
63,6.5328811482083315,6.534130367608763
64,6.533509701046613,6.568123787069351
65,6.54045578231039,6.57991836267975
66,6.533174408295612,6.601327296532839
67,6.529703468401219,6.597690809386151
68,6.632296338563627,6.723268116769353
69,6.6613486611581285,6.69385423156306
70,6.658968024221904,6.7711186218214765
71,6.708937864442698,6.7120547500829515
72,6.686527096645392,6.717071861967251
73,6.7059047670059195,6.721076389428976
74,6.713244325392688,6.713244325392688
75,6.7251082447031365,6.6959395101124795
76,6.715779985417232,6.686550347102294
77,6.674019411427988,6.674019411427988
78,6.728695461938755,6.6717737344904435
79,6.64254818156608,6.647865408782689
80,6.622240862457765,6.623371444828051
81,6.501948647643971,6.613470412672955
82,6.491000280728277,6.593369313372226
83,6.486899114946158,6.5546791300079
84,6.482814700050033,6.585183732693983
85,6.478295937454148,6.546682564606072
86,6.469893788772947,6.603913979777874
87,6.53402195037023,6.5989414964695445
88,6.53377584122948,6.5974015371096915
89,6.588686242496685,6.648804509550161
90,6.548319865314938,6.698892723794313
91,6.572175955736031,6.689702350816131
92,6.564437254998124,6.68209183025225
93,6.669200900482644,6.676421148456131
94,6.665630447145529,6.665630447145529
95,6.659163512691131,6.659163512691131
96,6.704573633641416,6.678236707672078
97,6.703783813796977,6.703783813796977
