,Masindi,Owino
0,6.465225239159982,6.425219904546283
1,6.455271570344619,6.55895576741423
2,6.458589092132568,6.502364627366297
3,6.494510253296489,6.494874353063846
4,6.679165800083002,6.618277430407989
5,6.682867262137889,6.605846195190644
6,6.6772433500105635,6.4525903644475
7,6.702156046269874,6.552406136343881
8,6.701163274258705,6.583306706487137
9,6.692598276373965,6.615933575438553
10,6.689336626453335,6.254477586647204
11,6.497768002966438,6.477066337580395
12,6.482272895773473,6.436759632406356
13,6.506644149537146,6.394081671682812
14,6.523013723867226,6.457941355652555
15,6.523105074728996,6.541643195727906
16,6.592809197100206,6.556107830249778
17,6.588568383098891,6.589533478879123
18,6.501129119006803,6.5743119407576085
19,6.47904873424721,6.398114045424532
20,6.279218116108922,6.273557312836522
21,6.260940526838434,6.300161239991715
22,6.420259995524769,6.461141600786897
23,6.429318290751434,6.506716735358224
24,6.422438596006495,6.503766816133705
25,6.502437728059688,6.540788747110095
26,6.576508348170308,6.538853054717605
27,6.569405482771316,6.638017812616077
28,6.5664279873774465,6.6359067418606585
29,6.59449947292605,6.751808050114444
30,6.590755438475138,6.750390632850896
31,6.586698709388025,6.798991123381322
32,6.5783167218983065,6.795426603304579
33,6.586040415473112,6.477932645340147
34,6.591907192610265,6.275183266455148
35,6.4118164431456215,6.277598763045304
36,6.41053682201548,6.37044067943786
37,6.527440987522891,6.451455080544969
38,6.525614734516767,6.447769105613445
39,6.592977142183737,6.4454039239282785
40,6.586298810232551,6.479296931875494
41,6.5810939443545005,6.513422950125465
42,6.259280911242251,6.491903206511004
43,6.247240634735078,6.246809878751679
44,6.099256312823137,6.200410091507986
45,6.096423615231827,6.097921742852849
46,6.0930990441139725,6.222810650635631
47,6.201628316886867,6.341429322524985
48,6.193168320476011,6.286661969353938
49,6.534267070874941,6.293222309231491
50,6.091974649613189,5.9749443426336715
51,6.240293047883502,6.08959064733516
52,6.285141029044338,6.09620787791807
53,6.323362040091088,6.077799615488465
54,6.314864314283129,6.2691793717656585
55,6.312468821959264,6.065927672431015
56,6.3868037865875475,6.00311230054583
57,5.938402611669982,5.93608511352962
58,5.629724020853323,5.737290303909339
59,5.898120403270181,5.7954405532111
60,5.892324066256074,5.85039437311795
61,5.866086690823091,5.864851360215098
62,5.869226387091382,5.869226387091382
63,5.857681101683534,5.852730596523678
64,5.901735302163914,6.023432237141434
65,5.896394331465438,6.014703821464067
66,5.902868399800893,6.020651435457276
67,5.905969203422213,5.84284145138766
68,6.029452908409985,5.847339446508051
69,6.039693056045557,5.713477319591533
70,6.042672118507518,5.85911523110557
71,6.049863413063866,5.8667251963633555
72,6.0437438497091085,6.040662183171701
73,6.290943887549104,6.047597628917374
74,6.2984456606870545,6.054468022470003
75,6.379122069505015,6.251620427969974
76,6.285230565550589,6.170044155741471
77,6.280563749181227,6.235529533008196
78,6.4334900468383385,6.274307334435037
79,6.4627106498286615,6.389061966805516
80,6.55582244461739,6.456945258824288
81,6.559342516862992,6.452777907140362
82,6.559849888415118,6.344497805944682
83,6.445902339892784,6.3903324887379735
