,Ngozi,Ruhengeri
0,6.17296067908498,6.1496858585690015
1,6.319639708521345,6.056300376498575
2,6.5390410163793495,6.036932924988593
3,6.428206556310445,6.011591005672084
4,6.525570279259593,6.208951377524065
5,6.32987460492005,6.37370726342418
6,6.338539633279884,6.421562369717449
7,6.3075833984752,6.444616316274036
8,6.146254130990976,6.298083052558324
9,5.992716020139272,6.294294068623483
10,5.997327721868091,6.162304880034476
11,6.056654870952463,6.236038042291054
12,6.295020733579091,6.233566104976668
13,6.288037203515295,6.291961155137457
14,6.286532413014185,6.383578118429606
15,6.28546680291197,6.360800369586706
16,6.291204488129656,6.373399263296248
17,6.342498594337777,6.426962654406053
18,6.334582976338297,6.447141375171047
19,6.413760208119562,6.509501834581397
20,6.486386360958224,6.522731611974701
21,6.553580195906542,6.551947251484816
22,6.6150971596926045,6.553847944347396
23,6.566956417117085,6.292634162938155
24,6.4155079536871895,6.374879493180546
25,6.458610785564427,6.45087157378025
26,6.451861115047146,6.443191151810789
27,6.384879124484967,6.442376201211883
28,6.278673953042564,6.443768788494894
29,6.404985027843036,6.515515485816363
30,6.277424726981507,6.518057033817434
31,6.071988659195245,6.521250074688369
32,6.081335537032618,6.526788713120543
33,5.824231758316204,6.528241392978615
34,5.959354995424768,6.527121795876571
35,6.081842310265665,6.270001764617799
36,6.074938260020598,6.309820053884018
37,6.06897448271076,6.3051048091378945
38,6.059859588631684,6.438948204351826
39,6.149972230191106,6.430693375926778
40,6.1448220034675645,6.423847100351146
41,6.230014936380357,6.4156784521236645
42,6.228869104423331,6.416990956715614
43,6.313681937899138,6.428153102377929
44,6.23501626285908,6.442110231792247
45,6.141727443695866,6.447115653821153
46,6.095905008643141,6.446658961568394
47,5.9316332312891165,6.44550278363884
48,5.800053222391385,6.311640488449736
49,5.86990366183599,6.097670731682509
50,5.8744416833772455,6.024075835939438
51,5.876653583237159,6.0187983293283125
52,5.9367134348092065,6.007248030703994
53,5.869307728576876,6.11356454848365
54,5.858775215490107,6.110992729647756
55,5.9870418642376055,6.166741428388842
56,6.049819425140857,6.109684664591467
57,5.936272031350254,6.17168423152698
58,6.114310584957968,6.0002506791802075
59,6.008515448312788,5.932379497724375
60,6.124114584542641,5.859899487798347
61,6.016312240858618,6.111270160065494
62,6.082340825038057,6.10991513552814
63,6.14537874047434,6.210093202472783
64,6.197289005113433,6.21703425775667
65,6.20511498084665,6.222280034362545
66,6.196450250776229,6.223243426641129
67,6.192225701277987,6.220750869475664
68,6.289454653656934,6.265752704328562
69,6.289454653656934,6.32505006800594
70,6.282474754276641,6.317147341881834
71,6.273903548211585,6.115596876549018
72,6.13197866186557,6.083595967874424
73,6.056590331400893,6.050499211585045
74,6.131487411580053,6.103828296092471
75,6.165364111776201,6.0929968355847555
76,6.157192475207375,6.088751108629726
77,6.239378814185892,6.135719345079384
78,6.403427824330405,6.150760019857685
79,6.403968822122032,6.159208329963582
80,6.2471359750348245,6.186976217466884
81,5.876888951456165,6.197768188976779
82,5.806235923633672,6.049909399349216
83,5.931384492792854,6.1288587287986385
84,5.95849633237177,6.202028567173874
85,5.98489248111995,6.19919209345925
86,6.0364631851751085,6.201098536878158
87,6.133682274353707,6.205457075521442
88,6.129166412533912,6.195407616420538
89,6.178143106869191,6.180379604385593
90,6.120173182809735,6.167363575228331
91,6.1365851441931785,6.143005672196157
92,6.101710326020077,6.3131874149719565
93,6.094202385145508,6.402695676499886
94,6.087606205828446,6.4962618639119585
95,6.0267679500726565,6.5818175869250295
96,6.020301015618259,6.447831521623699
97,6.203185112129038,6.443843261296628
98,6.202714364976352,6.435106453758529
