,Tororo,Kampala
0,5.698550031947693,5.969865126935269
1,5.742498963288706,5.8855170059367845
2,5.784597426862376,5.958950814007155
3,5.780015188051667,5.955617794596877
4,5.830460479927918,5.9640798968472035
5,5.823459135165726,5.916258313000828
6,5.7949530233687225,5.928847986257203
7,5.847175087117204,6.000340059619703
8,5.844781203428712,5.998142305638953
9,5.831958815207664,5.986408941062014
10,5.916583787478151,6.059513895246804
11,6.052661965810316,6.206733056318419
12,6.048795584257324,6.178142286718774
13,6.044948372396227,5.931330274039128
14,6.038243067240719,5.971917235529052
15,6.03042545473073,6.038237994467524
16,6.012178564337852,6.135130873309249
17,6.052049976776908,6.18503626172917
18,6.267075515405949,6.245436340302469
19,6.287367104571401,6.303407971945689
20,6.338979123669129,6.426360802458954
21,6.422438596006496,6.424294917311788
22,6.46359099156879,6.46784330130732
23,6.463255465422941,6.438182518753147
24,6.456761407706958,6.456406483124705
25,6.453111980278505,6.433756537325549
26,6.449836239932684,6.444134157483775
27,6.442643362535587,6.411815898740327
28,6.469031300719109,6.6167693122360465
29,6.507661339637742,6.609154152421307
30,6.477932645340147,6.651157472929973
31,6.4453199176035705,6.598349920832463
32,6.278443357690105,6.528490626350559
33,5.800934381322347,6.122483898456167
34,5.873083414577452,6.177429919199405
35,6.11402732714971,6.219172051891497
36,6.116939383429103,6.221904564035328
37,6.055178433176196,6.21706955057843
38,6.051051941168544,6.260786644586643
39,6.018118854425363,6.25757878317172
40,6.010220017711317,6.0959569293486515
41,5.913630953654796,6.490122621510149
42,5.916797074292741,6.202083936018567
43,5.9109774673226845,6.199259239942363
44,6.039056534663201,6.20072944042185
45,6.027762768991995,6.085991273891787
46,6.036262135538013,6.093007630923488
47,6.091974649613189,6.091974649613189
48,6.113401296028878,6.110455785799122
49,6.123687526544533,6.083188164709767
50,6.0788112493633095,6.079821860869233
51,5.983165356414574,6.123893015909692
52,6.009249335412577,6.119565155834772
53,6.002530556671921,6.085738614760137
54,6.002289879121233,6.056185647326365
55,5.745752977828073,5.909885772883303
56,5.697583406584886,5.899323049235942
57,5.683569252393964,5.840267704300021
58,5.456911003318391,5.649097005083259
59,5.359217423231947,5.467431007872181
60,5.342731760733681,5.628345580121404
61,5.330285056581489,5.526399935507779
62,5.427338120575742,5.689119464595366
63,5.432864770555157,5.69957371962666
64,5.485091816319161,5.700318809555521
65,5.538205447338319,5.778881477414169
66,5.634743279049029,5.824251725093439
67,5.6372070103993535,5.860350561713563
68,5.642355403325902,5.798257397085895
69,5.715239782737073,5.789347754890795
70,5.7182428600650255,5.865071969663276
71,5.647990256047452,5.870525719778315
72,5.800345783830516,5.948900478153654
73,5.713946972747484,5.856292101256782
74,5.7100804765488915,5.783783672336026
75,5.739658169230076,5.841175693608735
76,5.770226819210122,5.9040897218658595
77,5.895328803332569,6.012072877856533
78,5.895835917589341,6.016729375660117
79,5.83863497152082,6.017236747212243
80,5.825704158979006,6.031614643169441
