,Meru,Nairobi
0,6.2500935083678355,6.637590699059838
1,6.236415078500186,6.642446919409011
2,6.369865907953744,6.637693422977616
3,6.332102394085951,6.572605906262642
4,6.256728992106149,6.598762386051933
5,6.261275849837203,6.646639778624279
6,6.245179263268,6.557079638370654
7,6.400927788051529,6.509476250185543
8,6.399175839756364,6.5688019135365545
9,6.355681932153066,6.604964871670312
10,6.3545313693496155,6.603478932620255
11,6.348822869095615,6.599925554093286
12,6.23959488878029,6.59186826813861
13,6.2228771503284825,6.58295925258883
14,6.22457698003964,6.534844705140171
15,6.24946940107117,6.492736968082205
16,6.2716100759226965,6.509297038804601
17,6.264717380653063,6.480579128042395
18,6.383976340979749,6.356673279932768
19,6.387055240313006,6.348995678488661
20,6.137847983590425,6.357777820301539
21,6.132470949190579,6.363682675154299
22,6.143247193346733,6.365316822954005
23,6.144383863459561,6.365920415052882
24,6.032614018881839,6.125748708343024
25,6.171964065512139,6.205865617187821
26,6.131820463708053,6.200813335195003
27,6.13401030058486,6.20312242554521
28,6.1380033289192415,6.207115453879592
29,6.1688617235895045,6.199633382256258
30,6.181842267476668,6.12448203728891
31,6.187962775629083,6.08326285547492
32,6.2352325424772115,6.187249806692381
33,6.342078014909487,6.267635538654971
34,6.275793882091732,6.2697933143828655
35,6.204802287462465,6.141695248152775
36,6.227651515984897,6.146401321748871
37,6.1897514374836895,6.112193203137815
38,6.183785628282967,6.097376117095436
39,6.194637067368583,6.084370572941903
40,6.218068109107476,6.135376393262362
41,6.3416151525419036,6.12474121424129
42,6.413917115603316,6.163527500113747
43,6.409321660193278,6.21891556334301
44,6.411212771383217,6.257708712981658
45,6.399320349866343,6.148005921585438
46,6.390862541509705,6.1393837253273755
47,6.382332588007311,6.130686539759845
