,Kisumu,Owino
0,6.57967627648322,6.549089386259068
1,6.581771395589386,6.577317384946351
2,6.51955563150128,6.518566601942577
3,6.506454783744106,6.535536160018683
4,6.49763756178946,6.677355844837763
5,6.56211437540951,6.605846195190644
6,6.559350383693245,6.540388189406946
7,6.57669190786181,6.552406136343881
8,6.579237560388245,6.591873480460989
9,6.572330308188907,6.615933575438553
10,6.49662038536361,6.449038453929686
11,6.491676023679461,6.477066337580395
12,6.487805195591718,6.437522699974859
13,6.484214794906284,6.44215294216079
14,6.411774645994671,6.436160547191164
15,6.483181679561344,6.5423232365565624
16,6.482892873065308,6.556107830249778
17,6.480495016088001,6.589533478879123
18,6.478106288921558,6.5743119407576085
19,6.4731300771899845,6.398114045424532
20,6.46673891651235,6.381882860752917
21,6.462577683530768,6.43848880487973
22,6.456287119379148,6.500073397992073
23,6.4491520556788045,6.509105407369265
24,6.570617331318143,6.6114883655834955
25,6.670303782595091,6.61245173027075
26,6.661800975369369,6.607299149439882
27,6.657465591642711,6.749134376931457
28,6.945634173046122,6.788620214694112
29,6.932957498327916,6.867545437902375
30,6.92013326781652,6.861353697393771
31,6.91407831466765,6.856648166002482
32,6.912485152253639,6.848876293235224
33,6.918917142641159,6.515723917055652
34,6.518227407272195,6.443179353104459
35,6.521788702681593,6.369176518407709
36,6.584721772768401,6.451225325979993
37,6.51976849303224,6.491195409194483
38,6.448006211627161,6.4869349505875125
39,6.643188497402409,6.484474118132993
40,6.6500181602159065,6.516910499473327
41,6.653739042575744,6.618651356660965
42,6.53518460689575,6.615360439861219
43,6.650732839293766,6.39917401875369
44,6.650189969675248,6.382430488835728
45,6.400567709037957,6.299680577704196
46,6.39645091808487,6.35930208488863
47,6.5179429944415945,6.424592157534765
48,6.478920614188919,6.413767803545446
49,6.508444680415951,6.459265399242641
50,6.518119041353622,6.460625784598636
51,6.509924588244713,6.566099178177021
52,6.50303189297508,6.602245940175688
53,6.498831004249888,6.620500447784904
54,6.492168534934097,6.734581445098495
55,6.493583963703098,6.745720776779637
56,6.490027226012597,6.722959450631854
57,6.490754626020756,6.386170099468836
58,6.358492872173264,6.1455842682179815
59,6.36296813421643,6.172172096591272
60,6.365316822954005,6.157100877128949
61,6.329526296595157,6.153768763274872
62,6.21427134449893,6.156908459543163
63,6.205865617187821,6.140722794578813
64,6.353534422212668,6.223818801333028
65,6.204790482645907,6.216999989388145
66,6.207115453879592,6.309119362566396
67,6.208015661009062,6.223781017326023
68,6.346716910666902,6.137826569887441
69,6.341263476654637,6.1471133046663935
70,6.339461562014965,6.148032634165344
71,6.407295653220867,6.154407268815136
72,6.343956828206739,6.2906039276406345
73,6.342045789938428,6.373813365371398
74,6.485114874213098,6.418604935085321
75,6.344612596914546,6.455001152190991
76,6.469188615525719,6.445987944428703
77,6.45838072888218,6.546800532856458
78,6.456960017389824,6.602490322579463
79,6.449801859435565,6.626953374754281
80,6.571208675610823,6.680488463777335
81,6.5680998355525855,6.671897308154846
82,6.564438980404133,6.492660443927318
83,6.555150291213322,6.558265308079828
