,Kisumu,Nairobi
0,5.663050592336632,5.727903134516193
1,5.658422997047921,5.702948076089333
2,5.603264899627125,5.705047593937068
3,5.658435682791919,5.691551291576417
4,5.649614801044308,5.681257740805567
5,5.6453157285155475,5.677805050045487
6,5.644411917069104,5.676002241356694
7,5.661726557228723,5.694302727663336
8,5.662286980255242,5.691557362555356
9,5.656204742720281,5.689500550827232
10,5.802409186260294,5.684271226021658
11,5.798528843119516,5.7094492130658265
12,5.795368494635372,5.7062888645816825
13,5.792136561535243,5.702791461199394
14,5.791749730263689,5.702404629927838
15,5.790034499001399,5.636358540284409
16,5.79116715685274,5.636305997421883
17,5.788058315131654,5.634025999511198
18,5.784959108361613,5.631754950138386
19,5.779982896630039,5.691548031855556
20,5.77430474846033,5.684113305838485
21,5.768359647969329,5.678747489279642
22,5.763139938819203,5.673393650962927
23,5.756721464185711,5.666840644768128
24,5.747452117001923,5.6555892258743565
25,5.852975591899102,5.637504712496552
26,5.852145456585041,5.756644175719524
27,5.964318411082766,5.918685313466101
28,6.070165435692222,5.965644198304391
29,6.057741573514864,5.952268704618338
30,6.045890772185865,5.9389513681883095
31,6.1341510512095425,5.935226184175415
32,6.2214516905106825,6.037439516238821
33,6.219830190693429,6.043448405287259
34,6.230121695754557,6.0484778753471
35,6.234106630229812,6.147326547331649
36,6.236415078500186,6.09409885631993
37,6.0489982865163086,6.0093684917455406
38,5.938092164952554,6.045955241352255
39,5.832822456095262,5.951169348546963
40,5.838244418011139,5.957432935276257
41,5.838868489147492,5.838868489147492
42,5.789942314452403,5.789942314452403
43,5.838103387324477,5.78841996717783
44,5.7086395710418545,5.839259753458919
45,5.705968095397696,5.837862975246761
46,5.700392527317466,5.833923919941989
47,5.690898990958889,5.874681468392518
48,5.68728780791741,5.818264920736835
49,5.595333601459176,5.830468460863813
50,5.691082366106241,5.722114475353969
51,5.6812723892289725,5.735793228107389
52,5.7570714098044515,5.618234964950236
53,5.67054198068604,5.6110414513169395
54,5.741984323720734,5.5891451194912865
55,5.575087141284258,5.60878098707073
56,5.54308517019238,5.576448073861501
57,5.516384814767096,5.593345855903224
58,5.51754129358232,5.569670359017267
59,5.521002374922609,5.4888778881188385
60,5.339466838321893,5.459460796833347
61,5.330396879833921,5.436557075662312
62,5.507666154635059,5.438673283148107
63,5.44265043059901,5.284324379361271
64,5.512297429154828,5.214531237636422
65,5.513197636284299,5.210916764411365
66,5.5107485676315795,5.207282627478537
67,5.527413550334973,5.303447292269301
68,5.4941026261324355,5.191622332581704
69,5.5611286309050945,5.3583460022397995
70,5.65008736520297,5.371993093906342
71,5.493305968234323,5.416344927098195
72,5.437422675972245,5.4267273868554975
73,5.427966688336249,5.37882122126736
74,5.422118501286266,5.301672348210398
75,5.476715704823058,5.400289637619711
76,5.476130764378098,5.407137892891147
77,5.620836033319873,5.570751928922461
78,5.878614745410771,5.57607355855524
79,5.874398484848228,5.5830140756979105
80,5.872401062298474,5.7321955625862575
81,5.743380796726998,5.730706355830271
82,5.841434452492073,5.8170807193050305
83,5.930726323901292,5.845985095446202
84,5.864716772249512,5.752997736003181
85,5.717985684444245,5.813529536407596
86,5.718253174917198,5.813816010033001
87,5.714671083395043,5.74005315666646
88,5.740418591141374,5.759364169368541
89,5.904179009916696,5.642436958473532
90,5.896530832160317,5.6137081930822825
