,Ngozi,Bujumbura
0,5.800053222391385,5.800053222391385
1,5.86990366183599,5.803574351104725
2,5.8744416833772455,5.805781369259504
3,5.875488760740866,5.807993269119418
4,5.87355829151794,5.906761112525855
5,5.869307728576876,5.932534200543064
6,5.858775215490107,5.798297296527306
7,5.9870418642376055,5.855272586606483
8,6.049819425140857,6.049819425140857
9,5.936272031350254,5.729389000907824
10,6.114310584957968,5.656002995475424
11,6.008515448312788,5.660892982603596
12,6.124114584542641,5.5777379765123305
13,6.016312240858618,5.956972801072308
14,6.136254589697888,5.966014453878138
15,6.14537874047434,5.972952811434609
16,6.197289005113433,5.768670592030551
17,6.20511498084665,5.980210865697407
18,6.196450250776229,5.97198307253151
19,6.192225701277987,6.082552299107358
20,6.289454653656934,6.242858566362501
21,6.289454653656934,6.098147157065265
22,6.282474754276641,6.169882387092319
23,6.273903548211585,6.177789186618846
24,6.132909327358523,6.080391293075077
25,6.056590331400893,6.075581406906211
26,6.131487411580053,6.099257133675139
27,6.114685372918901,6.2604292235729275
28,6.153588867704077,6.251521140128388
29,6.193954689071636,6.284402495559847
30,6.403427824330405,6.362199526295839
31,6.403968822122032,6.328189702174075
32,6.2471359750348245,6.2929823631602435
33,5.876888951456165,6.247408348826111
34,5.98489248111995,6.040981947770994
35,6.0364631851751085,5.978234680275316
36,6.081235798981164,6.108738717870792
37,6.127336585856836,6.128251917728524
38,6.150864688685514,6.128310733121316
39,6.167609368916407,6.212896902534637
40,6.060055276934594,6.271687629049743
41,6.050514312628761,6.1968524527192255
42,6.016315846488436,6.276369751822743
43,5.983273967896186,6.269927762622401
44,6.0267679500726565,6.2168868173266425
45,5.966016332131185,6.165747442820653
46,6.158475679264323,6.137079912299283
47,6.157195543156077,6.201094931424048
