,Ngozi,Bujumbura
0,6.274015287068532,6.431644231272116
1,6.369134044251951,6.411198717252972
2,6.276161683759354,6.4420558997442585
3,6.364820103532932,6.445190089887184
4,6.367989462999362,6.388341042609541
5,6.363567750828419,6.363567750828419
6,6.358082072153762,6.358082072153762
7,6.261654122552297,6.3465897333580825
8,6.245282409995431,6.3330119198705015
9,6.2384095299604425,6.325420906950073
10,6.230014936380357,6.314275279998097
11,6.228869104423331,6.270445531269072
12,6.313681937899138,6.228508072910977
13,6.233045042035486,6.236197132903801
14,6.141727443695866,6.140419399035851
15,6.146922782984865,6.147795002839551
16,6.0467499218923075,6.048689786710134
17,6.052198560566379,5.869877003772425
18,6.013160074860922,5.93648210791234
19,6.000084065035526,5.93868912606712
20,5.9354275585128615,5.940901025927034
21,5.804897977400199,5.9378057342078145
22,5.801812236955429,5.994059433549353
23,5.798297296527306,5.865792788148753
24,5.547036430877266,5.5518173164776075
25,5.461644335296973,5.991861148377614
26,5.56306778546031,5.871952065562694
27,5.471353148921878,5.734255192375172
28,5.572823964055831,5.739145179503344
29,5.5777379765123305,5.746743757330513
30,5.486095427777976,5.746305679565559
31,5.6607107800765375,5.7580391240371
32,5.767163274813551,5.767163274813551
33,5.768670592030551,5.765964230432808
34,5.917726034587793,5.883137017005585
35,6.19468502525166,5.910530293317847
36,6.18781457811301,5.899837737788793
37,5.7636072881951055,6.265201241728431
38,5.800746835144563,6.240344949622186
39,6.053106908196236,6.010941278942428
40,6.130679026381403,6.018907569523006
41,6.133839127518489,6.021847837462467
42,5.718906462967478,6.0268902477366115
43,5.88163779480016,6.019053847920166
44,5.473115000427939,5.809843680184293
45,5.35788509881904,5.687188845961639
46,5.3466568286844325,5.449604797936875
47,5.344411151746888,5.447359120999331
48,5.545029386719342,5.502527869073664
49,5.3552366962848295,5.554811501226343
50,5.471423843348001,5.681526905035536
51,5.793751934386212,5.986837857767325
52,5.98489248111995,6.013330416440484
53,6.0364631851751085,6.005691526508355
54,6.027916161448381,6.079310870571581
55,6.023196326604239,6.076621493277819
56,6.221461981588034,6.17640548697065
57,6.296980019745178,6.213731975652058
58,6.290350690181669,6.252669623213981
59,6.283723763877686,6.283723763877686
60,6.277910584176898,6.357064639876909
61,6.34282247703065,6.3513939580807905
62,6.259648676664725,6.319087004597455
63,6.166593108832996,6.314079924416923
64,6.203994501084597,6.2023750675322935
65,5.662329938968816,6.010636633237032
