,Kamembe,Kigali
0,5.98790204900966,6.02979299071882
1,5.8942718992540755,6.027803291878598
2,5.745182453800344,6.068591596446832
3,5.900901049243412,6.061243699318592
4,6.041636172187146,6.043174239652624
5,5.910786217851494,6.058110932608352
6,5.908853020990589,6.053366294244605
7,5.911038020125913,5.998734630366377
8,5.907886438557325,5.981490674658081
9,5.860907057727357,6.034597241576024
10,6.039276262897065,6.034166389744794
11,6.02454403925959,6.02454403925959
12,6.327715790077802,5.992748444636009
13,6.327670314523226,6.008842541881721
14,6.334514734891375,6.001054548740154
15,5.737791438939411,6.008996363851821
16,5.748963051232302,6.023010932408279
17,6.039205129647183,6.040777869158783
18,5.90606501640655,6.039446517702006
19,5.906306462743634,6.087828339367025
20,5.56778743432222,6.063056437291688
21,5.344637572698077,6.056438143849156
22,5.330928655379493,6.026183318279003
23,5.325651148768367,5.5909322845309815
24,5.316212783347193,5.56188544772143
25,5.352231273406693,5.527471364087863
26,5.302409381441243,5.481561363473918
27,5.293747502268011,5.533698171898602
28,5.346195994673276,5.542255412020562
29,5.296929524906737,5.299068563155487
30,5.256929398529727,5.4004775693977205
31,5.224263701470508,5.410059494532649
32,5.144446549724103,5.401591898315803
33,5.299151024436736,5.294859172355196
34,5.188851124901327,5.297555326502216
35,5.135332129626853,5.293802470598628
36,5.194617752869569,5.011338800119288
37,5.14579630820517,5.016584576725163
38,5.306952694766974,5.019270622315193
39,5.52586908310351,5.358025545490209
40,5.305237078716549,5.378568351802099
41,5.313842779635041,5.4321067001287755
42,5.3095068314194505,5.447376625642572
43,5.179697673286487,5.404819464612802
44,5.305714382026771,5.5279841892923836
45,5.306277101088684,5.528546908354297
46,5.014896625135084,5.39301627935272
47,4.99243712663225,5.392037115288017
48,4.9823262802248225,5.491974740817798
49,5.099795438260684,5.4842071371710155
50,5.254218583368548,5.545228445913004
51,5.241125482914446,5.484686965020713
52,5.243758235200941,5.465558602968684
53,5.143007782837518,5.4659518672576795
54,5.108300859490772,5.462922414617662
